habilidad_general,url
"Finanzas y Contabilidad, Marketing Digital",https://www.coursera.org/learn/finanzas-y-operaciones-de-mkt-y-ventas
Python,https://www.coursera.org/learn/python-base-de-datos
Kotlin / Android,https://www.coursera.org/learn/android-app-capstone
Ciencia de Datos,https://www.coursera.org/learn/mejores-decisiones-con-business-analytics
JavaScript,https://www.coursera.org/learn/javascript-data-manipulation
Ciberseguridad,https://www.coursera.org/learn/security-privacy-big-data-protection
Finanzas y Contabilidad,https://www.coursera.org/learn/advanced-methods-reinforcement-learning-finance
"Filosofía, Química",https://www.coursera.org/learn/quimica-etica
Machine Learning / IA,https://www.coursera.org/learn/next-generation-ai-assistant-claude-by-anthropic
Física,https://www.coursera.org/learn/understanding-modern-physics-3-simplicity-and-complexity
Machine Learning / IA,https://www.coursera.org/learn/gen-ai-for-fraud-detection-analytics
Desarrollo de Videojuegos,https://www.coursera.org/learn/diseno-videojuegos-intro
Química,https://www.coursera.org/learn/la-qumica-de-las-reacciones
Machine Learning / IA,https://www.coursera.org/learn/user-awareness-and-education-for-generative-ai
Ciberseguridad,https://www.coursera.org/learn/cloud-computing-security
Machine Learning / IA,https://www.coursera.org/learn/generative-ai-impact-on-business-and-society
Programación General,https://www.coursera.org/learn/advanced-data-structures-rsa-and-quantum-algorithms
Ciencia de Datos,https://www.coursera.org/learn/bi-dashboards-with-ibm-cognos-analytics-and-google-looker
Física,https://www.coursera.org/learn/lift-flight-mechanics
JavaScript,https://www.coursera.org/learn/capstone-react-app
Ciberseguridad,https://www.coursera.org/learn/collaborative-robot-safety
Marketing Digital,https://www.coursera.org/learn/impulsando-la-transformacin-del-marketing-digital
Historia,https://www.coursera.org/learn/ukraine-history-culture-and-identities
Machine Learning / IA,https://www.coursera.org/learn/designing-autonomous-ai
JavaScript,https://www.coursera.org/learn/genai-for-front-end-developers
Kotlin / Android,https://www.coursera.org/learn/get-started-with-android-app-development
Gestión de Proyectos,https://www.coursera.org/learn/pmp-formulas
Java,https://www.coursera.org/learn/spring-cloud-overview
Machine Learning / IA,https://www.coursera.org/learn/gen-ai-in-cybersecurity
Física,https://www.coursera.org/learn/flight-mecha-balance
Química,https://www.coursera.org/learn/iniciandome-en-la-qumica
Machine Learning / IA,https://www.coursera.org/learn/emerging-technology-disruption-ai
Python,https://www.coursera.org/learn/command-and-control-exfiltration-and-impact
Programación General,https://www.coursera.org/learn/basic-cryptography-and-crypto-api
Java,https://www.coursera.org/learn/spring-repositories
Sistemas Operativos,https://www.coursera.org/learn/linux-and-bash-for-data-engineering-duke
Programación General,https://www.coursera.org/learn/cplusplus-crypto-iii
Ciberseguridad,https://www.coursera.org/learn/cyber-security-capstone
"Bases de Datos, JavaScript",https://www.coursera.org/learn/desarrollo-lado-servidor-nodejs-express-mongodb
Machine Learning / IA,https://www.coursera.org/learn/generative-ai-essentials-comprehensive-introduction
"Redes, Swift / iOS",https://www.coursera.org/learn/swift-ios-tables-networking
JavaScript,https://www.coursera.org/learn/desarrollar-paginas-web-con-angular
"DevOps y Contenedores, Python",https://www.coursera.org/learn/python-scripting-intro
Estrategia y Operaciones,https://www.coursera.org/learn/protect-business-innovations-strategy
Kotlin / Android,https://www.coursera.org/learn/3d-graphics-android-sensors-vr
Java,https://www.coursera.org/learn/java-servlet-pages
Marketing Digital,https://www.coursera.org/learn/survey-analysis-marketing-insights
Machine Learning / IA,https://www.coursera.org/learn/ai-for-autonomous-vehicles-and-robotics
"DevOps y Contenedores, Sistemas Operativos",https://www.coursera.org/learn/linux-cloud-devops
Marketing Digital,https://www.coursera.org/learn/10k-women-esp-6
Programación General,https://www.coursera.org/learn/machine-learning-algorithms-r-business-analytics
Kotlin / Android,https://www.coursera.org/learn/introduction-to-android-mobile-application-development-es
"Ciberseguridad, Sistemas Operativos",https://www.coursera.org/learn/securing-linux-systems
"Machine Learning / IA, Programación General",https://www.coursera.org/learn/algoritmos-de-negociacion-basados-en-machine-learning
Cloud Computing,https://www.coursera.org/learn/aws-well-architected-framework
Kotlin / Android,https://www.coursera.org/learn/aadcapstone
Ciencia de Datos,https://www.coursera.org/learn/fundamentos-de-la-visualizacion-de-datos-con-tableau
Física,https://www.coursera.org/learn/physics-102-ac-circuits-maxwell-equations
Machine Learning / IA,https://www.coursera.org/learn/introduction-to-vertex-ai
"Ciberseguridad, Programación General",https://www.coursera.org/learn/identifying-security-vulnerabilities-c-programming
"Cloud Computing, Machine Learning / IA",https://www.coursera.org/learn/llmops-azure
Programación General,https://www.coursera.org/learn/application-programming-fundamentals
Machine Learning / IA,https://www.coursera.org/learn/machine-learning-and-nlp-basics
Swift / iOS,https://www.coursera.org/learn/iosswift
Desarrollo de Videojuegos,https://www.coursera.org/learn/videojuegos-engine
Java,https://www.coursera.org/learn/introduction-ee
Java,https://www.coursera.org/learn/java-as-a-second-language-the-java-language
Finanzas y Contabilidad,https://www.coursera.org/learn/the-finance-of-climate-change
Python,https://www.coursera.org/learn/analticas-de-datos-con-pandas
Programación General,https://www.coursera.org/learn/approximation-algorithms-part-2
Machine Learning / IA,https://www.coursera.org/learn/generative-ai-for-consultants
"Marketing Digital, Redes",https://www.coursera.org/learn/genai-for-social-media-marketing-specialists
Desarrollo de Videojuegos,https://www.coursera.org/learn/videojuegos-play
Física,https://www.coursera.org/learn/physics-102-electric-potential-and-dc-circuits
Ciberseguridad,https://www.coursera.org/learn/cloud-data-security
Biología,https://www.coursera.org/learn/integrated-analysis
Swift / iOS,https://www.coursera.org/learn/ios-swift-app-store-in-app-purchase
Ciencia de Datos,https://www.coursera.org/learn/advanced-data-visualization-with-tableau
"Estadística y Probabilidad, Python",https://www.coursera.org/learn/statistics-and-clustering-in-python
Java,https://www.coursera.org/learn/exploiting-securing-vulnerabilities-java-applications
Machine Learning / IA,https://www.coursera.org/learn/generative-ai-for-healthcare-students-and-professionals
Cloud Computing,https://www.coursera.org/learn/az-204-developing-solutions-for-microsoft-azure
Machine Learning / IA,https://www.coursera.org/learn/ai-for-drug-discovery
Finanzas y Contabilidad,https://www.coursera.org/learn/finanzas-emprendedores
Ciberseguridad,https://www.coursera.org/learn/seguridad-en-la-red
Física,https://www.coursera.org/learn/physics-102-magnetic-fields-faradays-law
Kotlin / Android,https://www.coursera.org/learn/aada-capstone
Matemáticas,https://www.coursera.org/learn/calculus-through-data-and-modelling-integration-applications
Estrategia y Operaciones,https://www.coursera.org/learn/planificacion-marketing-digital-first-course-1
Finanzas y Contabilidad,https://www.coursera.org/learn/financial-analysis-project
"Estadística y Probabilidad, Física",https://www.coursera.org/learn/stats-thermo-non-equilibrium-applications
Marketing Digital,https://www.coursera.org/learn/creating-infographics-with-genai-for-marketing
Java,https://www.coursera.org/learn/writing-java-code-for-applications
Swift / iOS,https://www.coursera.org/learn/get-started-with-ios-app-development
Machine Learning / IA,https://www.coursera.org/learn/github-copilot-the-ai-pair-programmer-for-coding
Machine Learning / IA,https://www.coursera.org/learn/gen-ai-for-data-privacy--protection
Programación General,https://www.coursera.org/learn/visual-basic-programming-introduction
Machine Learning / IA,https://www.coursera.org/learn/generative-ai-foundations
Redes,https://www.coursera.org/learn/sustainable-transportation-networks-and-streetscapes
Machine Learning / IA,https://www.coursera.org/learn/navigating-generative-ai-risks-for-leaders
Gestión de Proyectos,https://www.coursera.org/learn/certified-scrum-master-exam-preparation
Programación General,https://www.coursera.org/learn/approximation-algorithms
Marketing Digital,https://www.coursera.org/learn/marketing-digital-proyecto-final
Java,https://www.coursera.org/learn/enterprise-java-beans-jakarta-persistence-api
Ciberseguridad,https://www.coursera.org/learn/cloud-computing-law-data-protection-and-cybersecurity
Machine Learning / IA,https://www.coursera.org/learn/databricks-to-local-llms
Java,https://www.coursera.org/learn/java-database-connectivity-introduction
"DevOps y Contenedores, Python",https://www.coursera.org/learn/devops-build-automation-python
"Filosofía, Machine Learning / IA",https://www.coursera.org/learn/generative-ai-for-students-ethics-and-academic-integrity
"Cloud Computing, Machine Learning / IA",https://www.coursera.org/learn/genai-llm-aws
Cloud Computing,https://www.coursera.org/learn/aws-cloud-careers
Economía,https://www.coursera.org/learn/australian-economy
Redes,https://www.coursera.org/learn/iot-networking
Gestión de Proyectos,https://www.coursera.org/learn/agile-software-development-es
Física,https://www.coursera.org/learn/oscillators-waves
Ciberseguridad,https://www.coursera.org/learn/security-and-privacy-in-tor-network
"Ciberseguridad, JavaScript",https://www.coursera.org/learn/javascript-security-part-1
Python,https://www.coursera.org/learn/hypothesis-testing-python-excel
Machine Learning / IA,https://www.coursera.org/learn/automated-report-generation-with-generative-ai
Programación General,https://www.coursera.org/learn/simulation-algorithm-analysis-pointers
Estadística y Probabilidad,https://www.coursera.org/learn/bayesian-statistics-capstone
Marketing Digital,https://www.coursera.org/learn/mobile-marketing-optimization-tactics-and-analytics
Swift / iOS,https://www.coursera.org/learn/ios-app-capstone
Machine Learning / IA,https://www.coursera.org/learn/ai-for-energy-biomedical-applications
Filosofía,https://www.coursera.org/learn/politics-and-ethics-of-data-analytics-in-the-public-sector
Psicología,https://www.coursera.org/learn/avatar-psychology-for-designers
Programación General,https://www.coursera.org/learn/more-programming-unreal
Machine Learning / IA,https://www.coursera.org/learn/landing-ai-for-beginners-build-data-visualization-ai-models
"DevOps y Contenedores, Rust",https://www.coursera.org/learn/rust-for-devops
JavaScript,https://www.coursera.org/learn/aplicaciones-mobile-multiplataforma-nativescript-angular-redux
Estadística y Probabilidad,https://www.coursera.org/learn/inferencia-estadistica
"Programación General, Python",https://www.coursera.org/learn/python-scripting-dates-classes-collections
Estrategia y Operaciones,https://www.coursera.org/learn/conformando-tu-estrategia-digital
Java,https://www.coursera.org/learn/introduction-to-java
"Matemáticas, Python",https://www.coursera.org/learn/linear-algebra-python-intro
Química,https://www.coursera.org/learn/material-chemistry-and-sustainable-building
Machine Learning / IA,https://www.coursera.org/learn/ai-and-the-illusion-of-intelligence
"Marketing Digital, Redes",https://www.coursera.org/learn/fase-final-de-marketing-en-redes-sociales-de-facebook
JavaScript,https://www.coursera.org/learn/building-restful-apis-using-nodejs-and-express
Swift / iOS,https://www.coursera.org/learn/introduction-to-ios-mobile-application-development-es
Bases de Datos,https://www.coursera.org/learn/oracle-sql-practice
Machine Learning / IA,https://www.coursera.org/learn/introduction-to-responsible-ai-es
Ciencia de Datos,https://www.coursera.org/learn/big-data-business-intelligence
Programación General,https://www.coursera.org/learn/intermediate-object-oriented-programming--unreal-games
Machine Learning / IA,https://www.coursera.org/learn/ai-enhanced-content-creationelevate-copywriting-with-humata
Gestión de Proyectos,https://www.coursera.org/learn/certified-scrum-master-in-practice
Java,https://www.coursera.org/learn/managing-scope-java-enterprise-edition-application
Python,https://www.coursera.org/learn/python-scripting-files-inheritance-databases
JavaScript,https://www.coursera.org/learn/genai-for-back-end-web-developers
Bases de Datos,https://www.coursera.org/learn/vector-search-with-nosql-databases-using-mongodb-and-cassandra
Bases de Datos,https://www.coursera.org/learn/sql-para-desarrollo-web
Ciberseguridad,https://www.coursera.org/learn/check-point-jump-start-cloud-security
Machine Learning / IA,https://www.coursera.org/learn/determining-ai-needs
Redes,https://www.coursera.org/learn/neural-networks-random-forests
Machine Learning / IA,https://www.coursera.org/learn/introduction-coding-with-generative-ai
Programación General,https://www.coursera.org/learn/visual-basic-classes-collections
Estadística y Probabilidad,https://www.coursera.org/learn/chances-probability-uncertainty-statistics
"Ciberseguridad, Cloud Computing",https://www.coursera.org/learn/real-world-cloud-pm-3
Rust,https://www.coursera.org/learn/rust-llmops
Machine Learning / IA,https://www.coursera.org/learn/generative-ai-teach-out
"Machine Learning / IA, Python",https://www.coursera.org/learn/gen-ai-for-code-generation-for-python
"Python, Rust, Sistemas Operativos",https://www.coursera.org/learn/python-rust-linux
Filosofía,https://www.coursera.org/learn/computing-ethics-and-society-foundations
Java,https://www.coursera.org/learn/introduction-test-driven-development
Ciencia de Datos,https://www.coursera.org/learn/principios-esenciales-de-diseno-en-tableau
Programación General,https://www.coursera.org/learn/visual-basic-inheritance-polymorphism
Cloud Computing,https://www.coursera.org/learn/cloud-computing-essentials-with-azure-management
Python,https://www.coursera.org/learn/python-basics-automation-and-bots
JavaScript,https://www.coursera.org/learn/react-basics-es
Machine Learning / IA,https://www.coursera.org/learn/ethical-and-regulatory-implications-of-generative-ai
"Machine Learning / IA, Programación General",https://www.coursera.org/learn/nlp-modelos-y-algoritmos
Machine Learning / IA,https://www.coursera.org/learn/introduccion-al-deep-learning-contemporaneo
Machine Learning / IA,https://www.coursera.org/learn/vector-database-projects-ai-recommendation-systems
Marketing Digital,https://www.coursera.org/learn/genai-for-marketing-analysts-innovate-marketing-strategies
Machine Learning / IA,https://www.coursera.org/learn/ai-enhanced-presentations-captivating-audiences-with-tome
Programación General,https://www.coursera.org/learn/scala2-parallel-programming
Cloud Computing,https://www.coursera.org/learn/azure-network-configuration
Cloud Computing,https://www.coursera.org/learn/azure-monitoring-and-analytics-fundamentals
JavaScript,https://www.coursera.org/learn/advanced-react-es
Java,https://www.coursera.org/learn/introduccion-a-java
Diseño UX/UI,https://www.coursera.org/learn/building-high-quality-digital-experiences-using-material-ui
Diseño UX/UI,https://www.coursera.org/learn/fundamentos-de-ux-para-el-desarrollo-de-software
"Machine Learning / IA, Marketing Digital",https://www.coursera.org/learn/generative-ai-applications-in-marketing-analytics
"Java, Programación General",https://www.coursera.org/learn/programacion-orientada-a-objetos-con-java
"Machine Learning / IA, Programación General",https://www.coursera.org/learn/algorithmic-fairness
Machine Learning / IA,https://www.coursera.org/learn/the-rise-of-generative-ai
JavaScript,https://www.coursera.org/learn/capstone-project-using-nodejs
JavaScript,https://www.coursera.org/learn/building-user-interfaces-using-functional-react-components
"Machine Learning / IA, Programación General",https://www.coursera.org/learn/ai-for-software-development
Machine Learning / IA,https://www.coursera.org/learn/generative-ai-for-the-resilient-pricer
Estrategia y Operaciones,https://www.coursera.org/learn/estrategia-de-canales
Machine Learning / IA,https://www.coursera.org/learn/nlp-system-architecture-and-dev-ops
Bases de Datos,https://www.coursera.org/learn/database-structures-and-management-with-mysql-es
"Kotlin / Android, Programación General",https://www.coursera.org/learn/meta-programming-fundamentals-kotlin-es
Machine Learning / IA,https://www.coursera.org/learn/generative-ai---your-personal-code-reviewer
Bases de Datos,https://www.coursera.org/learn/implement-polyglot-persistence-using-sql-and-nosql-databases
Diseño UX/UI,https://www.coursera.org/learn/proyecto-final-de-fundamentos-de-ux-y-requisitos-de-software
Economía,https://www.coursera.org/learn/la-economia-de-la-felicidad
Cloud Computing,https://www.coursera.org/learn/gcp-cost-management-es
Desarrollo de Videojuegos,https://www.coursera.org/learn/introduccion-a-unreal-engine
"Estrategia y Operaciones, Machine Learning / IA",https://www.coursera.org/learn/mlops-fundamentals-es
Machine Learning / IA,https://www.coursera.org/learn/enhancing-educational-content-with-fliki-ais-text-to-speech-1
Bases de Datos,https://www.coursera.org/learn/advanced-mysql-topics-es
Swift / iOS,https://www.coursera.org/learn/working-with-data-in-ios-es
JavaScript,https://www.coursera.org/learn/comp-thinking-javascript-course-2
Machine Learning / IA,https://www.coursera.org/learn/introduction-to-gemini-for-google-workspace---espaol
Bases de Datos,https://www.coursera.org/learn/database-clients-es
Machine Learning / IA,https://www.coursera.org/learn/ai-driven-attribution-testing
Bases de Datos,https://www.coursera.org/learn/datos-no-tradicionales-en-repositorios-nosql
Machine Learning / IA,https://www.coursera.org/learn/ensear-con-ia-herramientas
JavaScript,https://www.coursera.org/learn/building-navigational-workflows-using-react
Cloud Computing,https://www.coursera.org/learn/google-cloud-customer-care-fundamentals-es
Machine Learning / IA,https://www.coursera.org/learn/tecnologa-e-ia-en-seguros-oportunidades-y-desafos
Marketing Digital,https://www.coursera.org/learn/introduccion-al-marketing-con-google-ads
Cloud Computing,https://www.coursera.org/learn/modernize-infrastructure-and-applications-with-gc---espaol
JavaScript,https://www.coursera.org/learn/comp-thinking-javascript-course-3
JavaScript,https://www.coursera.org/learn/comp-thinking-javascript-project-course-4
Machine Learning / IA,https://www.coursera.org/learn/gemini-for-data-scientists-and-analysts---espaol
Machine Learning / IA,https://www.coursera.org/learn/gemini-in-google-sheets-es
"Kotlin / Android, Programación General",https://www.coursera.org/learn/advanced-programming-in-kotlin-es
Ciencia de Datos,https://www.coursera.org/learn/anlisis-visual-con-tableau
Machine Learning / IA,https://www.coursera.org/learn/deep-learning-del-concepto-a-la-prctica
Kotlin / Android,https://www.coursera.org/learn/android-app-capstone-es
"Programación General, Swift / iOS",https://www.coursera.org/learn/advanced-programming-in-swift-es
Swift / iOS,https://www.coursera.org/learn/create-the-user-interface-with-swiftui-es
Machine Learning / IA,https://www.coursera.org/learn/gemini-in-google-meet-es
Estrategia y Operaciones,https://www.coursera.org/learn/anywhere-operations-automatiza-tus-procesos
Desarrollo de Videojuegos,https://www.coursera.org/learn/desarrollo-de-videojuegos-en-unity
Swift / iOS,https://www.coursera.org/learn/ios-app-capstone-es
Desarrollo de Videojuegos,https://www.coursera.org/learn/inteligencia-artificial-para-personajes-en-unreal-engine
Machine Learning / IA,https://www.coursera.org/learn/modelos-predictivos-con-machine-learning
Machine Learning / IA,https://www.coursera.org/learn/mlops-with-vertex-ai-manage-features-espaol
Machine Learning / IA,https://www.coursera.org/learn/gemini-in-google-docs-es
Machine Learning / IA,https://www.coursera.org/learn/gemini-for-application-developers-es
Machine Learning / IA,https://www.coursera.org/learn/gemini-in-google-drive-es
Ciberseguridad,https://www.coursera.org/learn/google-workspace-security-es
"Ciencia de Datos, Machine Learning / IA",https://www.coursera.org/learn/work-with-gemini-models-in-bigquery-es
Desarrollo de Videojuegos,https://www.coursera.org/learn/desarrollo-de-videojuegos-en-unity-2
Machine Learning / IA,https://www.coursera.org/learn/responsible-ai-for-developers-interpretabilitytransparency-es
Machine Learning / IA,https://www.coursera.org/learn/modernizacin-de-sitios-web-con-ia-generativa-en-gc
Ciencia de Datos,https://www.coursera.org/learn/crea-embeddings-bsqueda-de-vectores-y-rag-con-bigquery
"Ciberseguridad, Machine Learning / IA",https://www.coursera.org/learn/introduccin-a-la-seguridad-en-el-mundo-de-la-ia-es
Machine Learning / IA,https://www.coursera.org/learn/gemini-for-end-to-end-sdlc-es
"Cloud Computing, Redes",https://www.coursera.org/learn/networking-in-google-cloud-network-architecture-es
"Estrategia y Operaciones, Machine Learning / IA",https://www.coursera.org/learn/mlops-with-vertex-ai-model-evaluation---espaol
Machine Learning / IA,https://www.coursera.org/learn/integracin-de-aplicaciones-con-gemini-pro-en-gc
Ciencia de Datos,https://www.coursera.org/learn/cmo-utilizar-el-aprendizaje-automtico-de
"Ciencia de Datos, Machine Learning / IA",https://www.coursera.org/learn/boost-productivity-with-gemini-in-bigquery-es
