puesto_trabajo,nombre_empresa,pais,region_estado,categoria_busqueda,tipo_contrato,salario,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
Programador Web,FUSIÓN AG,mx,"Tlaxcala, Tlaxcala",sql,Presencial y remoto,"$ 6,000.00 (Mensual) + Comisiones",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-web-hibrido-en-tlaxcala-14E6CBCB7A013D0761373E686DCF3405#lc=ListOffers-Score3-3
Programador .net Senior,SISTEMAS DINAMICOS INTERNACIONALES S.A DE C.V.,mx,"Miguel Hidalgo, Ciudad de México DF",sql,NA,"$ 27,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-net-senior-para-proyecto-de-4-meses-en-miguel-hidalgo-E5A81F9A3B3B312661373E686DCF3405#lc=ListOffers-Score3-4
Analista de Datos con enfoque en Analítica Predictiva,Synergy Systems SC,mx,"Querétaro, Querétaro",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-con-enfoque-en-analitica-predictiva-en-queretaro-EEA3F218A57260BE61373E686DCF3405#lc=ListOffers-Score3-5
Programador/Becario Programador y Auxiliar Admin,Techno Consulting,mx,"Aguascalientes, Aguascalientes",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programadorbecario-programador-y-auxiliar-admin-en-aguascalientes-3C9EB94423C22FB061373E686DCF3405#lc=ListOffers-Score3-6
Data Engineer,Jato Dynamics,mx,"Cuajimalpa de Morelos, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-engineer-en-cuajimalpa-de-morelos-F72CA035896C536061373E686DCF3405#lc=ListOffers-Score3-7
Consultor de Implementación de ERP,ManpowerGroup,mx,"Mérida, Yucatán",sql,Presencial y remoto,"$ 40,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-de-implementacion-de-erp-en-merida-53F2B2B50B6162C161373E686DCF3405#lc=ListOffers-Score3-8
Desarrollador programador,Informatica Notarial España Mexico SA de CV,mx,"Cuauhtémoc, Ciudad de México DF",sql,NA,"$ 10,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-programador-en-cuauhtemoc-DD4502174CF84E2561373E686DCF3405#lc=ListOffers-Score3-9
Desarrollador .net Sr.,SISTEMAS DINAMICOS INTERNACIONALES S.A DE C.V.,mx,"Miguel Hidalgo, Ciudad de México DF",sql,NA,"$ 25,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-sr-para-proyecto-de-4-meses-en-miguel-hidalgo-CE8A3978AD31F7A961373E686DCF3405#lc=ListOffers-Score3-10
Técnico Junior en Infraestructura Linux,GRUPO SHEL,mx,"Aguascalientes, Aguascalientes",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-junior-en-infraestructura-linux-y-virtualizacion-en-aguascalientes-2AF4FCA59AB5FC5561373E686DCF3405#lc=ListOffers-Score3-11
Recién egresado o cursando último semestre de la carrera de IT o a fin,Suncall Technologies Mexico,mx,"San Francisco de los Romo, Aguascalientes",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-recien-egresado-o-cursando-ultimo-semestre-de-la-carrera-de-it-o-a-fin-en-san-francisco-de-los-romo-1A7A93E20C11B1C161373E686DCF3405#lc=ListOffers-Score3-12
Ingeniero de Datos Sr,Intelligent Business Solutions,mx,"Miguel Hidalgo, Ciudad de México DF",sql,Presencial y remoto,"$ 25,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-sr-hibrido-en-miguel-hidalgo-6D5F18B321EECCC361373E686DCF3405#lc=ListOffers-Score3-13
Data Engineer,Inavant,mx,"Monterrey, Nuevo León",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-engineer-en-monterrey-6A3139664E488D6961373E686DCF3405#lc=ListOffers-Score3-14
Científico de Datos,Inavant,mx,"Monterrey, Nuevo León",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-monterrey-7AC4C296D09911E961373E686DCF3405#lc=ListOffers-Score3-15
Auxiliar sistemas,INTEGRADORA NOVOGAS SA DE CV,mx,"Querétaro, Querétaro",sql,Presencial y remoto,"$ 12,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-sistemas-en-queretaro-ADD2E15A52D620DD61373E686DCF3405#lc=ListOffers-Score3-16
Ingeniero de Desarrollo y soporte,Onkimia,mx,"Colima, Colima",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-desarrollo-y-soporte-en-colima-12D361E4900EDB6B61373E686DCF3405#lc=ListOffers-Score3-17
Analista de Datos con enfoque en Analítica Predictiva,Synergy Systems SC,mx,"Miguel Hidalgo, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-con-enfoque-en-analitica-predictiva-en-miguel-hidalgo-507B1E1CE050314F61373E686DCF3405#lc=ListOffers-Score3-18
Ingeniero/a de Datos,ManpowerGroup,mx,"Querétaro, Querétaro",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-de-datos-1-a-3-anos-de-experiencia-en-queretaro-5B741A9B4744A6F961373E686DCF3405#lc=ListOffers-Score3-19
Programador/a,Reclutamiento Java,mx,"Tlalpan, Ciudad de México DF",sql,NA,"$ 250,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programadora-programador-java-y-python-en-tlalpan-AC30A5E035A8445561373E686DCF3405#lc=ListOffers-Score3-0
Coordinador de Data AWS,Wexpand,mx,"Guadalajara, Jalisco",sql,NA,"$ 40,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-data-aws-en-guadalajara-5FB14ACE6FA0673761373E686DCF3405#lc=ListOffers-Score3-1
Desarrollador Full Stack,CGO,mx,"Monterrey, Nuevo León",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-en-monterrey-99383ED8E41F26F061373E686DCF3405#lc=ListOffers-Score3-2
desarrollador,OTIF,mx,"Monterrey, Nuevo León",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-en-monterrey-69205CA12A82E21F61373E686DCF3405#lc=ListOffers-Score3-3
Network engineer,Velox Mexico,mx,"Miguel Hidalgo, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-network-engineer-network-operations-engineer-en-miguel-hidalgo-3BEB76CF5714C31461373E686DCF3405#lc=ListOffers-Score3-4
Analista Power Bi,Rock Your Data,mx,"Naucalpan de Juárez, Estado de México",sql,Presencial y remoto,"$ 20,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-power-bi-en-naucalpan-de-juarez-DB30D8B30E03420761373E686DCF3405#lc=ListOffers-Score3-5
Practicante de ingeniería en sistemas computacionales,PRODUCTIVIDAD INTEGRAL EN SISTEMAS SA DE CV,mx,"Monterrey, Nuevo León",sql,NA,"$ 8,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-ingenieria-en-sistemas-computacionales-medio-turno-en-monterrey-44DF1B6F73F0A48261373E686DCF3405#lc=ListOffers-Score3-6
Consultor/Soporte Contpaqi,Sermex Consultores,mx,"Guadalajara, Jalisco",sql,NA,"$ 12,000.00 (Mensual) + Comisiones",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultorsoporte-contpaqi-en-guadalajara-DA77324E98BB5DF461373E686DCF3405#lc=ListOffers-Score3-7
Analista de Sistemas,GLOBAL TRADE LOGISTICS MEXICO,mx,"Tijuana, Baja California",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-sistemas-blvd-2000-en-tijuana-D5D732A73C1D084161373E686DCF3405#lc=ListOffers-Score3-8
Desarrollador/a,Isatel,mx,"Álvaro Obregón, Ciudad de México DF",sql,NA,"$ 25,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladora-con-experiencia-en-alvaro-obregon-864585DA94165A9D61373E686DCF3405#lc=ListOffers-Score3-9
Desarrollador/a,Isatel,mx,"Álvaro Obregón, Ciudad de México DF",sql,NA,"$ 25,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladora-con-experiencia-en-alvaro-obregon-D542E247985F76CA61373E686DCF3405#lc=ListOffers-Score3-10
Desarrollador,Alejandro Gonzalez,mx,"Zapopan, Jalisco",sql,NA,"$ 50,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-ing-sistemas-a-fin-en-zapopan-5A03F28D9A3CE6CB61373E686DCF3405#lc=ListOffers-Score3-11
Programador/a,PROMOTORES DE GESTORIA NOTARIAL DE OAXACA,mx,"Oaxaca de Juárez, Oaxaca",sql,NA,"$ 14,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programadora-en-oaxaca-de-juarez-B26A59A5C7E1EDD661373E686DCF3405#lc=ListOffers-Score3-12
Desarrollador FullStack,MB Innovation Lab,mx,"Tlalnepantla de Baz, Estado de México",sql,Presencial y remoto,"$ 25,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-fullstack-en-tlalnepantla-de-baz-91CFD459B4A368C661373E686DCF3405#lc=ListOffers-Score3-13
Analista de Datos,Gestor empresarial,mx,"Toluca, Estado de México",sql,NA,"$ 9,322.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-personal-en-toluca-CE4C8EC7EA2CD5F161373E686DCF3405#lc=ListOffers-Score3-14
Desarrollador Batch,Tecnologías de Información a la Vanguardia,mx,"Cuajimalpa de Morelos, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-batch-sector-seguros-en-cuajimalpa-de-morelos-8BD2689C82FBB10F61373E686DCF3405#lc=ListOffers-Score3-15
Desarrollador de WordPress Backend,DIGIZENT,mx,"San Andrés Cholula, Puebla",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-de-wordpress-backend-puebla-en-san-andres-cholula-1DE6C2AE67FC14FB61373E686DCF3405#lc=ListOffers-Score3-16
Practicantes de IT,METALOIDES,mx,"Puebla, Puebla",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicantes-de-it-practicas-profesionales-en-puebla-A0E86F5161EF60A061373E686DCF3405#lc=ListOffers-Score3-17
Analista de datos,Np México Company S. de RL de C.V.,mx,"Toluca, Estado de México",sql,NA,"$ 9,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-turno-lunes-a-viernes-en-toluca-BCF8612088D24C0E61373E686DCF3405#lc=ListOffers-Score3-18
Consultor de Servicios,"Enlinea, plataforma Digital",mx,"Álvaro Obregón, Ciudad de México DF",sql,Presencial y remoto,"$ 18,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-de-servicios-implementacion-soporte-en-alvaro-obregon-A04ABD6978534C7161373E686DCF3405#lc=ListOffers-Score3-19
Soporte Técnico en Sistemas,IT HUNTERS CORP,mx,"Miguel Hidalgo, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-tecnico-en-sistemas-nivel-2-l2-en-miguel-hidalgo-D4BCA42DFB4E5F3E61373E686DCF3405#lc=ListOffers-Score3-0
Analista de procesos,SHARKSIA,mx,"Monterrey, Nuevo León",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-procesos-5-anos-de-experiencia-en-monterrey-38D67EC029D055E661373E686DCF3405#lc=ListOffers-Score3-1
Sysadmin Windows,Sistemas de Información y Tecnología NOC,mx,"Apodaca, Nuevo León",sql,NA,"$ 14,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-sysadmin-windows-1er-nivel-en-apodaca-47BF8DD550E5040A61373E686DCF3405#lc=ListOffers-Score3-2
Technical Supply Chain Consultant,Sync Tech,mx,"Miguel Hidalgo, Ciudad de México DF",sql,Presencial y remoto,"$ 40,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-technical-supply-chain-consultant-software-solution-en-miguel-hidalgo-BE8AEF9069035EDE61373E686DCF3405#lc=ListOffers-Score3-3
Desarrolador software Odoo,MAHA,mx,"Torreón, Coahuila",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolador-software-odoo-en-torreon-D4A467273333951361373E686DCF3405#lc=ListOffers-Score3-4
Senior Data Scientist,Fusemachines,mx,"Miguel Hidalgo, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-senior-data-scientist-hybrid-remote-mexico-city-en-miguel-hidalgo-C8D3F49BD273790F61373E686DCF3405#lc=ListOffers-Score3-5
Capturista de datos,"Crissair de México, S.A. de C.V.",mx,"Toluca, Estado de México",sql,NA,"$ 9,200.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-capturista-de-datos-turno-completo-en-toluca-33E51D8ED4E4831E61373E686DCF3405#lc=ListOffers-Score3-6
Ingeniero en Soporte Técnico y Sistemas,LILIANA MARGARITA LOPEZ ESTRADA,mx,"Miguel Hidalgo, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-soporte-tecnico-y-sistemas-nivel-2-l2-en-miguel-hidalgo-AA0AF3BD6A529F6961373E686DCF3405#lc=ListOffers-Score3-7
Ingeniero/a de Implantación de Sistema MES y GMAO,Sisteplat Mexico S. de R.L. de C.V.,mx,"Querétaro, Querétaro",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-de-implantacion-de-sistema-mes-y-gmao-ingenieria-industrial-en-queretaro-C0BF040C835AE1DD61373E686DCF3405#lc=ListOffers-Score3-8
Business Analyst,GEN TI SERVICES,mx,"Cuajimalpa de Morelos, Ciudad de México DF",sql,Presencial y remoto,"$ 15,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-business-analyst-en-cuajimalpa-de-morelos-5115F4DB4353FAD461373E686DCF3405#lc=ListOffers-Score3-9
Analista De Datos,Mitsubishi Electric Automotive de Mexico S.A. de C.V.,mx,"Toluca, Estado de México",sql,NA,"$ 9,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-turno-de-lunes-a-viernes-en-toluca-40F790F3716E85C661373E686DCF3405#lc=ListOffers-Score3-10
Analista de datos,Fit Apparel S.A.de C.V.,mx,"Toluca, Estado de México",sql,NA,"$ 8,500.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-turno-de-lunes-a-viernes-en-toluca-41BD314573A6E82561373E686DCF3405#lc=ListOffers-Score3-11
Técnico en sistemas,GRUPO EMPRESARIAL PM,mx,"Benito Juárez, Ciudad de México DF",sql,NA,"$ 10,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-sistemas-en-benito-juarez-3D0F85BE4B38D0F661373E686DCF3405#lc=ListOffers-Score3-12
Junior/Mid System Administrator,CloudSigma AG,mx,"Guadalajara, Jalisco",sql,Presencial y remoto,"$ 55,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-juniormid-system-administrator-full-time-hybrid-english-en-guadalajara-21BC17C91B4B27CF61373E686DCF3405#lc=ListOffers-Score3-13
Programador web,Soluciones,mx,"Oaxaca de Juárez, Oaxaca",sql,NA,"$ 12,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-web-en-oaxaca-de-juarez-8D9A52F9F30454D861373E686DCF3405#lc=ListOffers-Score3-14
Ingeniero Cloud,GTEC SOFTWARE,mx,Colombia,sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-cloud-experiencia-con-google-cloud-platform-en-colombia-DC7C6E6DDA2B78D561373E686DCF3405#lc=ListOffers-Score3-15
Programador/a,Solar Genesis,mx,"Tijuana, Baja California",sql,NA,"$ 24,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programadora-en-tijuana-65C7906B737F17D361373E686DCF3405#lc=ListOffers-Score3-16
Pasante,AUTOMOTIVE LOGISTICS SC,mx,"Veracruz, Veracruz",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-pasante-programador-desarrollador-en-veracruz-66E1CAB66546132561373E686DCF3405#lc=ListOffers-Score3-17
Asesor soporte técnico (Ingeniero/a),IMPERMORDOM,mx,"León, Guanajuato",sql,NA,"$ 9,999.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-soporte-tecnico-ingenieroa-cubreincapacidad-en-leon-D49D113CF4A19EA761373E686DCF3405#lc=ListOffers-Score3-18
Líder técnico E commerce,Badak Soluciones,mx,"Álvaro Obregón, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-tecnico-e-commerce-desarrollo-presencial-en-alvaro-obregon-5C55810093A434BA61373E686DCF3405#lc=ListOffers-Score3-19
Desarrollador FullStack,MB Innovation Lab,mx,"Jilotzingo, Estado de México",sql,NA,"$ 20,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-fullstack-en-jilotzingo-2D6F561BCC62EA2961373E686DCF3405#lc=ListOffers-Score3-0
Desarrollador Fullstack Django,MB Innovation Lab,mx,"Tlalnepantla de Baz, Estado de México",sql,Presencial y remoto,"$ 25,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-fullstack-django-en-tlalnepantla-de-baz-3C661CA170DA907F61373E686DCF3405#lc=ListOffers-Score3-1
Lider .NET,ManpowerGroup,mx,"Mérida, Yucatán",sql,Presencial y remoto,"$ 90,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-net-hibrido-en-merida-yucatan-en-merida-7A92E01BC43E03AD61373E686DCF3405#lc=ListOffers-Score3-2
Analista funcional,ManpowerGroup,mx,"Pedro Ascencio Alquisiras, Guerrero",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional-guerrero-monterrey-mexico-en-pedro-ascencio-alquisiras-316F95DB8B55CB3061373E686DCF3405#lc=ListOffers-Score3-3
Técnico L2 de Soporte en Producción,NA,mx,"Benito Juárez, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-l2-de-soporte-en-produccion-en-benito-juarez-926C6DFF233416A661373E686DCF3405#lc=ListOffers-Score3-4
Desarrollador Full Stack,CGO,mx,"Monterrey, Nuevo León",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-en-monterrey-118E070CB6B4D8A361373E686DCF3405#lc=ListOffers-Score3-5
Trabajo Desde Casa Desarrollador Backend Junior Python / Investigación + Desarrollo / Ref. 0071,BairesDev LLC,mx,"Monterrey, Nuevo León",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-backend-junior-python-investigacion-desarrollo-ref-0071-en-monterrey-C89B2F2B5F88D65461373E686DCF3405#lc=ListOffers-Score3-6
Analista funcional,ManpowerGroup,mx,"Pedro Ascencio Alquisiras, Guerrero",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional-guerrero-monterrey-mexico-en-pedro-ascencio-alquisiras-72AA43B1532D800861373E686DCF3405#lc=ListOffers-Score3-7
Lider .NET,ManpowerGroup,mx,"Mérida, Yucatán",sql,Presencial y remoto,"$ 90,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-net-hibrido-en-merida-yucatan-en-merida-4BE7CAC9B0E4A47361373E686DCF3405#lc=ListOffers-Score3-8
