cluster,puesto_trabajo,nombre_empresa,pais,region_estado,tipo_contrato,salario_minimo,salario_maximo,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
0,Work From Home Junior JavaScript Developer / Ref. 0289,BairesDev LLC,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-junior-javascript-developer-ref-0289-en-lima-0F8EFA2677AEA60F61373E686DCF3405#lc=ListOffers-Score0-11
0,Work From Home Junior Angular Developer / Ref. 0615,BairesDev LLC,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-junior-angular-developer-ref-0615-en-lima-1E5241B1F9A19F5E61373E686DCF3405#lc=ListOffers-Score0-13
0,Work From Home Java Spring Boot Junior Developer / Ref. 0003,BairesDev LLC,Perú,"Piura, Piura",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-java-spring-boot-junior-developer-ref-0003-en-piura-30606C08EE65B60261373E686DCF3405#lc=ListOffers-Score0-2
0,Work From Home Junior Backend Developer (Node.js) / Ref. 0111,BairesDev LLC,Perú,"Piura, Piura",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-junior-backend-developer-nodejs-ref-0111-en-piura-611EDEF98DE7427961373E686DCF3405#lc=ListOffers-Score0-16
0,Work From Home Node.js Junior Developer / Ref. 0111,BairesDev LLC,Perú,"Arequipa, Arequipa",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-nodejs-junior-developer-ref-0111-en-arequipa-3B4DC774874559EA61373E686DCF3405#lc=ListOffers-Score0-15
0,Work From Home Junior Frontend Developer / Ref. 0054,BairesDev LLC,Perú,"Lince, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-junior-frontend-developer-ref-0054-en-lince-84B0140EEB29957461373E686DCF3405#lc=ListOffers-Score0-6
0,Work From Home Junior Java Developer / Ref. 0003,BairesDev LLC,Perú,"Pucallpa, Ucayali",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-junior-java-developer-ref-0003-en-pucallpa-1C7DB9D04F0C46CD61373E686DCF3405#lc=ListOffers-Score0-10
0,Work From Home Senior Java Spring Boot Developer / Ref. 0003,BairesDev LLC,Perú,"San Isidro, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-senior-java-spring-boot-developer-ref-0003-en-san-isidro-50E7F164DBE5B9D261373E686DCF3405#lc=ListOffers-Score0-18
0,Work From Home Node.js Junior Developer / Ref. 0111,BairesDev LLC,Perú,"Huancayo, Junin",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-nodejs-junior-developer-ref-0111-en-huancayo-372FD1D826D0FBBF61373E686DCF3405#lc=ListOffers-Score0-0
0,Work From Home Junior Java Developer / Ref. 0003,BairesDev LLC,Perú,"Cusco, Cusco",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-junior-java-developer-ref-0003-en-cusco-E7605D368921A1A461373E686DCF3405#lc=ListOffers-Score0-18
1,Practicante Profesional de TI  Soporte Técnico en Huacho,QUIMPAC S.A.,Perú,"Huacho, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-profesional-de-ti-soporte-tecnico-en-huacho-en-huacho-1A8AA5FF03CED5AD61373E686DCF3405#lc=ListOffers-Score3-15
1,Soporte Tecnico Informático para PUNO,Centro Nacional de Servicios - CNS,Perú,"Puno, Puno",,"S/. 1.400,00 (Mensual) + Comisiones","S/. 1.400,00 (Mensual) + Comisiones",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-tecnico-informatico-para-puno-con-experiencia-en-reparacion-de-impresoras-en-puno-404B2E0BD173475D61373E686DCF3405#lc=ListOffers-Score0-12
1,"Técnico de Soporte de Sistemas, Helpdesk para Clínica cercado  Lima",Clínicas Maison de Sante,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-soporte-de-sistemas-helpdesk-para-clinica-cercado-lima-sede-lima-en-lima-CE2EDEA97C2ECF7A61373E686DCF3405#lc=ListOffers-Score0-14
1,Asistente de Soporte Técnico,DOMOKOS SAC,Perú,"San Isidro, Lima",,"S/. 2.800,00 (Mensual)","S/. 2.800,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-soporte-tecnico-en-san-isidro-E93A8D3B93D7C19861373E686DCF3405#lc=ListOffers-Score0-0
1,Internet win / Soporte Técnico / Full time / Presencial Santa Anita,Atento Perú,Perú,"Santa Anita, Lima",,"S/. 1.130,00 (Mensual)","S/. 1.130,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-internet-win-soporte-tecnico-full-time-presencial-santa-anita-en-santa-anita-4377A3445D45D23A61373E686DCF3405#lc=ListOffers-Score0-3
1,Analista de Soporte de Aplicaciones y BD,Consulting Advisers,Perú,"San Isidro, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-soporte-de-aplicaciones-y-bd-en-san-isidro-96E85118B9984F9161373E686DCF3405#lc=ListOffers-Score0-14
1,Analista de Soporte a Usuarios,Sigcomt SAC,Perú,"San Isidro, Lima",,"S/. 2.000,00 (Mensual)","S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-soporte-a-usuarios-informatico-help-desk-y-soporte-en-san-isidro-55B0BD5EF28AD85B61373E686DCF3405#lc=ListOffers-Score0-18
1,Soporte Técnico,SYSTEMBASE TELECOMUNICACIONES E.I.R.L,Perú,"Santiago De Surco, Lima",,"S/. 1.800,00 (Mensual)","S/. 1.800,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-tecnico-en-santiago-de-surco-4BB626AA72902CF561373E686DCF3405#lc=ListOffers-Score3-12
1,Analista de Soporte de Aplicaciones y BD,Consulting Advisers,Perú,"San Isidro, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-soporte-de-aplicaciones-y-bd-en-san-isidro-B2B038539FEB110161373E686DCF3405#lc=ListOffers-Score0-14
1,Practicante Profesional TI  Soporte Técnico,QUIMPAC S.A.,Perú,"Callao, Callao",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-profesional-ti-soporte-tecnico-en-callao-9FFC77EA3E05E58561373E686DCF3405#lc=ListOffers-Score3-16
1,técnico/a de soporte,GRUPO ALMERCO,Perú,"San Isidro, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnicoa-de-soporte-asistente-general-en-san-isidro-4972E0F0FC8DDF1961373E686DCF3405#lc=ListOffers-Score3-2
1,Coordinador de Soporte Técnico y Desarrollo,CASH CONTROL S.A.C.,Perú,"Santiago De Surco, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-soporte-tecnico-y-desarrollo-con-experiencia-en-santiago-de-surco-71FD98E641CBB1D261373E686DCF3405#lc=ListOffers-Score3-8
1,Técnico Soporte Informático,,Perú,"Lima, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-soporte-informatico-cercado-de-lima-en-lima-54E5A9D61986CA9161373E686DCF3405#lc=ListOffers-Score0-8
1,Soporte Tecnico Informatico con experiencia en Mantenimiento de Equipos Informaticos,Centro Nacional de Servicios - CNS,Perú,"Punta Hermosa, Lima",,"S/. 1.600,00 (Mensual)","S/. 1.600,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-tecnico-informatico-con-experiencia-en-mantenimiento-de-equipos-informaticos-disponible-para-labora-en-punta-hermosa-en-punta-hermosa-508E74422416EEF561373E686DCF3405#lc=ListOffers-Score0-7
1,Soporte Tecnico Informático para Trujillo,Centro Nacional de Servicios - CNS,Perú,"Trujillo, La Libertad",,"S/. 1.400,00 (Mensual)","S/. 1.400,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-tecnico-informatico-para-trujillo-con-experiencia-en-reparacion-de-impresoras-en-trujillo-491D38BAF402276161373E686DCF3405#lc=ListOffers-Score0-2
1,Tecnico Soporte Informatico,,Perú,"Callao, Callao",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-soporte-informatico-remoto-presencial-en-callao-05C17983B25AAEF361373E686DCF3405#lc=ListOffers-Score0-13
1,Asistente de soporte técnico TI,Minera Shouxin  Perú S.A.,Perú,"Marcona, Ica",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-soporte-tecnico-ti-marcona-en-marcona-B8F4AD450327370761373E686DCF3405#lc=ListOffers-Score3-2
1,Auxiliar de soporte técnico informático,,Perú,"San Borja, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-soporte-tecnico-informatico-en-san-borja-C3A1F76DB54D15DD61373E686DCF3405#lc=ListOffers-Score0-19
1,Analista de Soporte de Aplicaciones y BD,Consulting Advisers,Perú,"San Isidro, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-soporte-de-aplicaciones-y-bd-en-san-isidro-4856A8CB5908659761373E686DCF3405#lc=ListOffers-Score0-0
1,Soporte de aplicaciones Plsql,NTT DATA,Perú,"Lima, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-de-aplicaciones-plsql-java-en-lima-75E8C8060347565A61373E686DCF3405#lc=ListOffers-Score3-1
2,Analista programador / San Borja,Bluefokus,Perú,"San Borja, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-san-borja-san-borja-en-san-borja-7DBCAD4A6952EBD461373E686DCF3405#lc=ListOffers-Score0-14
2,Programador,GLASSTEMPCORR S.A.C.,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-en-lima-5AA65D96032839D661373E686DCF3405#lc=ListOffers-Score0-5
2,Analista Programador,DotNet SAC,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-sistemas-en-lima-8567C00E433A868161373E686DCF3405#lc=ListOffers-Score0-7
2,Analista Programador / Miraflores / Inglés Intermedio,Consulting Advisers,Perú,"Miraflores, Lima",,"S/. 3.500,00 (Mensual)","S/. 3.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-miraflores-ingles-intermedio-en-miraflores-54EC7C60A1704EEC61373E686DCF3405#lc=ListOffers-Score0-3
2,Analista Programador / Sector Logístico / Lince,ANDES EXPRESS S.A.C.,Perú,"Lince, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-sector-logistico-lince-disponibilidad-inmediata-en-lince-0A18268CCEC0D49B61373E686DCF3405#lc=ListOffers-Score0-2
2,Analista programador,PESATEC PERU S.A.C,Perú,"Callao, Callao",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-soporte-en-callao-7448B15E5555FC7561373E686DCF3405#lc=ListOffers-Score0-10
2,Analista Programador Odoo,FACTURACTIVA DEL PERÚ S.A.C.,Perú,"San Borja, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-odoo-tiempo-completo-en-san-borja-382CA911E92A639161373E686DCF3405#lc=ListOffers-Score3-5
2,Analista Programador Java 11 Fullstack,IT DATA HUMAN CAPITAL SAC,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-java-11-fullstack-en-lima-24EBA84F23FF547961373E686DCF3405#lc=ListOffers-Score3-4
2,Analista programador,FRUTOS TROPICALES PERU EXPORT,Perú,"Piura, Piura",,"S/. 2.000,00 (Mensual)","S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-agroexportadora-en-piura-E4BA9709DBEA8EF961373E686DCF3405#lc=ListOffers-Score0-1
2,Analista Programador especialista en PL SQL Sector Educacional o Banca,Grupo Expro,Perú,"Miraflores, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-especialista-en-pl-sql-sector-educacional-o-banca-distrito-jesus-maria-en-miraflores-E05FB895F79E7B3361373E686DCF3405#lc=ListOffers-Score0-6
2,Analista de Inteligencia,Entel Connect Center,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-inteligencia-en-lima-D69641879BC1320661373E686DCF3405#lc=ListOffers-Score3-6
2,Analista de TI,ACS SOLUTIONS PERU S.A.,Perú,"San Isidro, Lima",,"S/. 2.500,00 (Mensual)","S/. 2.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-ti-informatica-telecomunicaciones-en-san-isidro-743E1336D5B12A4461373E686DCF3405#lc=ListOffers-Score3-7
2,Analista Programador Power Builder Sector Educacion o Banca,Grupo Expro,Perú,"Miraflores, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-power-builder-sector-educacion-o-banca-distrito-jesus-maria-en-miraflores-6DA8006F6BA1037261373E686DCF3405#lc=ListOffers-Score0-7
2,Analista programador .Net Core,Valtx,Perú,"San Borja, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-net-core-en-san-borja-6632D10C70D7009261373E686DCF3405#lc=ListOffers-Score0-11
2,Analista Programador Senior,CORPORACION BIOFARMACEUTICA S.A.C.,Perú,"San Luis, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-senior-en-san-luis-578BA396DAEFA95461373E686DCF3405#lc=ListOffers-Score0-3
2,Analista Programador NetCore Junior,MYPER SOCIEDAD ANONIMA CERRADA - MYPER S.A.C.,Perú,"San Isidro, Lima",Presencial y remoto,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-netcore-junior-hibrido-lima-en-san-isidro-1D11AF0D6A325F1B61373E686DCF3405#lc=ListOffers-Score0-10
2,Programador (Temporal),Caja Rural de Ahorro y Credito Los Andes S.A.,Perú,"Puno, Puno",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-temporal-en-puno-7474138E85E5FE8261373E686DCF3405#lc=ListOffers-Score0-4
2,Analista Programador Fullstack  Junior,Materia Gris,Perú,"Surquillo, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-fullstack-junior-presencial-en-surquillo-C222E1437CFE45DB61373E686DCF3405#lc=ListOffers-Score0-0
2,Analista Funcional,Software Enterprise Services SAC,Perú,"Lima, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional-en-lima-C5C837BFB12C24E161373E686DCF3405#lc=ListOffers-Score0-18
2,Programador de Riego,Grupo Rocio,Perú,"Trujillo, La Libertad",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-de-riego-viru-en-trujillo-0AE16685517B531C61373E686DCF3405#lc=ListOffers-Score0-10
2,Analista programador,,Perú,"Cerro Colorado, Arequipa",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-en-cerro-colorado-F161C851FAB56F1261373E686DCF3405#lc=ListOffers-Score0-16
2,Analista Programador Fullstack  Sector Seguros,Materia Gris,Perú,"Surquillo, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-fullstack-sector-seguros-presencial-en-surquillo-DA72B4CE5686FFB161373E686DCF3405#lc=ListOffers-Score0-17
2,Analista Programador .Net + Node.JS,Valtx,Perú,"San Borja, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-net-nodejs-en-san-borja-A773EB84B14C60A761373E686DCF3405#lc=ListOffers-Score3-14
2,Analista Programador de Datos (Digitalizacion),Din Automatización SAC,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-de-datos-digitalizacion-en-lima-F58D1EF5F7B81DCD61373E686DCF3405#lc=ListOffers-Score3-13
2,Analista Jr Programador,,Perú,"Lurin, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-jr-programador-en-lurin-86F535FC0EC86E4661373E686DCF3405#lc=ListOffers-Score0-0
2,Analista programador NET CORE,,Perú,"Santiago De Surco, Lima",,"S/. 3.000,00 (Mensual)","S/. 3.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-net-core-en-santiago-de-surco-8A2F16153201059B61373E686DCF3405#lc=ListOffers-Score0-19
2,Analista programador Fullstack,SC Ingeniería y construcción,Perú,"Ate, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-fullstack-en-ate-2F0AD2A564442AA961373E686DCF3405#lc=ListOffers-Score0-16
2,Químico Farmacéutico Analista programador HPLC,IQ Farma,Perú,"Ate, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-quimico-farmaceutico-analista-programador-hplc-ate-vitarte-en-ate-AD865BF8253E947761373E686DCF3405#lc=ListOffers-Score0-10
2,analista programador,JLSF SOFT - SOLUCIONES E.I.R.L.,Perú,"Arequipa, Arequipa",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-desarrollador-de-software-en-arequipa-F05E3D6B78C5CB6961373E686DCF3405#lc=ListOffers-Score0-11
2,Programador@ Frontend,INNERXUS SOCIEDAD ANONIMA CERRADA,Perú,"San Miguel, Lima",,"S/. 1.500,00 (Mensual)","S/. 1.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programadora-frontend-en-san-miguel-620BFEAD4138348261373E686DCF3405#lc=ListOffers-Score0-8
2,Analista Programador senior,Complexless,Perú,"Lima, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-senior-full-stack-en-lima-D607A545084464A061373E686DCF3405#lc=ListOffers-Score0-1
2,Analista Programador / Miraflores / Inglés Intermedio,Consulting Advisers,Perú,"Miraflores, Lima",,"S/. 3.500,00 (Mensual)","S/. 3.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-miraflores-ingles-intermedio-en-miraflores-961C8E538356D19761373E686DCF3405#lc=ListOffers-Score0-9
2,Analista de mejora,,Perú,"Comas, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-mejora-en-comas-AC9F8F4F69A8C3C161373E686DCF3405#lc=ListOffers-Score3-1
2,Analista Programador ODOO,MEYTEN,Perú,"San Isidro, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-odoo-en-san-isidro-F49B9306A2AC67A461373E686DCF3405#lc=ListOffers-Score3-12
2,Analista programador,Creditex S.A.A.,Perú,"Ate, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-ate-en-ate-2A79189E176FA3EE61373E686DCF3405#lc=ListOffers-Score0-10
2,Programador de monitoreo,,Perú,"Lima, Lima",,"S/. 1.600,00 (Mensual)","S/. 1.600,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-de-monitoreo-experiencia-en-distribucion-en-lima-EB0C53A2E908825E61373E686DCF3405#lc=ListOffers-Score0-9
2,Programador,,Perú,"Trujillo, La Libertad",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-presencial-en-trujillo-2CC3271E2F40DAB961373E686DCF3405#lc=ListOffers-Score0-16
2,Analista Programador  Surco Semipresencial,PARQUE DEL RECUERDO,Perú,"Santiago De Surco, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-surco-semipresencial-en-santiago-de-surco-7E4C76B81A04315361373E686DCF3405#lc=ListOffers-Score0-14
2,Analista programador de TI,,Perú,"Los Olivos, Lima",Presencial y remoto,"S/. 2.000,00 (Mensual)","S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-de-ti-en-los-olivos-8E65F0353771CFE561373E686DCF3405#lc=ListOffers-Score0-2
2,Programador (Temporal),Caja Rural de Ahorro y Credito Los Andes S.A.,Perú,"Miraflores, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-temporal-en-miraflores-0D104464CDB2384761373E686DCF3405#lc=ListOffers-Score0-12
2,Analista Programador Fullstack Junior(aws),Materia Gris,Perú,"Surquillo, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-fullstack-junioraws-presencial-en-surquillo-7E18501F8543BE6061373E686DCF3405#lc=ListOffers-Score3-15
2,Programador junior/ Analista de programación con conocimiento en phython/ingreso a planilla completa,,Perú,"La Victoria, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-junior-analista-de-programacion-con-conocimiento-en-phythoningreso-a-planilla-completa-en-la-victoria-363C4EE73896C15061373E686DCF3405#lc=ListOffers-Score3-3
2,Analista programador Angular / Java,OSYS,Perú,"Santiago De Surco, Lima",Presencial y remoto,"S/. 3.800,00 (Mensual)","S/. 3.800,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-angular-java-con-experiencia-en-santiago-de-surco-55B6D4C807833BEC61373E686DCF3405#lc=ListOffers-Score0-14
2,Analista Programador,RECSA PERÚ,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-en-lima-AE9851242575ED7B61373E686DCF3405#lc=ListOffers-Score3-19
2,analista programador,T-ID SOLUTIONS SAC,Perú,"Lima, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-de-software-en-lima-0EFC19D0F269EB5661373E686DCF3405#lc=ListOffers-Score0-2
2,Analista de Desarrollo Programador,Fondesurco,Perú,"Arequipa, Arequipa",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-desarrollo-programador-programador-en-arequipa-2F8330FFAAF0732F61373E686DCF3405#lc=ListOffers-Score0-17
2,Programador de Producción,MEDIFARMA,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-de-produccion-en-lima-6FCE92D51277D49561373E686DCF3405#lc=ListOffers-Score0-0
2,Lima: Programador Multiplataformas,RD Rivera Diesel S.A.,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lima-programador-multiplataformas-en-lima-2715E822A7CF723861373E686DCF3405#lc=ListOffers-Score0-18
