company,id,link,location,salary,snippet,source,title,type,updated
Mibanco - PE,4292627113825355478,https://es.jooble.org/jdp/4292627113825355478,Peru,,"&nbsp;...desarrollo de software. 
- Experiencia en desarrollo de software participando como Desarrollador en las especialidades de Backend, <b>Frontend </b>Web o Frontend Móvil (cualquiera de los 3). 
- Implementación de sistemas complejos: Participación en el desarrollo de...&nbsp;",genoma.work,Líder Técnico de Sistemas,,2025-06-26T18:51:13.6283834+00:00
Mibanco - PE,4292627113825355478,https://es.jooble.org/jdp/4292627113825355478,Peru,,"&nbsp;...equipos de desarrollo de software. 
- Experiencia en desarrollo de software participando como Desarrollador en las especialidades de <b>Backend,</b> Frontend Web o Frontend Móvil (cualquiera de los 3). 
- Implementación de sistemas complejos: Participación en el desarrollo de...&nbsp;",genoma.work,Líder Técnico de Sistemas,,2025-06-26T18:51:13.6283834+00:00
Lima Airport Partners,7716042880017891679,https://es.jooble.org/jdp/7716042880017891679,Peru,,"&nbsp;...Te invitamos a formar parte del proceso de selección para el puesto de:  Project Controls Analyst  en nuestra Gerencia de LA - <b>Proyecto </b>de Ampliación. 

¿Listo(a) para aportar al equipo? 
 Realizar las actividades de análisis de costos y elaboración de reportes necesaria...&nbsp;",genoma.work,Project Controls Analyst,,2025-07-11T00:51:46.2725708+00:00
Lima Airport Partners,7716042880017891679,https://es.jooble.org/jdp/7716042880017891679,Peru,," Somos el administrador del Aeropuerto Internacional Jorge Chávez.  En Lima Airport creemos en las personas y en el poder de la diversidad. Estamos comprometidos con ofrecer igualdad de oportunidades y promover un ambiente donde cada talento pueda crecer, ser escuchado ...",genoma.work,Project Controls Analyst,,2025-07-11T00:51:46.2725708+00:00
Cencosud Colombia,-8003857338774351353,https://es.jooble.org/jdp/-8003857338774351353,Colombia ,," Si estás en búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado! Estamos en búsqueda de un(a) Auxiliar de mantenimiento, quien será el encargado de: 
-Dar buen uso de los activos otorgados por la compañía. 
-Reparar...",genoma.work,Auxiliar de Mantenimiento,,2025-07-11T00:51:46.9516509+00:00
OlarteMoure,2834685101661462101,https://es.jooble.org/jdp/2834685101661462101,Colombia ,," Sede: Bogotá En OlarteMoure, cada jornada está marcada por un ambiente de trabajo internacional, dinámico y respetuoso. Nuestro enfoque se centra en nuestra gente, ya que creemos firmemente que son el corazón de nuestra empresa. Valoramos la diversidad y la inclusión, ...",genoma.work,Gestor(a) de proyectos,,2025-07-10T00:51:46.8328021+00:00
Cencosud Colombia,-5028017051709753668,https://es.jooble.org/jdp/-5028017051709753668,Colombia ,," Si estás en búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de nuestr@ proxim@  Business Data Analyst  quien será el encargad@ de: 
1. Garantizar la mejor efectividad y retorno de inversión...",genoma.work,Business Data Analyst,,2025-07-09T22:01:55.8800000
Cencosud Colombia,-615119220962292265,https://es.jooble.org/jdp/-615119220962292265,Colombia ,," Si estás en búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de un(a)  Analista de datos  para trabajar en el área de impuestos y quien será el encargado de: 
 Creación y desarrollo de macros...",genoma.work,Analista de datos Temporal,,2025-07-11T00:51:46.1375481+00:00
Cencosud Colombia,5513826497487791321,https://es.jooble.org/jdp/5513826497487791321,Colombia ,,"&nbsp;...la cotizacion y enviar la cotización validando que el margen no sea menor al estipulado 
 Realizar la creación del cliente en el <b>sistema </b>comercial 
 Consultar en el sistema comercial y validar telefonicamente con la tienda el stock disponible para la venta 
 Confirmar...&nbsp;",genoma.work,Ejecutivo Comercial Ventas Institucionales,,2025-07-11T00:51:46.8690920+00:00
Novacolor - CO,259044055279290215,https://es.jooble.org/jdp/259044055279290215,Colombia ,,"&nbsp;...contabilización de importaciones. 
- Realizar costeos de importaciones. 
- Actualización y cargue de precios y de inventario al <b>Sistema </b>ERP. 
- Realizar y presentar impuestos mensuales, bimestrales y anuales (IVA, Retefuente, ICA). 
- Realizar cierres mensuales con...&nbsp;",genoma.work,Contador(a) - Manejo ERP SIESA.,,2025-07-11T00:51:46.9867271+00:00
Cencosud Colombia,9044072392756668013,https://es.jooble.org/jdp/9044072392756668013,Colombia ,,"&nbsp;...controlar el informe de los vendedores y toma de acciones correctivas de ser así. 
-Preparar y cargar las liquidaciones de precios en el <b>sistema.</b> 
-Revisar, controlar y firmar las principales maestras de compras de sus secciones. 
-Revisar el avance del presupuesto de...&nbsp;",genoma.work,JEFE POLIVALENCIA * CALI,,2025-07-11T00:51:46.1675117+00:00
Cencosud Colombia,-8421480172869966045,https://es.jooble.org/jdp/-8421480172869966045,Colombia ,,"&nbsp;...estudiante de carreras como:   
 Administración de empresas 
 Ingeniería Industrial 
 Negocios internacionales 
 Ingeniería de <b>Sistemas </b>
 Ingeniería de Alimentos 
 Estadística 
 Ingeniería Química 
 Arquitectura 
 Contaduría Pública 
 Marketing o Mercadeo...&nbsp;",genoma.work,Prácticas Profesionales Cencosud 2025-2 Bogotá,,2025-07-11T00:51:46.6549180+00:00
Novacolor - CO,5966494093968881508,https://es.jooble.org/jdp/5966494093968881508,Colombia ,,"&nbsp;...diario de meta de llamadas realizadas por el equipo comercial, así como reporte de ventas diario vs meta. 
- Seguimiento a la <b>programación </b>comercial (llamadas, visitas). 
- Realizar seguimiento a clientes que no han comprado para reactivación y/o recompra. 
- Seguimiento...&nbsp;",genoma.work,Asistente Comercial,,2025-07-11T00:51:46.7094283+00:00
Cencosud Colombia,-615119220962292265,https://es.jooble.org/jdp/-615119220962292265,Colombia ,," Si estás en búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de un(a)  Analista de datos  para trabajar en el área de impuestos y quien será el encargado de: 
 Creación y desarrollo de macros...",genoma.work,Analista de datos Temporal,,2025-07-11T00:51:46.1375481+00:00
Cencosud Colombia,-5028017051709753668,https://es.jooble.org/jdp/-5028017051709753668,Colombia ,," Si estás en búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de nuestr@ proxim@  Business Data Analyst  quien será el encargad@ de: 
1. Garantizar la mejor efectividad y retorno de inversión...",genoma.work,Business Data Analyst,,2025-07-09T22:01:55.8800000
Andercol,1226248303336863294,https://es.jooble.org/jdp/1226248303336863294,Colombia ,,"&nbsp;...Industrial 
 ingles técnico: (Deseable)
 
 
 Experiencia Laboral: 
 De 2 a 3 años en mantenimiento mecánico de motores eléctricos, <b>programación </b>de variadores de velocidad y controladores, en empresas del sector Químico o Manufacturera. 
 
 QUÉ BUSCAMOS 
 Conocimiento...&nbsp;",genoma.work,Analista Mantenimiento Cartagena,,2025-07-11T00:51:46.8004979+00:00
Cencosud Colombia,-615119220962292265,https://es.jooble.org/jdp/-615119220962292265,Colombia ,," Si estás en búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de un(a)  Analista de datos  para trabajar en el área de impuestos y quien será el encargado de: 
 Creación y desarrollo de macros...",genoma.work,Analista de datos Temporal,,2025-07-11T00:51:46.1375481+00:00
The English School,1262739477651716961,https://es.jooble.org/jdp/1262739477651716961,Colombia ,,"&nbsp;...two (2) years of experience in related roles (ideally in IB schools). 
 Language: B2 English level 
 Skills: Knowledge of office <b>softwares,</b> excellent organizational skills, adequate verbal/non verbal and written communication skills. Attention to details and service...&nbsp;",genoma.work,Asistente de Bachillerato Bilingüe,,2025-07-11T00:51:46.6341959+00:00
Novacolor - CO,259044055279290215,https://es.jooble.org/jdp/259044055279290215,Colombia ,," Empresa importadora y comercializadora de materias primas; requiere para su equipo de trabajo contador (a) con experiencia verificada de dos (2) a tres (3) años; en manejo de importaciones, contabilización en base a las normas tributarias, impuestos y estados financieros...",genoma.work,Contador(a) - Manejo ERP SIESA.,,2025-07-11T00:51:46.9867271+00:00
Andercol,1226248303336863294,https://es.jooble.org/jdp/1226248303336863294,Colombia ,,"&nbsp;...adecuadamente cada una de las actividades que le sean designadas y cumplir con los tiempos estimados de cada actividad. 
 Diligenciar en el <b>software </b>de mantenimiento los comentarios finales, tiempos, materiales y repuestos utilizados de los pedidos de trabajo antes de cerrar la...&nbsp;",genoma.work,Analista Mantenimiento Cartagena,,2025-07-11T00:51:46.8004979+00:00
Cencosud Colombia,-7781317657946021727,https://es.jooble.org/jdp/-7781317657946021727,Colombia ,," Si estás en búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de nuestr@ proxim@  Auxiliar Inventarios Tienda quien será el encargad@ de: 
 FUNCIONES: 
1. Garantizar la aplicacion adecuada ...",genoma.work,Auxiliar Inventarios Tienda Cali,,2025-07-11T00:51:46.2494438+00:00
Cencosud Colombia,7975596932994852483,https://es.jooble.org/jdp/7975596932994852483,Colombia ,," Si estás en búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de un(a)  Analista Comercial Temporal  , quien será el encargado de: 
 Seguimiento semanal de las ventas de la sección 
 Seguimiento...",genoma.work,Analista Comercial-Temporal 1 año,,2025-07-10T00:51:46.8659414+00:00
Novacolor - CO,-4141625310992813847,https://es.jooble.org/jdp/-4141625310992813847,Colombia ,," Empresa importadora y comercializadora de materias primas; está buscando para su equipo de trabajo tecnólogo y/o profesional en Comercio Exterior con experiencia mínima comprobada de un (1) año en manejo de importaciones. Que cuente con habilidades de organización, planificación...",genoma.work,Comercio Exterior,,2025-07-11T00:51:46.2463039+00:00
Cencosud Colombia,-615119220962292265,https://es.jooble.org/jdp/-615119220962292265,Colombia ,,"&nbsp;...excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de un(a)  <b>Analista de datos </b> para trabajar en el área de impuestos y quien será el encargado de: 
 Creación y desarrollo de macros para liquidación de impuestos...&nbsp;",genoma.work,Analista de datos Temporal,,2025-07-11T00:51:46.1375481+00:00
Cencosud Colombia,-5028017051709753668,https://es.jooble.org/jdp/-5028017051709753668,Colombia ,,"&nbsp;...profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de nuestr@ proxim@  Business <b>Data </b>Analyst  quien será el encargad@ de: 
1. Garantizar la mejor efectividad y retorno de inversión en ejecución en medios masivos con...&nbsp;",genoma.work,Business Data Analyst,,2025-07-09T22:01:55.8800000
Cencosud Colombia,-615119220962292265,https://es.jooble.org/jdp/-615119220962292265,Colombia ,," Si estás en búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de un(a)  Analista de datos  para trabajar en el área de impuestos y quien será el encargado de: 
 Creación y desarrollo de macros...",genoma.work,Analista de datos Temporal,,2025-07-11T00:51:46.1375481+00:00
Cencosud Colombia,-5028017051709753668,https://es.jooble.org/jdp/-5028017051709753668,Colombia ,,"&nbsp;...profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de nuestr@ proxim@  Business <b>Data </b>Analyst  quien será el encargad@ de: 
1. Garantizar la mejor efectividad y retorno de inversión en ejecución en medios masivos con...&nbsp;",genoma.work,Business Data Analyst,,2025-07-09T22:01:55.8800000
Cencosud Colombia,-5028017051709753668,https://es.jooble.org/jdp/-5028017051709753668,Colombia ,," Si estás en búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado!
 Estamos en búsqueda de nuestr@ proxim@  Business Data Analyst  quien será el encargad@ de: 
1. Garantizar la mejor efectividad y retorno de inversión...",genoma.work,Business Data Analyst,,2025-07-09T22:01:55.8800000
Cencosud Colombia,6503083554313745047,https://es.jooble.org/jdp/6503083554313745047,Colombia ,,"&nbsp;...búsqueda de excelencia profesional y mejores oportunidades para desarrollarte ¡Llegaste al lugar indicado! Estamos en búsqueda de un(a)  <b>Jefe </b>de PLS Y CHARCUTERIA  , quien será el encargado de: 
-Garantizar la organización y surtido de los productos de la sección antes de...&nbsp;",genoma.work,JEFE DE SECCION PLS Y CHARCUTERIA JUMBO POPAYAN,,2025-07-11T00:51:46.4122899+00:00
OlarteMoure,2834685101661462101,https://es.jooble.org/jdp/2834685101661462101,Colombia ,,"&nbsp;...de cambio y riqueza. Nos importa lo que hacen nuestros clientes, y por ello nos comprometemos a brindarles la excelencia en cada <b>proyecto,</b> siempre con una visión de sostenibilidad. Guiados por un espíritu de generosidad, creamos un espacio donde cada voz cuenta y cada...&nbsp;",genoma.work,Gestor(a) de proyectos,,2025-07-10T00:51:46.8328021+00:00
OlarteMoure,2834685101661462101,https://es.jooble.org/jdp/2834685101661462101,Colombia ,,&nbsp;...tareas. Garantizar el seguimiento efectivo de las tareas interdependientes para alcanzar los objetivos del proyecto. - Monitorear la <b>productividad </b>del equipo mediante la generación y el envío de reportes detallados a los líderes de cada área. Gestión de Presupuestos y...&nbsp;,genoma.work,Gestor(a) de proyectos,,2025-07-10T00:51:46.8328021+00:00
SOS Informatica Helmántica SL,-8871418819077162412,https://es.jooble.org/jdp/-8871418819077162412,"Cabrerizos, Salamanca",,"&nbsp;...candidato ideal será responsable de proporcionar soporte técnico y mantenimiento eficiente en diversas áreas, incluyendo equipos <b>informáticos </b>y servidores, seguridad informática (WatchGuard), soporte y mantenimiento de sistemas ERP (SAGE) y CRM, Backup (Synology),...&nbsp;",jobleads.com,Técnico Informático de Hardware y Software,,2025-07-07T00:00:00.0000000
Merck Gruppe - MSD Sharp & Dohme,-5814589108039706761,https://es.jooble.org/jdp/-5814589108039706761,Salamanca,," Job Description 
 An opportunity has arisen for a  Digital Records Senior Specialist  to join our team at the high-tech Salamanca site, within the Digital Records Design Hub. 

 As a Digital Records Senior Specialist (MES), you will play a critical role in maintaining...",jobleads.com,Digital Records Senior Specialist MES (Manufacturing Execution System),,2025-07-11T15:03:28.9200000
Vaillant Group,-4374654980671471070,https://es.jooble.org/jdp/-4374654980671471070,Salamanca,," Técnico de Mantenimiento - Salamanca (H/M/X)
 Impulsar el cambio hacia tecnologías más respetuosas con el medio ambiente y contribuir a mejorar el clima mediante cada ajuste. Trabajamos en Vaillant Group, comprometidos con un clima mejor. 
 Empresa 
 Red Ofisat SLU ...",jobleads.com,Técnico de Mantenimiento - Salamanca (H/M/X),,2025-07-07T00:00:00.0000000
Autoescuela San Antonio,-8007241070632223924,https://es.jooble.org/jdp/-8007241070632223924,Salamanca,," Salario: 
 A convenir  Tipo de contrato: 
 De duracion determinada  Jornada: 
 Jornada Indiferente  Años de experiencia: 
 Sin Experiencia    Necesitamos auxiliar administrativo para Autoescuela San Antonio en Salamanca.  Buscamos una persona que le guste trabajar ...",trabajos.com,Auxiliar administrativo,,2025-05-27T00:00:00.0000000
"Talent Areté, S.L.",7179294940585232438,https://es.jooble.org/jdp/7179294940585232438,Salamanca,,"¿Te gustaría trabajar para una cadena hotelera multinacional en el Departamento de Mantenimiento? Buscamos un Técnico/a de Mantenimiento a tiempo parcial (20h) para uno de nuestros hoteles en Salamanca. 

¿QUÉ OFRECEMOS?

-Contrato indefinido con salario competitivo...",jobleads.com,Técnico/a de Mantenimiento Hotel en Salamanca,,2025-07-11T00:00:00.0000000
Univrse,-71797375465384785,https://es.jooble.org/jdp/-71797375465384785,Salamanca,," Desarrollador Unity Senior 
 En ARSOFT buscamos un Desarrollador Unity con experiencia en simuladores y serious games para incorporarse al equipo de desarrollo de nuestro simulador inmersivo de formación de operación ferroviaria. 
 Requisitos mínimos: 
# Al menos 2 ...",jobleads.com,Desarrollador Unity Senior,,2025-07-09T00:00:00.0000000
Adecco (Spain),7294474388874662725,https://es.jooble.org/jdp/7294474388874662725,"Villares de la Reina, Salamanca",,"¿Te apasiona la contabilidad y te interesa trabajar en una empresa del sector automoción? ¡Esta oferta es para ti!
 Desde Adecco estamos gestionando el proceso de selección para incorporar un/a Administrativo/a con perfil contable, una empresa consolidada del sector automoción...",jobleads.com,Administrativo/a,,2025-07-09T00:00:00.0000000
"Clece, SA",-422103291526044665,https://es.jooble.org/jdp/-422103291526044665,Salamanca,," Seleccione la frecuencia (en días) para recibir una alerta: 
¡Únete a Clece FS y marca la diferencia!
 Clece FS es una empresa de referencia en servicios de mantenimiento, eficiencia energética y facility services para todo tipo de activos e infraestructuras. 
¿Quieres...",jobleads.com,Técnico/a de Mantenimiento en Edificios,,2025-07-08T00:00:00.0000000
ALS,-3275336933620322622,https://es.jooble.org/jdp/-3275336933620322622,Salamanca,,"Dentro del equipo de IT llevarás a cabo el siguiente rol:
 Programación de aplicaciones web y de escritorio sobre C#.NET
 Programación web con PHP
 Bases de datos SQL Server
 Conocimientos en publicación de aplicaciones web sobre IIS y Apache
 Conocimiento en desarrollo...",trabajosdiarios.com,Analista programador,Completa,2025-05-29T14:36:41.1900000
,1332130320121755452,https://es.jooble.org/jdp/1332130320121755452,Salamanca,," Sobre la empresa 
 Compañía innovadora en plena expansión internacional, especializada en el desarrollo de soluciones tecnológicas avanzadas para la industria de la maquinaria. Su plataforma SaaS y sistemas de inteligencia artificial están revolucionando el sector, gestionando...",talenthackers.net,Senior Developer (C++ Core),,2025-07-11T00:00:00.0000000
Ontario's NDP,1565401191779130119,https://es.jooble.org/jdp/1565401191779130119,Salamanca,," The New Democratic Party of Ontario seeks an organized individual with strong administrative skills and attention to detail on a temporary basis. Under the supervision of the Provincial Director and reporting to the Candidate Search Organizer, this position will work with...",jobleads.com,Administrative Assistant,,2025-07-08T00:00:00.0000000
,3012450160516394968,https://es.jooble.org/jdp/3012450160516394968,Salamanca,,"&nbsp;...Supervisar el ciclo completo de desarrollo: desde el diseño hasta el mantenimiento. 
 Must haves 

 Titulación universitaria en <b>Informática </b>o FP equivalente. 
 Dominio de Java con Spring Framework y experiencia de 7-10 años en desarrollo backend. 
 Experiencia...&nbsp;",talenthackers.net,Backend developer,,2025-07-11T00:00:00.0000000
Applicable Limited,408574071038127617,https://es.jooble.org/jdp/408574071038127617,Salamanca,,"¿Tienes experiencia/conocimientos en COBOL y buscas un nuevo desafío que te permita crecer profesionalmente sin sacrificar la estabilidad? ¿Buscas una empresa con un ambiente increíble y gran flexibilidad laboral? ¡Entonces, NTT DATA es tu sitio! Somos Top Employer, ¿qué...",jobleads.com,Cobol Developers,,2025-07-08T00:00:00.0000000
Grupo Juliá,-7699856265417502050,https://es.jooble.org/jdp/-7699856265417502050,Salamanca,,"&nbsp;...Arte y materias artísticas: historia del arte, fotografía, dibujo, pintura, arte contemporáneo, cine y audiovisual. 
# Tecnología: <b>informática,</b> diseño gráfico, dibujo técnico, Photoshop, programación, etc. 

 Tareas: 
# Evaluar el nivel de conocimiento del estudiante....&nbsp;",jobleads.com,Profesor / a Particular,,2025-07-11T00:00:00.0000000
Veolia,-4209644501151348933,https://es.jooble.org/jdp/-4209644501151348933,Salamanca,," Descripción de la empresa 
 Veolia Servicios Lecam, en su división de servicios energéticos, precisa contratar para la zona de Salamanca un/a  Técnico/a de Mantenimiento - Electricista  . 
 Descripción del empleo 
 Funciones principales: 
# Traslados y mudanzas de ...",jobleads.com,Técnico/a de Mantenimiento - Electricista,,2025-07-10T00:00:00.0000000
Dipaolo Machine Tools Ltd.,858600271999104046,https://es.jooble.org/jdp/858600271999104046,Salamanca,," Responsible for on-site customer servicing, assistance & repair, and prospective business development 
 Complete on-site customer preventive maintenance, machine installations & repairs 
 Repair electrical, electronic & industrial control systems, as well as any other...",jobleads.com,Field Service Technician,,2025-07-10T00:00:00.0000000
Cpus Engineering Staffing Solutions Inc.,8979947605844716036,https://es.jooble.org/jdp/8979947605844716036,Salamanca,," We are currently requesting resumes for the following position  : Mechanical Project Lead 
 Resume Due Date  : Thursday, April 03, 2025 (5:00PM EST)
 Job ID:  935-001
 Number of Vacancies  : 1
 Contract Duration:  7 Months (Renewable)
 Level:  Senior 
 Location  ...",jobleads.com,OPEN: Mechanical Project Lead,,2025-07-07T00:00:00.0000000
,8837693239338144180,https://es.jooble.org/jdp/8837693239338144180,Salamanca,," Puesto: Desarrollador/a Técnico con enfoque en Integraciones e Inteligencia Artificial Buscamos una persona con perfil técnico, proactiva y con muchas ganas de aprender, que esté lista para sumarse a un equipo en crecimiento, trabajando con tecnologías de vanguardia como...",talenthackers.net,Ingeniero Software Node.js,,2025-07-11T00:00:00.0000000
,-1354389263612129835,https://es.jooble.org/jdp/-1354389263612129835,Salamanca,," Empresa líder en soluciones tecnológicas para el sector financiero, especializada en el desarrollo de plataformas seguras, escalables y de alto rendimiento para servicios bancarios y transacciones digitales. 
 Misión del Puesto: 
 Buscamos un/a desarrollador/a backend...",talenthackers.net,Java Software Engineer,,2025-07-11T00:00:00.0000000
,-7957680354754468443,https://es.jooble.org/jdp/-7957680354754468443,Salamanca,," Descripción de la compañía 
Startup tecnológica alemana en rápido crecimiento dentro del sector B2B SaaS, enfocada en transformar la manera en que los fabricantes conectan con sus usuarios finales. Con un equipo internacional y multidisciplinar, la compañía se dedica ...",talenthackers.net,Senior Fullstack Developer (Node/React),,2025-07-11T00:00:00.0000000
TALENTOMOBILE,7657671707942610251,https://es.jooble.org/jdp/7657671707942610251,Salamanca,," Desde TalentoMOBILE buscamos desarrolladores/as y arquitectos de Movilidad especialidos en iOS o en Android para nuestras oficinas en Madrid y Salamanca 
 Funciones: 
 Participar en el desarrollo de apps móviles Android y/o IOS 
 Diseño de patrones: Viper, MVP, MVVM...",breezy.hr,2- Desarrollador/a Movilidad iOS & Android,Completa,2025-07-01T00:00:00.0000000
TTA Personal GmbH,-2794272396493191425,https://es.jooble.org/jdp/-2794272396493191425,Salamanca,,"&nbsp;...LabVIEW y sistemas de medición industrial 
Experiencia con redes industriales y sistemas HMI 
Dominio profesional de aplicaciones <b>informáticas </b>(bases de datos, paneles de control, sistemas ERP, Microsoft Office)
Alto nivel de inglés, valorable los conocimientos de...&nbsp;",trabajos.com,Programador de automatización y sistemas de medición en Alemania,Completa,2025-07-01T21:11:01.1970000
Adecco (Spain),-8042657762877013766,https://es.jooble.org/jdp/-8042657762877013766,Salamanca,,"&nbsp;...clientes ya sea por teléfono o por chat. 
 Si eres una persona con dotes comunicativas, dinámica y resolutiva y con buen manejo de la <b>informática.</b>.. 
¡¡Este trabajo es para ti!!
 En Adecco creemos en la igualdad de oportunidades y apostamos por el Talento Sin Etiquetas...&nbsp;",jobleads.com,TELEOPERADOR/A ATT CLIENTE CON FRANCÉS SALAMANCA,,2025-07-11T00:00:00.0000000
Grupo Juliá,7836793200547280384,https://es.jooble.org/jdp/7836793200547280384,Salamanca,,"¿Te gustaría ganar hasta 300€/semana dando clases? Esta es una excelente oportunidad para ganar ingresos extras. 
 En Tusclasesparticulares estamos buscando estudiantes universitarios o profesores para dar clases particulares de apoyo de matemáticas. 
 Tareas 
# Evaluar...",jobleads.com,Profesor/a Particular de Matemáticas,,2025-07-11T00:00:00.0000000
Adecco (Spain),3333007131149775398,https://es.jooble.org/jdp/3333007131149775398,Salamanca,,"&nbsp;...por chat, brindando un servicio excepcional. 
 Si eres una persona comunicativa, proactiva, resolutiva y con buen manejo de la <b>informática.</b>.. 
¡Este trabajo es perfecto para ti!
 En Adecco creemos en la igualdad de oportunidades y apostamos por el Talento Sin Etiquetas...&nbsp;",jobleads.com,TELEOPERADOR/A ATT CLIENTE CON ITALIANO EN SALAMANCA,,2025-07-09T00:00:00.0000000
Adecco (Spain),-4266481847505045302,https://es.jooble.org/jdp/-4266481847505045302,Salamanca,,"&nbsp;...clientes ya sea por teléfono o por chat. 
 Si eres una persona con dotes comunicativas, dinámica y resolutiva y con buen manejo de la <b>informática,</b> ¡¡Este trabajo es para ti!!
 En Adecco creemos en la igualdad de oportunidades y apostamos por el Talento Sin Etiquetas....&nbsp;",jobleads.com,TELEOPERADOR/A ATENCIÓN AL CLIENTE ALEMAN SALAMANCA,,2025-07-09T00:00:00.0000000
Grupo Orona,2292025378842450549,https://es.jooble.org/jdp/2292025378842450549,Salamanca,," Deseamos incorporar en  Salamanca  un/a  Técnico/a de Mantenimiento de Ascensores  que, se responsabilice del  Mantenimiento preventivo y correctivo de ascensores  . 
 Tus funciones serán 
 Mantenimiento preventivo y correctivo de ascensores. 
 Atención de avisos y ...",jobleads.com,Técnico / a de mantenimiento de ascensores (Salamanca),,2025-07-10T00:00:00.0000000
Adecco (Spain),-4704522336353814668,https://es.jooble.org/jdp/-4704522336353814668,Salamanca,,"&nbsp;...productos. 
 Si eres una persona con dotes comunicativas, que te gusta la venta, dinámica y resolutiva y con buen manejo de la <b>informática,</b> ¡¡Este trabajo es para ti!!
 En Adecco creemos en la igualdad de oportunidades y apostamos por el Talento Sin Etiquetas 
 Requisitos...&nbsp;",jobleads.com,TELEOPERADOR/A ATT AL CLIENTE PRESENCIAL,,2025-07-08T07:41:41.2900000
Doméstiko.com,8413094346324305303,https://es.jooble.org/jdp/8413094346324305303,"Valdelosa, Salamanca",,"Se busca persona para realizar trabajos de mantenimiento general. Las tareas principales incluyen arreglos básicos de electricidad, trabajos de albañilería sencillos y soldadura. 
 Adicionalmente, se espera que el trabajador apoye en actividades propias del centro de trabajo...",domestiko.com,Trabajador para mantenimiento,,2025-06-15T20:10:12.0970000
Hospes Hoteles,-9127222034778496620,https://es.jooble.org/jdp/-9127222034778496620,Salamanca,,"En Hospes Palacio de San Esteban buscamos un/a Especialista Mantenimiento que desempeñe las siguientes funciones:
* Realizar la reparación de equipos e instalaciones.
* Estimación del tiempo y los materiales necesarios para realizar las reparaciones.
* Inspecciones de las...",bizneo.com,Especialista Mantenimiento,Temporal,2025-05-26T21:59:31.8270000
Verisure,-6490676408583594020,https://es.jooble.org/jdp/-6490676408583594020,Salamanca,,"&nbsp;...coche de empresa 
# Desarrollo profesional, posibilidad de plan de carrera como jefe de equipo a corto plazo 

¡Esta es tu oportunidad de entrar en una empresa líder en el sector de <b>Sistemas </b>de Seguridad! Inscríbete, ¡estamos esperando tu talento!
#J-18808-Ljbffr...&nbsp;",jobleads.com,Jefe/a Equipo Comercial - Salamanca,,2025-07-09T00:00:00.0000000
"Talent Areté, S.L.",7179294940585232438,https://es.jooble.org/jdp/7179294940585232438,Salamanca,,"&nbsp;...Descuentos en alojamiento y servicios del hotel. 

 RESPONSABILIDADES: 
-Mantenimiento preventivo y correctivo. 
-Monitorear y reparar <b>sistemas </b>de electricidad, calefacción, ventilación y aire acondicionado. 
-Reparaciones generales de fontanería e instalaciones sanitarias...&nbsp;",jobleads.com,Técnico/a de Mantenimiento Hotel en Salamanca,,2025-07-11T00:00:00.0000000
ANTHA HOME INTERIORISM,1906316382097274390,https://es.jooble.org/jdp/1906316382097274390,Salamanca,,"&nbsp;...interiorismo de 4 años. 
 Beneficios 
 Trabajas duro para cumplir los sueños de los clientes. 
 Un sueldo base fijo y un atractivo <b>sistema </b>de comisiones. 
 Jornada completa.- Un sueldo base fijo + comisiones. 
 Te daremos una formación y asesoramiento por parte del...&nbsp;",jobleads.com,INTERIORISTA-DECORADOR,,2025-07-08T00:00:00.0000000
Doméstiko.com,1407857405877044832,https://es.jooble.org/jdp/1407857405877044832,Salamanca,,"&nbsp;...bachillerato y al menos tres años de experiencia en roles parecidos. Es importante contar con conocimientos en fontanería, soldadura, <b>sistemas </b>de calefacción y similares. Se valorará positivamente el compromiso, la estabilidad y el deseo de aprender cosas nuevas. Se ofrece...&nbsp;",domestiko.com,Auxiliar de montaje,,2025-07-04T00:00:00.0000000
