puesto_estandarizado,nombre_empresa,ubicacion,modalidad,salario
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.450,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.129,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.210,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.210,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.210,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,Andrick Consultores,,,"S/. 1.600,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.450,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.210,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.210,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.450,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.210,00 (Mensual)"
Operarios Oficiales Auxiliares,Laser SRL,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.440,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.210,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.450,00 (Mensual)"
Operarios Oficiales Auxiliares,Rmb Sateci Sac,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.249,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.440,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.249,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.210,00 (Mensual)"
Operarios Oficiales Auxiliares,Remugraf,,,"S/. 1.200,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,SERVICIOS INTEGRALES MARITIMOS S.A.,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.450,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.249,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.450,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.450,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,REPRESENTACIONES SOS,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,Sodexo Perú S.A.C.,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.450,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.210,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.210,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.440,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.440,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,Limtek Servicios Integrales,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,Limtek Servicios Integrales,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,Limtek Servicios Integrales,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,Limtek Servicios Integrales,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,Limtek Servicios Integrales,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,Limtek Servicios Integrales,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,Limtek Servicios Integrales,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.450,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,"S/. 1.440,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,PIRAMIDE CONST. ASOCIADOS SRL,,,
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Operarios Oficiales Auxiliares,Limtek Servicios Integrales,,,"S/. 1.130,00 (Mensual)"
Operarios Oficiales Auxiliares,EULEN del Perú,,,
Tecnólogo Médico Victoria,EULEN del Perú,,,
Tecnólogo Médico Victoria,Perú Bus,,,"S/. 1.766,00 (Mensual)"
Tecnólogo Médico Victoria,Precisa - Laboratorio Clínico,,,
Tecnólogo Médico Victoria,Grupo San Pablo,,,
Tecnólogo Médico Victoria,Grupo San Pablo,,,
Tecnólogo Médico Victoria,Precisa - Laboratorio Clínico,,,
Tecnólogo Médico Victoria,Grupo San Pablo,,,
Picker San Borja,SANNA,,,
Picker San Borja,Clinica Internacional SA,,,
Picker San Borja,Sodexo Perú S.A.C.,,,
Picker San Borja,SANNA,,,
Picker San Borja,Dinet S.A.,,,
Picker San Borja,GRUPO NATIONAL S.A.,,,"S/. 1.800,00 (Mensual)"
Picker San Borja,Dinet S.A.,,,
Picker San Borja,SANNA,,,
Picker San Borja,Grupo AUNA,,,
Picker San Borja,Dreams Corporation SAC,,,"S/. 1.146,00 (Mensual)"
Picker San Borja,SANNA,,,"S/. 2.700,00 (Mensual)"
Picker San Borja,GREEN SOLUTIONS GROUP,,,"S/. 1.700,00 (Mensual)"
Picker San Borja,Clinica Internacional SA,,,
Picker San Borja,Sodexo Perú S.A.C.,,,
Picker San Borja,Sodexo Perú S.A.C.,,,
Picker San Borja,,,,
Picker San Borja,TIME JOBS,,,"S/. 1.150,00 (Mensual)"
Picker San Borja,SANNA,,,"S/. 1.000,00 (Mensual)"
Picker San Borja,,,,
Picker San Borja,Pulso Corporación Médica,,,
Picker San Borja,EULEN del Perú,,,
Picker San Borja,EULEN del Perú,,,
Picker San Borja,SANNA,,,
Picker San Borja,Pulso Corporación Médica,,,"S/. 1.200,00 (Mensual)"
Picker San Borja,SANNA,,,
Picker San Borja,SANNA,,,
Picker San Borja,EULEN del Perú,,,
Picker San Borja,Dinet S.A.,,,
Picker San Borja,Prosegur,,,
Picker San Borja,CINEPLANET,,,"S/. 1.500,00 (Mensual)"
Picker San Borja,Alta Tecnologia en Limpieza SAC,,,"S/. 1.200,00 (Mensual)"
Picker San Borja,Clinica Internacional SA,,,
Picker San Borja,SANNA,,,
Picker San Borja,,,,"S/. 1.300,00 (Mensual)"
Picker San Borja,SANNA,,,"S/. 2.000,00 (Mensual)"
Picker San Borja,,,,
Picker San Borja,Grupo AUNA,,,
Picker San Borja,EULEN del Perú,,,
Picker San Borja,,,,
Picker San Borja,SANNA,,,
Picker San Borja,Clinica Internacional SA,,,
Picker San Borja,EULEN del Perú,,,
Picker San Borja,Grupo Intercorp,,,
Picker San Borja,GRUPO NATIONAL S.A.,,,"S/. 1.800,00 (Mensual)"
Picker San Borja,SANNA,,,
Picker San Borja,GREEN SOLUTIONS GROUP,,,"S/. 1.700,00 (Mensual)"
Picker San Borja,EULEN del Perú,,,
Picker San Borja,Ecco Center,,,"S/. 1.130,00 (Mensual)"
Picker San Borja,Tiendas Tambo,,,
Picker San Borja,SANNA,,,"S/. 850,00 (Mensual)"
Picker San Borja,Bluefokus,,,
Picker San Borja,Acuriorestaurantes,,,"S/. 3.000,00 (Mensual)"
Picker San Borja,Clinica Internacional SA,,,
Picker San Borja,Newport Capital SAC,,,"S/. 1.380,00 (Mensual)"
Picker San Borja,EULEN del Perú,,,
Picker San Borja,EULEN del Perú,,,
Picker San Borja,Intellisoft S.A.,,,
Picker San Borja,GRUPO NATIONAL S.A.,,,"S/. 1.800,00 (Mensual)"
Picker San Borja,Pulso Corporación Médica,,,"S/. 1.200,00 (Mensual)"
Picker San Borja,Intellisoft S.A.,,,
Ingeniero Mecánico Eléctrico,,,,
Ingeniero Mecánico Eléctrico,Tracto Camiones U.S.A.,,,
Ingeniero Mecánico Eléctrico,EMPLEA,,,"S/. 3.000,00 (Mensual)"
Ingeniero Mecánico Eléctrico,NORSAC SA.,,,"S/. 1.600,00 (Mensual)"
Ingeniero Mecánico Eléctrico,COMPAÑIA MINERA QUECHUA S.A.,,Presencial y remoto,"S/. 11.000,00 (Mensual) + Comisiones"
Ingeniero Mecánico Eléctrico,,,,
Ingeniero Mecánico Eléctrico,EMPLEA,,,"S/. 3.000,00 (Mensual)"
Ingeniero Mecánico Eléctrico,Granja Rinconada del Sur S.A.,,,
Ingeniero Mecánico Eléctrico,EMPLEA,,,"S/. 3.000,00 (Mensual)"
Ingeniero Mecánico Eléctrico,Savar Agentes de Aduana S.A.,,,"S/. 3.000,00 (Mensual)"
Ingeniero Mecánico Eléctrico,COLQUISIRI COMPAÑIA MINERA E.I.R.L.,,,
Ingeniero Mecánico Eléctrico,GONORD GROUP S.A.C.,,Presencial y remoto,
Ingeniero Mecánico Eléctrico,Minsur,,,"S/. 13.000,00 (Mensual)"
Ingeniero Mecánico Eléctrico,Mega & Ozono S.A.C.,,,
Ingeniero Mecánico Eléctrico,E-TOSCAN E.I.R.L.,,,
Ingeniero Mecánico Eléctrico,HYDRO PUMPS IMPORT SA,,,
Ingeniero Mecánico Eléctrico,Marpatech SAC,,,
Ingeniero Mecánico Eléctrico,Granja Rinconada del Sur S.A.,,,
Ingeniero Mecánico Eléctrico,QUSTOM CNC DEL PERU S.A.C.,,,"S/. 1.500,00 (Mensual)"
Ingeniero Mecánico Eléctrico,JB CONSULTING GROUP S.A.C,,,
Ingeniero Mecánico Eléctrico,fovipol,,,"S/. 6.000,00 (Mensual)"
Ingeniero Mecánico Eléctrico,,,,
Ingeniero Mecánico Eléctrico,Marpatech SAC,,,
Ingeniero Mecánico Eléctrico,Savar Agentes de Aduana S.A.,,,"S/. 3.000,00 (Mensual)"
Ingeniero Mecánico Eléctrico,GONORD GROUP S.A.C.,,Presencial y remoto,
Ingeniero Mecánico Eléctrico,,,,
Ingeniero Mecánico Eléctrico,JB CONSULTING GROUP S.A.C,,,
Ingeniero Mecánico Eléctrico,Empower,,,"S/. 2.000,00 (Mensual)"
Ingeniero Mecánico Eléctrico,HYDRO PUMPS IMPORT SA,,,
Ingeniero Mecánico Eléctrico,Andina Plast S.R.L,,,
Ingeniero Mecánico Eléctrico,Ceneris EIRL,,,"S/. 2.500,00 (Mensual)"
Ingeniero Mecánico Eléctrico,HYDRO PUMPS IMPORT SA,,,
Ingeniero Mecánico Eléctrico,COMPAÑIA MINERA QUECHUA S.A.,,Presencial y remoto,"S/. 11.000,00 (Mensual) + Comisiones"
Ingeniero Mecánico Eléctrico,QUSTOM CNC DEL PERU S.A.C.,,,"S/. 1.500,00 (Mensual)"
Ingeniero Mecánico Eléctrico,ZAPLER,,,
Ingeniero Mecánico Eléctrico,Ceneris EIRL,,,"S/. 2.500,00 (Mensual)"
Ingeniero Mecánico Eléctrico,Grupo Tawa,,,
Ingeniero Mecánico Eléctrico,SERVICIOS INTEGRAL DIESEL S.A.C.,,,"S/. 1.500,00 (Mensual)"
Ingeniero Mecánico Eléctrico,E-TOSCAN E.I.R.L.,,,
Técnica de Enfermería,SANNA,,,
Técnica de Enfermería,MC LAB E.I.R.L.,,,
Técnica de Enfermería,Clinicas San Bernardo,,,"S/. 1.500,00 (Mensual)"
Técnica de Enfermería,Grupo San Pablo,,,
Técnica de Enfermería,Clinica Cayetano Heredia,,,
Técnica de Enfermería,S.G NATCLAR SAC,,,"S/. 1.230,00 (Mensual)"
Técnica de Enfermería,Clinicas San Bernardo,,,"S/. 1.500,00 (Mensual)"
Técnica de Enfermería,BOTICA MEGAPHAR L&D,,,"S/. 1.150,00 (Mensual) + Comisiones"
Técnica de Enfermería,SANNA,,,
Técnica de Enfermería,Universidad de Ciencias y Humanidades,,,
Técnica de Enfermería,SANNA,,,
Técnica de Enfermería,Especialidades Medicas Universal S.A,,,
Técnica de Enfermería,Salus Laboris SAC,,,
Técnica de Enfermería,Grupo AUNA,,,
Técnica de Enfermería,Salus Laboris SAC,,,
Técnica de Enfermería,SANNA,,,
Técnica de Enfermería,Universidad de Ciencias y Humanidades,,,
Técnica de Enfermería,Clinica Internacional SA,,,
Técnica de Enfermería,SANNA,,,
Técnica de Enfermería,Famesa Explosivos sac,,,
Técnica de Enfermería,Grupo AUNA,,,
Técnica de Enfermería,JOCKEY SALUD,,,"S/. 1.200,00 (Mensual)"
Técnica de Enfermería,Grupo San Pablo,,,
Técnica de Enfermería,I.E.S.T. PAUL MULLER,,,
Técnica de Enfermería,MC LAB E.I.R.L.,,,
Técnica de Enfermería,Grupo San Pablo,,,
Técnica de Enfermería,Grupo San Pablo,,,
Técnica de Enfermería,Grupo Educa_d,,,
Técnica de Enfermería,SANNA,,,
Técnica de Enfermería,Universidad de Ciencias y Humanidades,,,
Técnica de Enfermería,S.G NATCLAR SAC,,,"S/. 1.230,00 (Mensual)"
Técnica de Enfermería,Clínica aviva,,,"S/. 1.200,00 (Mensual)"
Técnica de Enfermería,Grupo AUNA,,,
Técnica de Enfermería,,,,
Técnica de Enfermería,VILLA SALUD,,,
Técnica de Enfermería,VILLA SALUD,,,"S/. 1.130,00 (Mensual)"
Técnica de Enfermería,Clinicas San Bernardo,,,"S/. 1.500,00 (Mensual)"
Técnica de Enfermería,VILLA SALUD,,,
Técnica de Enfermería,VILLA SALUD,,,"S/. 1.130,00 (Mensual)"
Almacenero Responsable Proactivo,UPGRADE,,,"S/. 1.200,00 (Mensual)"
Almacenero Responsable Proactivo,Radiadores Industriales Tubillas SAC,,,
Almacenero Responsable Proactivo,POLYSISTEMAS CORP S.A.C.,,,"S/. 1.130,00 (Mensual)"
Almacenero Responsable Proactivo,INVERSIONES CULTURPISCO Y FLORA S.A.C,,,
Almacenero Responsable Proactivo,Ransa Comercial  S.A.,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,JB CONSULTING GROUP S.A.C,,,"S/. 600,00 (Mensual)"
Almacenero Responsable Proactivo,LARI CONTRATISTAS S.A.C.,,,
Almacenero Responsable Proactivo,Platanitos Boutique,,,
Almacenero Responsable Proactivo,LAIDASAC,,,"S/. 1.200,00 (Mensual)"
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,Kimberly Clark Peru,,,
Almacenero Responsable Proactivo,FOOTLOOSE,,,
Almacenero Responsable Proactivo,PREFABRICADOS CALYTEC,,,"S/. 1.200,00 (Mensual)"
Almacenero Responsable Proactivo,INVERSIONES CULTURPISCO Y FLORA S.A.C,,,
Almacenero Responsable Proactivo,LLAMPAYEC,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,CREAMOS VALOR S.A.C.,,,
Almacenero Responsable Proactivo,KOMATSU - MITSUI MAQUINARIAS,,,
Almacenero Responsable Proactivo,MMOTORS,,,
Almacenero Responsable Proactivo,IMPULSO RH,,,"S/. 1.130,00 (Mensual)"
Almacenero Responsable Proactivo,Ransa Comercial  S.A.,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,FOOTLOOSE,,,
Almacenero Responsable Proactivo,Ransa Comercial  S.A.,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,LC CONSULTING CORP S.A.C.,,,
Almacenero Responsable Proactivo,Mantenimiento e Ingenieria Industrial S.R.L.,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,Arenera Jaen SAC,,,"S/. 1.130,00 (Mensual)"
Almacenero Responsable Proactivo,Neumaticos Chiclayo EIRL,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,Ransa Comercial  S.A.,,,
Almacenero Responsable Proactivo,medicfic,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,MMOTORS,,,
Almacenero Responsable Proactivo,Pos Solutions S.A.C.,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,FOOTLOOSE,,,
Almacenero Responsable Proactivo,IMPULSO RH,,,"S/. 1.130,00 (Mensual)"
Almacenero Responsable Proactivo,SKY ANDAMIOS & ELEVADORES,,,"S/. 2.500,00 (Mensual)"
Almacenero Responsable Proactivo,Lavoro Perú,,,
Almacenero Responsable Proactivo,HVAC SUPPORT PERU SAC,,,"S/. 1.200,00 (Mensual)"
Almacenero Responsable Proactivo,AMERICAN TARCTO,,,"S/. 1.500,00 (Mensual) + Comisiones"
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,GRUPO HASP SERVICE S.R.L.,,,
Almacenero Responsable Proactivo,CREAMOS VALOR S.A.C.,,,
Almacenero Responsable Proactivo,FOOTLOOSE,,,
Almacenero Responsable Proactivo,E.K.A.  Mining S.A.C.,,,
Almacenero Responsable Proactivo,,,,"S/. 1.650,00 (Mensual)"
Almacenero Responsable Proactivo,FOOTLOOSE,,,
Almacenero Responsable Proactivo,Tai Loy,,,"S/. 1.250,00 (Mensual)"
Almacenero Responsable Proactivo,INVERSIONES CULTURPISCO Y FLORA S.A.C,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,Adecco Perú S.A.,,,"S/. 1.700,00 (Mensual)"
Almacenero Responsable Proactivo,Platanitos Boutique,,,
Almacenero Responsable Proactivo,LA CUADRA DE SALVADOR,,,
Almacenero Responsable Proactivo,DP World Logistics S.R.L,,,
Almacenero Responsable Proactivo,IMPULSO RH,,,"S/. 1.130,00 (Mensual)"
Almacenero Responsable Proactivo,La Preferida,,,"S/. 1.700,00 (Mensual)"
Almacenero Responsable Proactivo,INKA CROPS S.A,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,La Preferida,,,"S/. 1.700,00 (Mensual)"
Almacenero Responsable Proactivo,Representaciones Huadel S.R.L,,,
Almacenero Responsable Proactivo,KOMATSU - MITSUI MAQUINARIAS,,,
Almacenero Responsable Proactivo,FOOTLOOSE,,,
Almacenero Responsable Proactivo,Platanitos Boutique,,,
Almacenero Responsable Proactivo,La Antojería,,,
Almacenero Responsable Proactivo,MOTOREPUESTOS JOCHI,,,"S/. 1.350,00 (Mensual)"
Almacenero Responsable Proactivo,OP SERVICE,,,"S/. 1.300,00 (Mensual)"
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,Multiservicios e Inversiones Inmobitec SAC,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,FOOTLOOSE,,,
Almacenero Responsable Proactivo,Agromar Industrial S.A.,,,
Almacenero Responsable Proactivo,Ransa Comercial  S.A.,,,
Almacenero Responsable Proactivo,TEJIDOS JORGITO SAC,,,
Almacenero Responsable Proactivo,NOGASA S.A.C.,,,
Almacenero Responsable Proactivo,COMERCIALIZADORA Y SERVICIOS GENERALES MIKELA E.I.R.L.,,,
Almacenero Responsable Proactivo,SOLTRAK,,,
Almacenero Responsable Proactivo,Royal Knit  Sac,,,"S/. 1.600,00 (Mensual)"
Almacenero Responsable Proactivo,JB CONSULTING GROUP S.A.C,,,"S/. 600,00 (Mensual)"
Almacenero Responsable Proactivo,DP World Logistics S.R.L,,,
Almacenero Responsable Proactivo,Consultora Valora,,,
Almacenero Responsable Proactivo,RAMPERU S.A.C.SERVICIOS GENERALES,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,GAEL CONSTRUCCIONES E.I.R.L.,,,"S/. 1.400,00 (Mensual)"
Almacenero Responsable Proactivo,Pos Solutions S.A.C.,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,Arenera Jaen SAC,,,"S/. 1.130,00 (Mensual)"
Almacenero Responsable Proactivo,IMPORT EXPORT TOOLS SAC,,,
Almacenero Responsable Proactivo,FOOTLOOSE,,,
Almacenero Responsable Proactivo,Ransa Comercial  S.A.,,,
Almacenero Responsable Proactivo,MAGSA EIRL,,,"S/. 1.200,00 (Mensual)"
Almacenero Responsable Proactivo,Ransa Comercial  S.A.,,,
Almacenero Responsable Proactivo,Ransa Comercial  S.A.,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,Pos Solutions S.A.C.,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,CORPORACION BELMOND & PERURAIL,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,PASTIPAN,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,Platanitos Boutique,,,
Almacenero Responsable Proactivo,Soler & Palau Perú,,,"S/. 1.400,00 (Mensual)"
Almacenero Responsable Proactivo,CORPORACION ENERJET S.A.,,,
Almacenero Responsable Proactivo,Grupo Marathon,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,BOCASIÓN S.A.C.,,,
Almacenero Responsable Proactivo,medicfic,,,"S/. 1.500,00 (Mensual)"
Almacenero Responsable Proactivo,ABA Company SAC,,,"S/. 1.250,00 (Mensual)"
Almacenero Responsable Proactivo,POLYSISTEMAS CORP S.A.C.,,,"S/. 1.130,00 (Mensual)"
Almacenero Responsable Proactivo,Grupo Edo,,,"S/. 1.200,00 (Mensual)"
Almacenero Responsable Proactivo,INSIDE EMPRESARIAL,,,
Almacenero Responsable Proactivo,IMPORT EXPORT TOOLS SAC,,,
Almacenero Responsable Proactivo,INGENIERIA Y CONSTRUCCION MONTE GRANDE S.A.C.,,,"S/. 1.400,00 (Mensual)"
Almacenero Responsable Proactivo,KOMATSU - MITSUI MAQUINARIAS,,,
Asistente Legal San,Redjos S.A.C.,,,
Asistente Legal San,JOCKEY CLUB DEL PERU,,,
Asistente Legal San,Cooperativa de Ahorro y Crédito León XIII,,,
Asistente Legal San,,,,
Asistente Legal San,CAL & CEMENTO SUR S.A.,,,
Asistente Legal San,F.A.R. Industrias SAC.,,,
Asistente Legal San,,,,
Asistente Legal San,COOPAC CUAJONE,,,
Asistente Legal San,,,,
Asistente Legal San,INSIGHT CONSULTORIA CLINICA Y ORGANIZACIONAL,,,"S/. 1.500,00 (Mensual)"
Asistente Legal San,PROMOCION DE SERVICIOS VARIOS S.A.C,,,
Asistente Legal San,PROMOCION DE SERVICIOS VARIOS S.A.C,,,
Asistente Legal San,AUREN SA,,,
Asistente Legal San,Arequipa Expreso Marvisur  E.I.R.L.,,,"S/. 1.300,00 (Mensual)"
Asistente Legal San,AUREN SA,,,
Asistente Legal San,GRUPO 3C S.A.C.,,Presencial y remoto,
Asistente Legal San,Manpower,,Presencial y remoto,
Asistente Legal San,NOTARÍA CARPIO HOLGADO,,,
Asistente Legal San,Maxima Internacional S.A,,,
Asistente Legal San,CAC SANTO DOMINGO DE GUZMAN L,,,
Asistente Legal San,G & G SOLUCIONES LEGALES,,,
Asistente Legal San,INSIGHT CONSULTORIA CLINICA Y ORGANIZACIONAL,,,"S/. 1.500,00 (Mensual)"
Asistente Legal San,CICSA PERU S.A.C.,,,"S/. 2.500,00 (Mensual)"
Asistente Legal San,METRO CUADRADO-INVERSION Y CONSTRUCCION S.A.C.,,,"S/. 1.200,00 (Mensual)"
Asistente Prevencionista Ssoma,EULEN del Perú,,,"S/. 2.500,00 (Mensual)"
Asistente Prevencionista Ssoma,TRANSPORTES EL CAUDILLO,,,
Asistente Prevencionista Ssoma,Corporación Andina del Gas Perú SAC,,,
Asistente Prevencionista Ssoma,MQ SUMINISTROS,,,"S/. 1.600,00 (Mensual)"
Asistente Prevencionista Ssoma,,,,
Asistente Prevencionista Ssoma,Grupo BASA-FACUSA-EISAC.,,,"S/. 4.500,00 (Mensual)"
Asistente Prevencionista Ssoma,MOVIL BUS S.A.C,,,
Asistente Prevencionista Ssoma,BYV IESEMIN SAC,,,
Asistente Prevencionista Ssoma,EMPRESA COMUNAL RACCAYA,,,
Asistente Prevencionista Ssoma,NEGSER R.T. S.R.L.,,,
Asistente Prevencionista Ssoma,TOTAL SERVICES SITREM,,,
Asistente Prevencionista Ssoma,,,,
Asistente Prevencionista Ssoma,SKY ANDAMIOS & ELEVADORES,,,"S/. 2.500,00 (Mensual)"
Asistente Prevencionista Ssoma,JLV CONSULTORES,,,
Asistente Prevencionista Ssoma,Adecco Perú S.A.,,,
Asistente Prevencionista Ssoma,IMPODRILL SOCIEDAD ANONIMA CERRADA,,,
Asistente Prevencionista Ssoma,,,,
Asistente Prevencionista Ssoma,PROSERING SRLTDA,,,
Asistente Prevencionista Ssoma,Lavoro Perú,,,"S/. 2.500,00 (Mensual)"
Asistente Prevencionista Ssoma,BM Corporation & Business World SAC,,,
Asistente Prevencionista Ssoma,Alimentos Cielo SAC,,,
Asistente Prevencionista Ssoma,Lavoro Perú,,,"S/. 2.500,00 (Mensual)"
Asistente Prevencionista Ssoma,ALLIN GROUP JAVIER PRADO SA.,,Presencial y remoto,
Asistente Prevencionista Ssoma,ELECTROTEC PORTAL,,,
Asistente Prevencionista Ssoma,OASI,,,"S/. 1.300,00 (Mensual)"
Asistente Prevencionista Ssoma,MOVIL BUS S.A.C,,,
Asistente Prevencionista Ssoma,Abastecedores y Servicios Industriales S.A.,,,"S/. 3.000,00 (Mensual)"
Asistente Prevencionista Ssoma,Fitflow Peru SRL,,,
Asistente Prevencionista Ssoma,Prosegur,,,
Asistente Prevencionista Ssoma,Deyfor  E.I. R. Ltda.,,,
Asistente Prevencionista Ssoma,ELECTROTEC PORTAL,,,
Asistente Prevencionista Ssoma,STC (Perú) S.A.C.,,,
Asistente Prevencionista Ssoma,Alta Tecnologia en Limpieza SAC,,,"S/. 2.500,00 (Mensual)"
Asistente Prevencionista Ssoma,INGELTEK S.A.C.,,,
Asistente Prevencionista Ssoma,Onasa Peru,,,
Asistente Prevencionista Ssoma,Grupo Pionier,,,
Asistente Prevencionista Ssoma,BM Corporation & Business World SAC,,,
Asistente Prevencionista Ssoma,STC (Perú) S.A.C.,,,
Asistente Prevencionista Ssoma,Alyabe S.R.L,,,
Asistente Prevencionista Ssoma,BYV IESEMIN SAC,,,
Asistente Prevencionista Ssoma,,,,
Asistente Prevencionista Ssoma,,,,
Asistente Prevencionista Ssoma,,,,
Asistente Prevencionista Ssoma,MAFIE SAC,,,
Asistente Prevencionista Ssoma,BUS SERVICE AUTOMOTRIZ S.A.C,,,"S/. 2.000,00 (Mensual)"
Asistente Prevencionista Ssoma,JLV CONSULTORES,,,
Asistente Prevencionista Ssoma,,,,
Asistente Prevencionista Ssoma,,,,
Asistente Prevencionista Ssoma,Rock Drill Cont. Civ. y Mineros S.A.C.,,,
Asistente Prevencionista Ssoma,ClimaTech SAC,,,
Asistente Prevencionista Ssoma,V y P ICE S.A.C.,,,
Asistente Prevencionista Ssoma,Mantenimiento e Ingenieria Industrial S.R.L.,,,"S/. 4.800,00 (Mensual)"
