puesto_estandarizado,nombre_empresa,ubicacion,modalidad,salario
Asistente Sistemas Presencial,,,Presencial y remoto,"S/. 500,00 (Mensual)"
Asistente Sistemas Presencial,Grupo Once SAC,,,
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,Jump Publicidad y Marketing,,,
Asistente Sistemas Presencial,JLV CONSULTORES,,,
Asistente Sistemas Presencial,Bissú Accesorios,,Presencial y remoto,"S/. 600,00 (Mensual)"
Asistente Sistemas Presencial,Sicobra Perú,,,
Asistente Sistemas Presencial,JLV CONSULTORES,,,
Asistente Sistemas Presencial,TECNIKA SOLUCIONES S.R.L.,,Presencial y remoto,"S/. 1.400,00 (Mensual)"
Asistente Sistemas Presencial,FLAMINGO GAMES S.A.C.,,,
Asistente Sistemas Presencial,,,,"S/. 4.000,00 (Mensual)"
Asistente Sistemas Presencial,Bigmond Group,,,
Asistente Sistemas Presencial,PROMHIL,,,
Asistente Sistemas Presencial,ART M&R S.A.C.,,,"S/. 2.000,00 (Mensual)"
Asistente Sistemas Presencial,Eurofirms Perú,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,PROMHIL,,,
Asistente Sistemas Presencial,Unibell SAC,,,"S/. 2.300,00 (Mensual)"
Asistente Sistemas Presencial,JYMDA INGENIEROS S.A.C.,,,
Asistente Sistemas Presencial,Dinet S.A.,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,Grupo Once SAC,,,
Asistente Sistemas Presencial,Canvia,,Presencial y remoto,"S/. 1.800,00 (Mensual)"
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,TOYOTA DEL PERU S A,,,"S/. 4.500,00 (Mensual) + Comisiones"
Asistente Sistemas Presencial,Grupo OIS,,,"S/. 1.500,00 (Mensual)"
Asistente Sistemas Presencial,Concyssa Industrial S.A.C,,,"S/. 2.000,00 (Mensual)"
Asistente Sistemas Presencial,Instituto de Alta Cocina D'Gallia,,,"S/. 2.300,00 (Mensual)"
Asistente Sistemas Presencial,AQUARIUS CONSULTING S.A.C.,,,
Asistente Sistemas Presencial,Coop. de Ahorro y Crédito Petroperu Ltda.,,,
Asistente Sistemas Presencial,Universidad César Vallejo,,,
Asistente Sistemas Presencial,Canvia,,,"S/. 1.500,00 (Mensual)"
Asistente Sistemas Presencial,Dinet S.A.,,,
Asistente Sistemas Presencial,Coop. de Ahorro y Crédito Petroperu Ltda.,,,
Asistente Sistemas Presencial,Canvia,,,"S/. 1.130,00 (Mensual)"
Asistente Sistemas Presencial,Estudio Jurídico Romero Dec & Asociados SAC,,,
Asistente Sistemas Presencial,Hoteles Estelar del Perú,,,"S/. 1.450,00 (Mensual)"
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,Clínicas Maison de Sante,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,Sicobra Perú,,,
Asistente Sistemas Presencial,EQUISISTEMAS,,,
Asistente Sistemas Presencial,ART M&R S.A.C.,,,"S/. 2.000,00 (Mensual)"
Asistente Sistemas Presencial,DUAR ROSY ANGEL TECNOLOGIA S.A.C.,,,
Asistente Sistemas Presencial,CASDEL HNOS S.A.,,,"S/. 1.400,00 (Mensual)"
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,Bissú Accesorios,,Presencial y remoto,"S/. 600,00 (Mensual)"
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,SOLDAMETAL SAC,,,
Asistente Sistemas Presencial,Sefrel Ingenieros SAC,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,PROMAX SAFETY,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,Canvia,,,"S/. 1.800,00 (Mensual)"
Asistente Sistemas Presencial,Universidad César Vallejo,,,
Asistente Sistemas Presencial,GROUP SELECT PERU S.A.C.,,,"S/. 1.200,00 (Mensual)"
Asistente Sistemas Presencial,EUROFRESH PERU SAC,,,
Asistente Sistemas Presencial,L&M Medical Supplies,,,"S/. 2.500,00 (Mensual)"
Asistente Sistemas Presencial,Unibell SAC,,,"S/. 2.300,00 (Mensual)"
Asistente Sistemas Presencial,Unibell SAC,,,"S/. 2.300,00 (Mensual)"
Asistente Sistemas Presencial,Canvia,,,"S/. 1.800,00 (Mensual)"
Asistente Sistemas Presencial,IPOT CLINICA RICARDO PALMA SAC,,,"S/. 1.500,00 (Mensual)"
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,IPOT CLINICA RICARDO PALMA SAC,,,"S/. 1.500,00 (Mensual)"
Asistente Sistemas Presencial,ST SOLUCIONES,,,
Asistente Sistemas Presencial,AD & D ASOCIADOS S.A.C.,,Presencial y remoto,
Asistente Sistemas Presencial,FLAMINGO GAMES S.A.C.,,,
Asistente Sistemas Presencial,GROUP SELECT PERU S.A.C.,,,"S/. 1.200,00 (Mensual)"
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,Corporación Mendoza,,,
Asistente Sistemas Presencial,CONTE GROUP SAC,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,NOTARIA LAOS,,,
Asistente Sistemas Presencial,DUAR ROSY ANGEL TECNOLOGIA S.A.C.,,,
Asistente Sistemas Presencial,JYMDA INGENIEROS S.A.C.,,,
Asistente Sistemas Presencial,PRAXIS ECOLOGY SAC,,,
Asistente Sistemas Presencial,JYMDA INGENIEROS S.A.C.,,,
Asistente Sistemas Presencial,Fire Test,,,
Asistente Sistemas Presencial,L&M Medical Supplies,,,"S/. 2.500,00 (Mensual)"
Asistente Sistemas Presencial,EUROFRESH PERU SAC,,,
Asistente Sistemas Presencial,NOTARIA LAOS,,,
Asistente Sistemas Presencial,DUAR ROSY ANGEL TECNOLOGIA S.A.C.,,,
Asistente Sistemas Presencial,Peru Forus S.A.,,,
Asistente Sistemas Presencial,Concyssa Industrial S.A.C,,,"S/. 2.000,00 (Mensual)"
Asistente Sistemas Presencial,TECNIKA SOLUCIONES S.R.L.,,Presencial y remoto,"S/. 1.400,00 (Mensual)"
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,JLV CONSULTORES,,,
Asistente Sistemas Presencial,JLV CONSULTORES,,,
Asistente Sistemas Presencial,,,,"S/. 4.000,00 (Mensual)"
Asistente Sistemas Presencial,Bigmond Group,,,
Asistente Sistemas Presencial,CASDEL HNOS S.A.,,,"S/. 1.400,00 (Mensual)"
Asistente Sistemas Presencial,PROMHIL,,,
Asistente Sistemas Presencial,ART M&R S.A.C.,,,"S/. 2.000,00 (Mensual)"
Asistente Sistemas Presencial,Itera s.a.c.,,,
Asistente Sistemas Presencial,DEBRA IMPORT EXPORT E.I.R.L,,,"S/. 1.600,00 (Mensual)"
Asistente Sistemas Presencial,L&M Medical Supplies,,,"S/. 2.500,00 (Mensual)"
Asistente Sistemas Presencial,EUROFRESH PERU SAC,,,
Asistente Sistemas Presencial,Sicobra Perú,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,EQUISISTEMAS,,,
Asistente Sistemas Presencial,Peru Forus S.A.,,,
Asistente Sistemas Presencial,ESCUELA EMPRESARIAL DEL PERU - ESEP,,,"S/. 1.130,00 (Mensual)"
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,Bigmond Group,,,
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,Unibell SAC,,,"S/. 2.300,00 (Mensual)"
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,Instituto de Alta Cocina D'Gallia,,,"S/. 2.300,00 (Mensual)"
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,SOLDAMETAL SAC,,,
Asistente Sistemas Presencial,Concyssa Industrial S.A.C,,,"S/. 2.000,00 (Mensual)"
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,SOL TECHNOLOGIES S.A.C.,,Presencial y remoto,
Asistente Sistemas Presencial,CONTE GROUP SAC,,,
Asistente Sistemas Presencial,TECNIKA SOLUCIONES S.R.L.,,Presencial y remoto,"S/. 1.400,00 (Mensual)"
Asistente Sistemas Presencial,Bissú Accesorios,,Presencial y remoto,"S/. 600,00 (Mensual)"
Asistente Sistemas Presencial,,,,"S/. 4.000,00 (Mensual)"
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,FLAMINGO GAMES S.A.C.,,,
Asistente Sistemas Presencial,AQUARIUS CONSULTING S.A.C.,,,
Asistente Sistemas Presencial,Unibell SAC,,,"S/. 2.300,00 (Mensual)"
Asistente Sistemas Presencial,Hoteles Estelar del Perú,,,"S/. 1.450,00 (Mensual)"
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,CLIC IT SAC,,,
Asistente Sistemas Presencial,CAPTUS SOLUCIONES TECNOLOGICAS S.A.C.,,,
Asistente Sistemas Presencial,Laboratorios Portugal,,,
Asistente Sistemas Presencial,HASHI TECNOLOGIA SAC,,,"S/. 2.400,00 (Mensual)"
Asistente Sistemas Presencial,Dinet S.A.,,,
Asistente Sistemas Presencial,DATGEO TECHNOLOGY,,,
Asistente Sistemas Presencial,CASDEL HNOS S.A.,,,"S/. 1.400,00 (Mensual)"
Asistente Sistemas Presencial,Clínicas Maison de Sante,,,
Asistente Sistemas Presencial,Concyssa Industrial S.A.C,,,"S/. 2.000,00 (Mensual)"
Asistente Sistemas Presencial,Instituto de Alta Cocina D'Gallia,,,"S/. 2.300,00 (Mensual)"
Asistente Sistemas Presencial,Canvia,,,"S/. 1.500,00 (Mensual)"
Asistente Sistemas Presencial,IPOT CLINICA RICARDO PALMA SAC,,,"S/. 1.500,00 (Mensual)"
Asistente Sistemas Presencial,Itera s.a.c.,,,
Asistente Sistemas Presencial,DEBRA IMPORT EXPORT E.I.R.L,,,"S/. 1.600,00 (Mensual)"
Asistente Sistemas Presencial,,,Presencial y remoto,"S/. 500,00 (Mensual)"
Asistente Sistemas Presencial,CAPTUS SOLUCIONES TECNOLOGICAS S.A.C.,,,
Asistente Sistemas Presencial,MARCOS AUDITORES SAC,,,"S/. 500,00 (Mensual)"
Asistente Sistemas Presencial,TOYOTA DEL PERU S A,,,"S/. 4.500,00 (Mensual) + Comisiones"
Asistente Sistemas Presencial,CDI PERÚ,,,
Asistente Sistemas Presencial,Canvia,,Presencial y remoto,"S/. 1.800,00 (Mensual)"
Asistente Sistemas Presencial,Clínicas Maison de Sante,,,
Asistente Sistemas Presencial,Canvia,,Presencial y remoto,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,Unibell SAC,,,"S/. 2.300,00 (Mensual)"
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,SOL TECHNOLOGIES S.A.C.,,Presencial y remoto,
Asistente Sistemas Presencial,Grupo Proterra SAC,,,
Asistente Sistemas Presencial,Jump Publicidad y Marketing,,,
Asistente Sistemas Presencial,TRIZCON SAC,,,
Asistente Sistemas Presencial,,,,
Asistente Sistemas Presencial,,,Presencial y remoto,"S/. 500,00 (Mensual)"
Asistente Sistemas Presencial,Laboratorios Portugal,,,
Asistente Sistemas Presencial,,,,
Asistente Administrativa Puente,CAJA TRUJILLO,,,
Asistente Administrativa Puente,BOTICAS HOGAR Y SALUD,,,"S/. 1.200,00 (Mensual)"
Asistente Administrativa Puente,Sodexo Perú S.A.C.,,,"S/. 1.400,00 (Mensual)"
Asistente Administrativa Puente,CITVGRUPO J&J S.A.C.,,,
Asistente Administrativa Puente,BOTICAS HOGAR Y SALUD,,,
Asistente Administrativa Puente,Aadaru,,,"S/. 1.130,00 (Mensual)"
Asistente Administrativa Puente,CITVGRUPO J&J S.A.C.,,,
Asistente Administrativa Puente,GRUPO VALLENORTE,,,"S/. 1.300,00 (Mensual)"
Asistente Administrativa Puente,BOTICAS HOGAR Y SALUD,,,"S/. 1.200,00 (Mensual)"
Asistente Administrativa Puente,GRUPO VALLENORTE,,,"S/. 2.000,00 (Mensual)"
Asistente Administrativa Puente,GRUPO VALLENORTE,,,
Asistente Administrativa Puente,GRUPO VALLENORTE,,,"S/. 2.000,00 (Mensual)"
Asistente Administrativa Puente,Sodexo Perú S.A.C.,,,"S/. 1.400,00 (Mensual)"
Asistente Administrativa Puente,BOTICAS HOGAR Y SALUD,,,"S/. 1.130,00 (Mensual)"
Asistente Administrativa Puente,Famesa Explosivos sac,,,
Asistente Administrativa Puente,UNIVERSIDAD AUTONOMA DEL PERU S.A.C.,,,"S/. 1.200,00 (Mensual)"
Asistente Administrativa Puente,BOTICAS HOGAR Y SALUD,,,"S/. 1.200,00 (Mensual)"
Asistente Administrativa Puente,CITVGRUPO J&J S.A.C.,,,
Asistente Administrativa Puente,BOTICAS HOGAR Y SALUD,,,"S/. 1.130,00 (Mensual)"
Asistente Administrativa Puente,UNIVERSIDAD AUTONOMA DEL PERU S.A.C.,,,"S/. 1.400,00 (Mensual)"
Asistente Administrativa Puente,Sodexo Perú S.A.C.,,,"S/. 1.400,00 (Mensual)"
Asistente Administrativa Puente,GRUPO VALLENORTE,,,
Asistente Administrativa Puente,UNIVERSIDAD AUTONOMA DEL PERU S.A.C.,,,"S/. 2.800,00 (Mensual)"
Asistente Administrativa Puente,Grupo Vega,,,"S/. 1.025,00 (Mensual)"
Asistente Administrativa Puente,GRUPO VALLENORTE,,,"S/. 1.300,00 (Mensual)"
Asistente Administrativa Puente,Hermes Transportes Blindados SAC.,,,
Asistente Administrativa Puente,BOTICAS HOGAR Y SALUD,,,"S/. 1.130,00 (Mensual)"
Asistente Administrativa Puente,GRUPO VALLENORTE,,,"S/. 1.300,00 (Mensual)"
Asistente Administrativa Puente,Sodexo Perú S.A.C.,,,"S/. 1.400,00 (Mensual)"
Asistente Administrativa Puente,COOPERATIVA A Y C SAN HILARION,,,
Asistente Administrativa Puente,UNIVERSIDAD AUTONOMA DEL PERU S.A.C.,,,"S/. 1.200,00 (Mensual)"
Asistente Administrativa Puente,Manpower,,,"S/. 2.300,00 (Mensual)"
Asistente Administrativa Puente,Sodexo Perú S.A.C.,,,"S/. 1.400,00 (Mensual)"
Asistente Administrativa Puente,Grupo Vega,,,"S/. 1.025,00 (Mensual)"
Asistente Administrativa Puente,UNIVERSIDAD AUTONOMA DEL PERU S.A.C.,,,"S/. 1.400,00 (Mensual)"
Asistente Administrativa Puente,BOTICAS HOGAR Y SALUD,,,"S/. 1.200,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,Botica Salud,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,CLINICA ANGLOAMERICANA,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Botica Tumi farma salud sac,,,"S/. 700,00 (Mensual)"
Técnico Farmacia Temporal,Grupo San Pablo,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Clinica Stella Maris,,,
Técnico Farmacia Temporal,Clínica Javier Prado,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,Clinica Stella Maris,,,"S/. 1.400,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Especialidades Medicas Universal S.A,,,
Técnico Farmacia Temporal,Grupo San Pablo,,,
Técnico Farmacia Temporal,Grupo San Pablo,,,
Técnico Farmacia Temporal,BOTICAS MAC,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Botica Salud,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,BOTICAS HOGAR Y SALUD,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,BOTICAS HOGAR Y SALUD,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,BOTICAS HOGAR Y SALUD,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,CLÍNICA UNIDERMA PERÚ,,,"S/. 1.500,00 (Mensual) + Comisiones"
Técnico Farmacia Temporal,Clinica Cayetano Heredia,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,TALENTOS Y SOLUCIONES EMPRESARIALES S.A.C.,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo San Pablo,,,
Técnico Farmacia Temporal,CLINICA ANGLOAMERICANA,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo San Pablo,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Clinica Internacional SA,,,
Técnico Farmacia Temporal,CLÍNICA UNIDERMA PERÚ,,,"S/. 1.500,00 (Mensual) + Comisiones"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,Clinica Internacional SA,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,BOTICAS HOGAR Y SALUD,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,Clinica Stella Maris,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.049,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Farmaly Peru,,,"S/. 1.200,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Clinica Stella Maris,,,"S/. 1.400,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Botica San & Salud,,,"S/. 1.500,00 (Mensual) + Comisiones"
Técnico Farmacia Temporal,CLINICA ANGLOAMERICANA,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.050,00 (Mensual)"
Técnico Farmacia Temporal,BOTICAS HOGAR Y SALUD,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,COVIFARMA,,,
Técnico Farmacia Temporal,CLINICA ANGLOAMERICANA,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,J&J CORP SAC,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,BOTICAS HOGAR Y SALUD,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,Especialidades Medicas Universal S.A,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.050,00 (Mensual)"
Técnico Farmacia Temporal,BOTICAS HOGAR Y SALUD,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,Clinica Cayetano Heredia,,,"S/. 1.130,00 (Mensual)"
Técnico Farmacia Temporal,Grupo Intercorp,,,
Técnico Farmacia Temporal,Clinica Internacional SA,,,
Técnico Farmacia Temporal,Clinica Internacional SA,,,
Técnico Farmacia Temporal,BOTICAS PERU,,,
Técnico Farmacia Temporal,Grupo Intercorp,,,"S/. 1.150,00 (Mensual)"
Asistente Auxiliar Contable,SUPREMFILMS PERU SERVICIOS GEN,,,
Asistente Auxiliar Contable,NATURAL  MONTALVO,,,"S/. 1.600,00 (Mensual)"
Asistente Auxiliar Contable,ADIVET E.I.R.L,,,
Asistente Auxiliar Contable,Transportes Girasoles SAC,,,"S/. 1.400,00 (Mensual)"
Asistente Auxiliar Contable,Corporacion Brisas,,Presencial y remoto,
Asistente Auxiliar Contable,CASAMARKET APP S.A.C.,,,"S/. 1.200,00 (Mensual)"
Asistente Auxiliar Contable,,,Presencial y remoto,
Asistente Auxiliar Contable,,,Presencial y remoto,
Asistente Auxiliar Contable,Sef Peru Holding SAC,,,
Asistente Auxiliar Contable,ERNESTO LEYVA CONSULTORES FINANCIEROS S.A.C.,,,
Asistente Auxiliar Contable,EFICIENCIA CONTABLE,,,
Asistente Auxiliar Contable,Fundicion y Maestranza Industrial,,,
Asistente Auxiliar Contable,,,,"S/. 1.400,00 (Mensual)"
Asistente Auxiliar Contable,ENRIQUEZ CRUZ ORFA DURCAS,,,
Asistente Auxiliar Contable,PINTURAS DEL PERU S.A.,,,
Asistente Auxiliar Contable,SANDAVA PHARMA E.I.R.L,,,
Asistente Auxiliar Contable,NATUREX COMPANY SAC,,,"S/. 1.800,00 (Mensual)"
Asistente Auxiliar Contable,AGROINDUSTRIA GANADERA DON ROMULO EIRL,,,"S/. 1.500,00 (Mensual)"
Asistente Auxiliar Contable,Dermo Tienda Shopping,,,"S/. 1.800,00 (Mensual)"
Asistente Auxiliar Contable,Smartechcia,,,"S/. 1.500,00 (Mensual)"
Asistente Auxiliar Contable,Wari Service S.A.C,,,
Asistente Auxiliar Contable,Toscano s cargo express s.a.c,,,"S/. 1.300,00 (Mensual)"
Asistente Auxiliar Contable,INVERPLAST E.I.R.L.,,,
Asistente Auxiliar Contable,Peru Process Automation SAC,,,"S/. 1.130,00 (Mensual)"
Asistente Auxiliar Contable,"Bellido y Portocarrero Contadores Soc. Civ, de RL",,Presencial y remoto,"S/. 1.400,00 (Mensual)"
Asistente Auxiliar Contable,ENRIQUEZ CRUZ ORFA DURCAS,,,
Asistente Auxiliar Contable,Deister Software Perú,,,"S/. 1.500,00 (Mensual)"
Asistente Auxiliar Contable,ENRIQUEZ CRUZ ORFA DURCAS,,,
Asistente Auxiliar Contable,CORPORACION PERUANA DE FRANQUICIAS DENTALES S.A.C. - COPEFD S.A.C.,,,"S/. 1.150,00 (Mensual)"
Asistente Auxiliar Contable,Sef Peru Holding SAC,,,
Asistente Auxiliar Contable,Inversiones del Peru .com .sac,,,"S/. 1.130,00 (Mensual)"
Asistente Auxiliar Contable,,,,
Asistente Auxiliar Contable,medicfic,,,"S/. 1.700,00 (Mensual)"
Asistente Auxiliar Contable,REGENERA SKIN SOCIEDAD ANONIMA CERRADA,,,"S/. 1.700,00 (Mensual)"
Asistente Auxiliar Contable,,,,
Asistente Auxiliar Contable,Servicentro Ramirez S.A.C.,,,
Asistente Auxiliar Contable,Deister Software Perú,,,"S/. 1.500,00 (Mensual)"
Asistente Auxiliar Contable,INTI CONSORCIO SAC,,,"S/. 1.300,00 (Mensual)"
Asistente Auxiliar Contable,Wari Service S.A.C,,,
Asistente Auxiliar Contable,GRUPO SUNDA,,,
Asistente Auxiliar Contable,,,,
Asistente Auxiliar Contable,ENGROUP HOLDING S.A.C.,,,
Asistente Auxiliar Contable,HARO INGENIERIA Y COMERCIO E.I.R.L,,,
Asistente Auxiliar Contable,FLAMINGO GAMES S.A.C.,,,
Asistente Auxiliar Contable,JUFRARVP S.R.LTDA.,,,
Asistente Auxiliar Contable,Deister Software Perú,,,"S/. 1.500,00 (Mensual)"
Asistente Auxiliar Contable,Toscano s cargo express s.a.c,,,
Asistente Auxiliar Contable,PREMIERE CONSULTING S.A.C.,,,
Asistente Auxiliar Contable,PLAYKART S.A.C.,,,
Asistente Auxiliar Contable,HORMIX SAC,,,
Asistente Auxiliar Contable,FERTICROPS S.A.C.,,,
Asistente Auxiliar Contable,,,,"S/. 1.800,00 (Mensual)"
Asistente Auxiliar Contable,REBOBINADOS DE MOTORES ELECTRICOS MONTALVO E.I.R.L.,,,"S/. 1.600,00 (Mensual)"
Asistente Auxiliar Contable,,,,
Asistente Auxiliar Contable,COMSERTRAN S.A.C.,,,"S/. 1.200,00 (Mensual)"
Asistente Auxiliar Contable,Savar Agentes de Aduana S.A.,,,"S/. 1.400,00 (Mensual)"
Asistente Auxiliar Contable,PLASTICOS LOS INCAS E.I.R.L.,,,
Asistente Auxiliar Contable,CASDEL HNOS S.A.,,,"S/. 1.400,00 (Mensual)"
Asistente Auxiliar Contable,Cajas Ecologicas SAC,,,"S/. 1.200,00 (Mensual)"
Asistente Auxiliar Contable,Doc Flow S.A.C.,,,"S/. 1.200,00 (Mensual)"
Asistente Auxiliar Contable,INDUSTRIAS Y METALES PERUANOS METALCOM PERU S.A.C.,,,"S/. 1.800,00 (Mensual)"
Asistente Auxiliar Contable,RS CONSULTORIA PERU SAC,,,"S/. 1.200,00 (Mensual)"
Asistente Auxiliar Contable,Explorandes,,,
Asistente Auxiliar Contable,ZHONGHUI PERU S.A.C,,,"S/. 1.200,00 (Mensual)"
Asistente Auxiliar Contable,Azzurra Constructores,,,"S/. 1.200,00 (Mensual)"
