puesto_estandarizado,nombre_empresa,ubicacion,modalidad,salario
Back Office Bbva,A365,,Presencial y remoto,
Back Office Bbva,Salesland Pacífico,,,
Back Office Bbva,Entel Connect Center,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,
Docente Humanidades 2025,Universidad Privada del Norte S.A.C.,,,500.0
Comisiones Ilimitadas Bonos,MONTANO MEDICAL & LOGISTICS,,,
Comisiones Ilimitadas Bonos,GRUPO BLMG SAC,,,1130.0
Comisiones Ilimitadas Bonos,GRUPO BLMG SAC,,,1130.0
Comisiones Ilimitadas Bonos,Grupo Expro,,,
Comisiones Ilimitadas Bonos,SSP ventas del Peru,,,1500.0
Comisiones Ilimitadas Bonos,Partner Service,,,
Comisiones Ilimitadas Bonos,GRUPO SERGIN S.A.C.,,,
Comisiones Ilimitadas Bonos,A365,,Presencial y remoto,1130.0
Comisiones Ilimitadas Bonos,Salesland Pacífico,,,1500.0
Comisiones Ilimitadas Bonos,AGN INGENIEROS S.A.C.,,,
Comisiones Ilimitadas Bonos,Apuesta Total,,,1130.0
Comisiones Ilimitadas Bonos,Transportes Cruz del Sur,,,
Comisiones Ilimitadas Bonos,Apuesta Total,,,
Comisiones Ilimitadas Bonos,Estudio Jurídico Romero Dec & Asociados SAC,,,
Comisiones Ilimitadas Bonos,Adecco Perú S.A.,,,1129.0
Comisiones Ilimitadas Bonos,Apuesta Total,,,1130.0
Comisiones Ilimitadas Bonos,AMG International E.I.R.L.,,,1300.0
Comisiones Ilimitadas Bonos,Apuesta Total,,,1130.0
Comisiones Ilimitadas Bonos,Gas International Murillo,,,
Comisiones Ilimitadas Bonos,NEMO CONTACT CENTER E.I.R.L.,,,565.0
Asistente Exportaciones Documentario,,,,
Asistente Exportaciones Documentario,GROWTH LAB E.I.R.L.,,,
Asistente Exportaciones Documentario,Talma Servicios Aeroportuarios,,,
Asistente Exportaciones Documentario,GRUPO PROGESTION,,,3500.0
Asistente Exportaciones Documentario,,,,1500.0
Asistente Exportaciones Documentario,GRUPO PROGESTION,,,3500.0
Asistente Exportaciones Documentario,GRUPO PROGESTION,,,3500.0
Asistente Exportaciones Documentario,Gamma Cargo SAC,,,
Asistente Exportaciones Documentario,Infinia Logistics,,,
Asistente Exportaciones Documentario,,,,
Asistente Exportaciones Documentario,M & D SOLUCIONES LOGISTICAS S.A.C. AGENCIA DE ADUANA,,,
Asistente Exportaciones Documentario,,,,
Asistente Exportaciones Documentario,,,,
Asistente Exportaciones Documentario,,,,
Asistente Exportaciones Documentario,,,,
Asistente Exportaciones Documentario,,,,
Asistente Exportaciones Documentario,,,,
Asistente Exportaciones Documentario,,,,
Asistente Exportaciones Documentario,Grupo TLI,,,
Recepcionista Clínica Dental,Grupo Educa_d,,,
Recepcionista Clínica Dental,Universidad Privada Norbert Wiener,,,
Recepcionista Clínica Dental,Orthodontic Dental Peru S.A.C,,,1250.0
Recepcionista Clínica Dental,Clínica de Encías,,,2000.0
Recepcionista Clínica Dental,Centro Médico Odontológico Americano S.A.C.,,,
Recepcionista Clínica Dental,Grupo Educa_d,,,
Recepcionista Clínica Dental,Centro Médico Odontológico Americano S.A.C.,,,
Recepcionista Clínica Dental,Universidad Privada Norbert Wiener,,,500.0
Recepcionista Clínica Dental,RECREATIVOS CAMBRIDGE S.A.C.,,,
Recepcionista Clínica Dental,Instituto de Diagnóstico Maxilofacial,,,
Recepcionista Clínica Dental,Grupo Educa_d,,,
Recepcionista Clínica Dental,RECREATIVOS CAMBRIDGE S.A.C.,,,
Supervisor Canal Moderno,,,,1200.0
Supervisor Canal Moderno,Emaran S.A.C.,,,1500.0
Supervisor Canal Moderno,TRUSTCORP SAC,,,
Supervisor Canal Moderno,Emaran S.A.C.,,,1500.0
Supervisor Canal Moderno,Perufarma S.A.,,,
Supervisor Canal Moderno,Perufarma S.A.,,,
Supervisor Canal Moderno,Redjos S.A.C.,,,
Supervisor Canal Moderno,Redjos S.A.C.,,,
Supervisor Canal Moderno,Salesland Pacífico,,,
Supervisor Canal Moderno,GEOMEDIC PERU E.I.R.L,,,
Supervisor Canal Moderno,Salesland Pacífico,,,
Supervisor Canal Moderno,Redjos S.A.C.,,,
Supervisor Canal Moderno,Salesland Pacífico,,,
Soldador Homologado Calderero,STRACON PERÚ S.A.,,,
Soldador Homologado Calderero,Transportes y Comercio Sol Del Pacifico E.I.R.L,,,
Soldador Homologado Calderero,GRUPO NATIONAL S.A.,,,
Soldador Homologado Calderero,FACTORIA LA MILLA SRL,,,
Soldador Homologado Calderero,Transportes Nacionales S.A.,,,1800.0
Soldador Homologado Calderero,Mantenimiento e Ingenieria Industrial S.R.L.,,,
Soldador Homologado Calderero,Geotec S.A.,,,3500.0
Soldador Homologado Calderero,E & S DE ALMACENAMIENTO PARCK,,,1800.0
Soldador Homologado Calderero,Transportes Iberoamericano SRL.,,,
Soldador Homologado Calderero,GRUPO METALINDUSTRIAS,,,
Soldador Homologado Calderero,CAMPOSOL S.A.,,,
Soldador Homologado Calderero,Transportes Iberoamericano SRL.,,,
Soldador Homologado Calderero,Opseplant S.A.,,,
Soldador Homologado Calderero,TECNOLOGIA EN MECANICA Y AUTOMATIZACION ELECTRICA T-MAC S.A.C.,,,1800.0
Soldador Homologado Calderero,,,,
Soldador Homologado Calderero,CORPORACIÓN DE TRANSPORTES CARLEY SOCIEDAD ANONIMA CERRADA,,,
Soldador Homologado Calderero,MODASA,,,
Soldador Homologado Calderero,MODASA,,,
Soldador Homologado Calderero,MODASA,,,
Soldador Homologado Calderero,,,,
Soldador Homologado Calderero,Hagemsa SAC,,,
Soldador Homologado Calderero,Transportes Elio S.A.C.,,,
Soldador Homologado Calderero,PyP,,,
Soldador Homologado Calderero,Clave 7 Sistemas sac,,,
Soldador Homologado Calderero,,,,
Soldador Homologado Calderero,MOVI GLOBAL S.A.C.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,,,,1443.0
Asesor Negocios Virú,Caja Maynas,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,Presencial y remoto,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Mibanco - Banco de la Microempresa,,,
Asesor Negocios Virú,CAJA TRUJILLO,,Presencial y remoto,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,1500.0
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Huancayo,,,1452.0
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,FORJADORES EN ACCION S.A.C.,,,
Asesor Negocios Virú,,,Presencial y remoto,
Asesor Negocios Virú,Financiera QAPAQ,,,1130.0
Asesor Negocios Virú,Caja Maynas,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Manpower,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Manpower,,,2000.0
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,Presencial y remoto,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Financiera QAPAQ,,,1130.0
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Agrobanco,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Manpower,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Maynas,,,
Asesor Negocios Virú,Mibanco - Banco de la Microempresa,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Manpower,,,
Asesor Negocios Virú,Manpower,,,1200.0
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,1111.0
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Manpower,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Manpower,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Huancayo,,,1452.0
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Manpower,,,
Asesor Negocios Virú,Manpower,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Manpower,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Agrobanco,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,Caja Huancayo,,,
Asesor Negocios Virú,Mibanco - Banco de la Microempresa,,,
Asesor Negocios Virú,Manpower,,,
Asesor Negocios Virú,CAJA TRUJILLO,,,
Urgente Técnico Multitareas,TECSOFT COMPUTER S.A.C.,,,1200.0
Urgente Técnico Multitareas,EDEN AGUA,,,
Urgente Técnico Multitareas,,,,
Urgente Técnico Multitareas,N&P FOREST WOOD WORK,,,2500.0
Urgente Técnico Multitareas,T-SOLUCIONA S.A.C.,,,2200.0
Urgente Técnico Multitareas,CABLE PERU,,,
Urgente Técnico Multitareas,Empower,,,
Urgente Técnico Multitareas,Panorama Bpo,,,
Urgente Técnico Multitareas,Ransa Comercial  S.A.,,,1970.0
Urgente Técnico Multitareas,,,,
Urgente Técnico Multitareas,Dominion Perú SAC,,,
Urgente Técnico Multitareas,Grupo San Pablo,,,
Urgente Técnico Multitareas,,,,
Urgente Técnico Multitareas,CONFIPETROL ANDINA S.A.,,,
Urgente Técnico Multitareas,Mecaniza industrial s.a.c,,,1800.0
Urgente Técnico Multitareas,KHALERGY,,,
Urgente Técnico Multitareas,RCD ASOCIADOS S.A.C.,,,
Urgente Técnico Multitareas,KOMATSU - MITSUI MAQUINARIAS,,,
Urgente Técnico Multitareas,EULEN del Perú,,,1700.0
Urgente Técnico Multitareas,N&P FOREST WOOD WORK,,,
Urgente Técnico Multitareas,Ajinomoto del Perú S.A,,,
Urgente Técnico Multitareas,Consutic,,,
Urgente Técnico Multitareas,VHR INGENIEROS CONTRATISTAS S.A.C.,,,2500.0
Urgente Técnico Multitareas,High Techno World,,,1500.0
Urgente Técnico Multitareas,EULEN del Perú,,,1700.0
Urgente Técnico Multitareas,,,,
Urgente Técnico Multitareas,SEPROFOR S.A.C.,,,
Urgente Técnico Multitareas,CABLE PERU,,,
Urgente Técnico Multitareas,SOINTECH S.A.C,,,
Urgente Técnico Multitareas,CABLE PERU,,,
Urgente Técnico Multitareas,,,,
Urgente Técnico Multitareas,ASCENSORES SCABERK E.I.R.L.,,,
Urgente Técnico Multitareas,OASI,,,1300.0
Urgente Técnico Multitareas,NEXUS DIGITAL S.R.L.,,,
Urgente Técnico Multitareas,Empower,,,
Urgente Técnico Multitareas,Flesan del Peru SAC,,,
Urgente Técnico Multitareas,STRANVID,,,2800.0
Urgente Técnico Multitareas,CONFIPETROL ANDINA S.A.,,,
Urgente Técnico Multitareas,CLINICA MONTEFIORI,,,
Urgente Técnico Multitareas,Compuusa E.I.R.L,,,
Urgente Técnico Multitareas,Laser SRL,,,
Urgente Técnico Multitareas,Grupo Vega,,,
Urgente Técnico Multitareas,High Techno World,,,1500.0
Urgente Técnico Multitareas,OASI,,,1300.0
Urgente Técnico Multitareas,FLASH,,,1500.0
Urgente Técnico Multitareas,Consutic,,,
Urgente Técnico Multitareas,BAMBOOCRECECONTIGO,,,
Urgente Técnico Multitareas,G & N ROJAS S.A.,,,
Urgente Técnico Multitareas,CANANGO GROUP S.A.C.,,,
Urgente Técnico Multitareas,Lepcon,,,
Urgente Técnico Multitareas,High Techno World,,,1500.0
Urgente Técnico Multitareas,Sodexo Perú S.A.C.,,,
Urgente Técnico Multitareas,Compuusa E.I.R.L,,,
Urgente Técnico Multitareas,Compuusa E.I.R.L,,,
Urgente Técnico Multitareas,SEPROFOR S.A.C.,,,
Urgente Técnico Multitareas,SECURITECH,,,
Urgente Técnico Multitareas,VIRU S.A.,,,
Urgente Técnico Multitareas,EULEN del Perú,,,1850.0
Urgente Técnico Multitareas,CIVIL NET CONSTRUCTION L & M S.A.C.,,,1500.0
Urgente Técnico Multitareas,Raciemsa,,,
Urgente Técnico Multitareas,PERFORMANCE AUTOMOTRIZ GROUP S.A.C.,,,1500.0
Urgente Técnico Multitareas,N&P FOREST WOOD WORK,,,2500.0
Urgente Técnico Multitareas,LEDKRAN CARE,,,
Urgente Técnico Multitareas,N&P FOREST WOOD WORK,,,
Urgente Técnico Multitareas,CIVIL NET CONSTRUCTION L & M S.A.C.,,,1500.0
Urgente Técnico Multitareas,N&P FOREST WOOD WORK,,,
Urgente Técnico Multitareas,EULEN del Perú,,,1850.0
Urgente Técnico Multitareas,,,,
Urgente Técnico Multitareas,TOP COPIER RENT,,,
Urgente Técnico Multitareas,Manguifajas Industriales S.A.C.,,,
Urgente Técnico Multitareas,KOMATSU - MITSUI MAQUINARIAS,,,
Urgente Técnico Multitareas,High Techno World,,,1500.0
Urgente Técnico Multitareas,Building Technologies Solutions E.I.R.L,,,1200.0
Urgente Técnico Multitareas,EQUANS Perú,,,
Urgente Técnico Multitareas,KOMATSU - MITSUI MAQUINARIAS,,,
Urgente Técnico Multitareas,EULEN del Perú,,,1800.0
Urgente Técnico Multitareas,Industrias Arguelles y Servicios Generales S.A.C,,,
Urgente Técnico Multitareas,METALURGIA MANUFACTURADA PACIFICO S.A.C.,,,
Urgente Técnico Multitareas,Empower,,,
Urgente Técnico Multitareas,Grupo San Pablo,,,
Urgente Técnico Multitareas,N&P FOREST WOOD WORK,,,
Urgente Técnico Multitareas,Catapu,,,
Urgente Técnico Multitareas,N&P FOREST WOOD WORK,,,
Urgente Técnico Multitareas,KOMATSU - MITSUI MAQUINARIAS,,,
Urgente Técnico Multitareas,SECURITECH,,,
Urgente Técnico Multitareas,,,,3500.0
Urgente Técnico Multitareas,NEXUS DIGITAL S.R.L.,,,
Urgente Técnico Multitareas,Ransa Comercial  S.A.,,,1970.0
Urgente Técnico Multitareas,SEMMAQ SAC,,,
Urgente Técnico Multitareas,ARQUIMIA,,,1200.0
Urgente Técnico Multitareas,,,,
Urgente Técnico Multitareas,MONT SECURITY EIRL,,,
Urgente Técnico Multitareas,,,,
Limpieza Villa Salvador,Dimerc Perú SAC,,,1550.0
Limpieza Villa Salvador,Resiter Peru SAC,,,
Limpieza Villa Salvador,Resiter Peru SAC,,,
Limpieza Villa Salvador,FALABELLA CORPORATIVO PERÚ,,,
Limpieza Villa Salvador,FALABELLA CORPORATIVO PERÚ,,,
Limpieza Villa Salvador,EULEN del Perú,,,
Limpieza Villa Salvador,EULEN del Perú,,,
Limpieza Villa Salvador,Dimerc Perú SAC,,,1160.0
Picker San Borja,TIME JOBS,,,1150.0
Picker San Borja,Rappi Turbo,,,1150.0
Picker San Borja,Rappi Turbo,,,1150.0
Picker San Borja,Pedidos Ya Perú,,,
Picker San Borja,LUVARO,,,
Picker San Borja,Rappi Turbo,,,1150.0
Picker San Borja,TIME JOBS,,,1025.0
Picker San Borja,Seven Days,,,1280.0
Picker San Borja,Rappi Turbo,,,1150.0
Picker San Borja,Rappi Turbo,,,1150.0
Picker San Borja,Seven Days,,,1280.0
Steward Encargado Limpieza,INNOVACION SOLAR PERU E.I.R.L.,,,
Steward Encargado Limpieza,Platanitos Boutique,,,
Steward Encargado Limpieza,OMC ABOGADOS & CONSULTORES EIRL,,,
Steward Encargado Limpieza,Grupo Ka S.A.C.,,,
Steward Encargado Limpieza,SINTONIA S.A.C.,,,1500.0
Steward Encargado Limpieza,,,,
Steward Encargado Limpieza,SEKUR,,,
Steward Encargado Limpieza,Los Portales,,,
Steward Encargado Limpieza,,,,
Steward Encargado Limpieza,Perufarma S.A.,,,
Steward Encargado Limpieza,Inversiones del Peru .com .sac,,,2000.0
Steward Encargado Limpieza,Perufarma S.A.,,,
Steward Encargado Limpieza,,,,
Steward Encargado Limpieza,,,,
Steward Encargado Limpieza,INNOVACION SOLAR PERU E.I.R.L.,,,
Steward Encargado Limpieza,Grupo Proterra SAC,,,
Steward Encargado Limpieza,AB Importaciones Industriales sac,,,
Steward Encargado Limpieza,Consorcio LP,,,1500.0
Steward Encargado Limpieza,SAGITARIO & ASOCIADOS S.A.C.,,,
Steward Encargado Limpieza,Lopesa  Industrial. S.A.,,,2500.0
Steward Encargado Limpieza,Caja Cencosud Del Grupo Scotiabank,,,
Steward Encargado Limpieza,Grupo San Pablo,,,
Steward Encargado Limpieza,,,,2300.0
Steward Encargado Limpieza,OMC ABOGADOS & CONSULTORES EIRL,,,
Steward Encargado Limpieza,Cinépolis,,,
Steward Encargado Limpieza,AB Importaciones Industriales sac,,,
Steward Encargado Limpieza,WALON SPORT S.A.,,,
Steward Encargado Limpieza,J&M Materiales y Servicios S.A.C,,,
Steward Encargado Limpieza,,,,
Steward Encargado Limpieza,Onasa Peru,,,
Steward Encargado Limpieza,Consorcio LP,,,1500.0
Steward Encargado Limpieza,COLCA SOLAR S.A.C.,,,
Steward Encargado Limpieza,Muebles All Center,,,
Steward Encargado Limpieza,Onasa Peru,,,
Steward Encargado Limpieza,J.CH. LLANTAS,,,
Steward Encargado Limpieza,INNOVACION SOLAR PERU E.I.R.L.,,,
Steward Encargado Limpieza,Inversiones Nueva Ceramica S.A.,,,
Steward Encargado Limpieza,Ransa Comercial  S.A.,,,
Steward Encargado Limpieza,Más Ventas,,,
Steward Encargado Limpieza,FALABELLA CORPORATIVO PERÚ,,,
Steward Encargado Limpieza,SAGITARIO & ASOCIADOS S.A.C.,,,
Steward Encargado Limpieza,Llamagas,,,
Steward Encargado Limpieza,Manpower,,,
Steward Encargado Limpieza,INKA CROPS S.A,,,
Steward Encargado Limpieza,,,,
Steward Encargado Limpieza,COLORFUL COTTON SAC,,,
Steward Encargado Limpieza,SERMITOOL PERU SRL,,,
Steward Encargado Limpieza,GLOBAL LOGISTICS,,Presencial y remoto,
Steward Encargado Limpieza,INNOVACION SOLAR PERU E.I.R.L.,,,
Steward Encargado Limpieza,Chicharroneria Ima Sumac,,Presencial y remoto,
Steward Encargado Limpieza,FALABELLA CORPORATIVO PERÚ,,,
Steward Encargado Limpieza,Lopesa  Industrial. S.A.,,,2500.0
Steward Encargado Limpieza,Cinépolis,,,
Steward Encargado Limpieza,MIDEKO IMPORT & EXPORT,,,2600.0
Steward Encargado Limpieza,SILGELSA,,,2000.0
Steward Encargado Limpieza,Sinergia Corporation EIRL,,,2000.0
Asistente Administracion Industrial,,,,
Asistente Administracion Industrial,SC Ingeniería y construcción,,,
Asistente Administracion Industrial,SC Ingeniería y construcción,,,
Asistente Administracion Industrial,ALLIN GROUP JAVIER PRADO SA.,,,1133.0
Asistente Administracion Industrial,ALLIN GROUP JAVIER PRADO SA.,,,1133.0
Asistente Administracion Industrial,,,,
Asistente Administracion Industrial,,,,1500.0
Asistente Administracion Industrial,Laureate,,,
Facturador Hospitalario Clinica,Kikko Corporation S.A.,,,1700.0
Facturador Hospitalario Clinica,Aramburú Matriz,,,
Facturador Hospitalario Clinica,PINTURAS DEL PERU S.A.,,,
