puesto_estandarizado,nombre_empresa,ubicacion,modalidad,salario
Busser Corredor Full,Tiendas Aruma,,,
Busser Corredor Full,,,,1300.0
Busser Corredor Full,PANORAMA HOGAR & DECORACION,,,1130.0
Busser Corredor Full,Grupo Tawa,,,
Busser Corredor Full,Digital Max,,,
Busser Corredor Full,Digital Max,,,
Busser Corredor Full,Inversiones Fisa,,,
Busser Corredor Full,Pedidos Ya Perú,,,
Busser Corredor Full,Estilos S.R.L.,,,1130.0
Busser Corredor Full,Morpho Travel Experience,,,
Busser Corredor Full,Ablimatex Export SAC,,,1130.0
Busser Corredor Full,GREAT SERVICE SERV.TURIS.EL TABLON S.A.C,,,1130.0
Busser Corredor Full,CENTRO DE NEGOCIOS RYG S.A.C,,,
Busser Corredor Full,Grupo Intercorp,,,
Busser Corredor Full,FALABELLA CORPORATIVO PERÚ,,,
Busser Corredor Full,Grupo Marathon,,,
Busser Corredor Full,Universidad Tecnológica del Perú,,,
Busser Corredor Full,VP Mobile SAC,,,
Busser Corredor Full,Estilos S.R.L.,,,
Busser Corredor Full,FALABELLA CORPORATIVO PERÚ,,,
Busser Corredor Full,Estilos S.R.L.,,,1130.0
Busser Corredor Full,FALABELLA CORPORATIVO PERÚ,,,
Busser Corredor Full,FALABELLA CORPORATIVO PERÚ,,,1130.0
Busser Corredor Full,Tiendas Tambo,,,
Busser Corredor Full,Tiendas Tambo,,,
Busser Corredor Full,Tiendas Tambo,,,
Busser Corredor Full,VP Mobile SAC,,,
Busser Corredor Full,Tiendas Tambo,,,
Busser Corredor Full,Tiendas Tambo,,,
Busser Corredor Full,MEYTEN,,,1200.0
Busser Corredor Full,Manpower,,,
Busser Corredor Full,FALABELLA CORPORATIVO PERÚ,,,
Busser Corredor Full,Grupo Vega,,,
Busser Corredor Full,Eficacia,,,1130.0
Busser Corredor Full,Inversiones Fisa,,,
Busser Corredor Full,Donde Walter,,,
Busser Corredor Full,Digital Max,,,
Busser Corredor Full,Grupo Marathon,,,
Busser Corredor Full,Isushi,,,
Busser Corredor Full,Grupo Marathon,,,1130.0
Busser Corredor Full,Comexa SA,,,
Busser Corredor Full,España Import sac,,,1300.0
Busser Corredor Full,CONTACTA Y NEGOCIA S.A.C.,,,1200.0
Busser Corredor Full,Señor Limon Sac,,,2000.0
Busser Corredor Full,Grupo Intercorp,,,
Busser Corredor Full,GREAT SERVICE SERV.TURIS.EL TABLON S.A.C,,,1130.0
Busser Corredor Full,XIPE,,,
Busser Corredor Full,Cencosud Peru S.A,,,1130.0
Busser Corredor Full,FOOTLOOSE,,,
Busser Corredor Full,Comexa SA,,,
Busser Corredor Full,FALABELLA CORPORATIVO PERÚ,,,
Busser Corredor Full,Grupo Marathon,,,
Busser Corredor Full,Apuesta Total,,,1130.0
Busser Corredor Full,MEYTEN,,,1200.0
Busser Corredor Full,RETAIL SERVICES SAC,,,
Busser Corredor Full,Apuesta Total,,,1130.0
Busser Corredor Full,Más Ventas,,,
Busser Corredor Full,Manpower,,,
Supervisor Operaciones Almacenes,CINADSAC,,,
Supervisor Operaciones Almacenes,EXPRESO INTERNACIONAL VIRGEN DE CHAPI EIRL,,,
Supervisor Operaciones Almacenes,Caja del Santa S.A,,,
Supervisor Operaciones Almacenes,INVERSIONES MERMA SAC,,,
Supervisor Operaciones Almacenes,INVERTRANS SAC,,,
Supervisor Operaciones Almacenes,TERRANOVA TRADING S.A.C.,,,
Supervisor Operaciones Almacenes,BERUB TRANSPORTES E.I.R.L.,,,
Supervisor Operaciones Almacenes,Caja del Santa S.A,,,
Supervisor Operaciones Almacenes,VILLA EXPRESS S.A.C.,,,1299.0
Supervisor Operaciones Almacenes,FIRE CONTROL INGENIEROS SAC,,,
Supervisor Operaciones Almacenes,Robocon Servicios SAC,,,
Supervisor Operaciones Almacenes,BERUB TRANSPORTES E.I.R.L.,,,
Supervisor Operaciones Almacenes,,,,1500.0
Supervisor Operaciones Almacenes,ENVIROCLEAN,,,
Supervisor Operaciones Almacenes,Tandem Global Logistics Perú S.A.C.,,,
Supervisor Operaciones Almacenes,TIME JOBS,,Presencial y remoto,
Supervisor Operaciones Almacenes,GUES DATA S.A.C.,,Presencial y remoto,
Supervisor Operaciones Almacenes,ST SOLUCIONES,,,
Supervisor Operaciones Almacenes,TRANSPORTES CORPORATIVOS S.A.,,,
Supervisor Operaciones Almacenes,Grupo Kong,,,
Supervisor Operaciones Almacenes,,,,4500.0
Supervisor Operaciones Almacenes,Act Gestiones y Servicios S.A.C.,,,1130.0
Supervisor Operaciones Almacenes,TERRANOVA TRADING S.A.C.,,,
Supervisor Operaciones Almacenes,Grucoin S.A.C.,,,2500.0
Supervisor Operaciones Almacenes,COOPERATIVA CULTURAL IMPORT,,,1500.0
Supervisor Operaciones Almacenes,Transportes y Comercio Sol Del Pacifico E.I.R.L,,,
Supervisor Operaciones Almacenes,TSH LOGISTIC SOCIEDAD ANONIMA CERRADA - TSH LOGISTIC S.A.C.,,,4300.0
Supervisor Operaciones Almacenes,Administracion Inmobiliaria SAC,,,2000.0
Supervisor Operaciones Almacenes,CAMINOS MARAVILLOSOS PERU E.I.R.L.,,Presencial y remoto,1800.0
Supervisor Operaciones Almacenes,Grupo AUNA,,Presencial y remoto,
Supervisor Operaciones Almacenes,Ransa Comercial  S.A.,,,
Supervisor Operaciones Almacenes,Alpaca Expeditions,,,
Supervisor Operaciones Almacenes,Formavena,,,
Supervisor Operaciones Almacenes,Transportes Elio S.A.C.,,,
Supervisor Operaciones Almacenes,SALOG,,,
Supervisor Operaciones Almacenes,IDEIPERU,,,
Supervisor Operaciones Almacenes,GM SERLAB EIRL,,,2500.0
Supervisor Operaciones Almacenes,FIRE CONTROL INGENIEROS SAC,,,
Supervisor Operaciones Almacenes,Solimano Asociados,,Presencial y remoto,3000.0
Supervisor Operaciones Almacenes,COTRA SL S.A.C.,,,
Supervisor Operaciones Almacenes,TreXperience,,,
Supervisor Operaciones Almacenes,Ecco Center,,,1130.0
Supervisor Operaciones Almacenes,Ransa Comercial  S.A.,,,1025.0
Supervisor Operaciones Almacenes,GRUPO EMPRESARIAL RDOZ S.A.C.,,,
Supervisor Operaciones Almacenes,TIME JOBS,,Presencial y remoto,
Supervisor Operaciones Almacenes,Celper Group,,,1500.0
Supervisor Operaciones Almacenes,EMERGENT COLD LOGISTICS S.R.L.,,,1800.0
Supervisor Operaciones Almacenes,Transmdicas S.R.L.,,,
Supervisor Operaciones Almacenes,P&S Produccion y Servicios Generales SRL,,,
Supervisor Operaciones Almacenes,RAZA LIMA S.A.C.,,,3200.0
Supervisor Operaciones Almacenes,INVERTRANS SAC,,,
Supervisor Operaciones Almacenes,Lat Peru S.A.C.,,Presencial y remoto,
Supervisor Operaciones Almacenes,EMERGENT COLD LOGISTICS S.R.L.,,,1800.0
Supervisor Operaciones Almacenes,COTRA SL S.A.C.,,,
Supervisor Operaciones Almacenes,PRESTAMYPE,,Presencial y remoto,
Supervisor Operaciones Almacenes,PRESTAMYPE,,Presencial y remoto,1800.0
Supervisor Operaciones Almacenes,,,,
Supervisor Operaciones Almacenes,Administradora VIP,,,
Supervisor Operaciones Almacenes,,,,
Supervisor Operaciones Almacenes,CAMINOS MARAVILLOSOS PERU E.I.R.L.,,Presencial y remoto,1800.0
Supervisor Operaciones Almacenes,Grupo Intercorp,,,
Supervisor Operaciones Almacenes,SENATI,,,
Supervisor Operaciones Almacenes,Dinet S.A.,,,
Supervisor Operaciones Almacenes,ENVIROCLEAN,,,
Supervisor Operaciones Almacenes,TIME JOBS,,,2000.0
Supervisor Operaciones Almacenes,GRUAS SERVICIOS Y TRANSPORTES S.A.C.,,Presencial y remoto,
Supervisor Operaciones Almacenes,Grucoin S.A.C.,,,2500.0
Supervisor Operaciones Almacenes,WOSAK S.A.C.,,,
Supervisor Operaciones Almacenes,TRANSPORTES PALOMINO ESTRADA E.I.R.L.,,,
Supervisor Operaciones Almacenes,Mission Produce Perú,,,
Supervisor Operaciones Almacenes,TERRANOVA TRADING S.A.C.,,,
Supervisor Operaciones Almacenes,EMERGENT COLD LOGISTICS S.R.L.,,,1800.0
Supervisor Operaciones Almacenes,Manpower,,Presencial y remoto,
Supervisor Operaciones Almacenes,Andean Technology SCRL,,,
Supervisor Operaciones Almacenes,,,,4500.0
Supervisor Operaciones Almacenes,Overall Strategy,,Presencial y remoto,
Supervisor Operaciones Almacenes,Mission Produce Perú,,,
Supervisor Operaciones Almacenes,Ransa Comercial  S.A.,,,
Supervisor Operaciones Almacenes,CASA INKA,,,
Supervisor Operaciones Almacenes,M & H Group,,,3000.0
Supervisor Operaciones Almacenes,IDEIPERU,,,
Supervisor Operaciones Almacenes,SERVOSA,,,
Supervisor Operaciones Almacenes,Transportes y Comercio Sol Del Pacifico E.I.R.L,,,
Supervisor Operaciones Almacenes,Terres Magiques des Incas EIRL,,,
Supervisor Operaciones Almacenes,TSH LOGISTIC SOCIEDAD ANONIMA CERRADA - TSH LOGISTIC S.A.C.,,,4300.0
Supervisor Operaciones Almacenes,TSH LOGISTIC SOCIEDAD ANONIMA CERRADA - TSH LOGISTIC S.A.C.,,,4300.0
Supervisor Operaciones Almacenes,Transportes Elio S.A.C.,,,
Supervisor Operaciones Almacenes,EMPRESA COMUNAL RACCAYA,,,5500.0
Supervisor Operaciones Almacenes,Integra Retail,,,1200.0
Supervisor Operaciones Almacenes,Manpower,,Presencial y remoto,
Supervisor Operaciones Almacenes,CINADSAC,,,
Supervisor Operaciones Almacenes,,,,1500.0
Supervisor Operaciones Almacenes,NAVITEL PERU S.A.C.,,Presencial y remoto,
Supervisor Operaciones Almacenes,Protab S.A.C.,,,
Supervisor Operaciones Almacenes,Administradora VIP,,,
Supervisor Operaciones Almacenes,Ransa Comercial  S.A.,,,1025.0
Supervisor Operaciones Almacenes,COOPERATIVA CULTURAL IMPORT,,,1500.0
Supervisor Operaciones Almacenes,Hagemsa SAC,,,
Supervisor Operaciones Almacenes,TRANSPORTES PALOMINO ESTRADA E.I.R.L.,,,
Supervisor Operaciones Almacenes,Grupo AUNA,,Presencial y remoto,
Técnico Mantenimiento Servicios,Grupo Intercorp,,,1900.0
Técnico Mantenimiento Servicios,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Técnico Mantenimiento Servicios,Grupo Intercorp,,,1900.0
Técnico Mantenimiento Servicios,COSMOS GARANTIA CALIDAD E.I.R.L,,,1500.0
Técnico Mantenimiento Servicios,,,,
Técnico Mantenimiento Servicios,Innova Schools,,,
Técnico Mantenimiento Servicios,ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,,,
Técnico Mantenimiento Servicios,,,,
Técnico Mantenimiento Servicios,Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Auxiliar Sistema Gestión,Baterías Enerjet,,,
Auxiliar Sistema Gestión,Grupo Miner Cejuro S.R.L.,,,2000.0
Auxiliar Sistema Gestión,PROCOMSAC,,,
Auxiliar Sistema Gestión,SYSTEMBASE TELECOMUNICACIONES E.I.R.L,,,
Auxiliar Sistema Gestión,Grupo Perú Alfa,,,
Auxiliar Sistema Gestión,PROCOMSAC,,,
Auxiliar Sistema Gestión,Cantalloc SAC,,,
Auxiliar Sistema Gestión,Agrovision Peru Sac,,,
Auxiliar Sistema Gestión,PROCOMSAC,,,
Auxiliar Sistema Gestión,Cantalloc SAC,,,
Auxiliar Sistema Gestión,SYSTEMBASE TELECOMUNICACIONES E.I.R.L,,,
Auxiliar Sistema Gestión,Contrans,,,
Auxiliar Sistema Gestión,,,,
Auxiliar Sistema Gestión,Contrans,,,
Auxiliar Sistema Gestión,Corporación de Industrias Plásticas S. A.,,,1300.0
Auxiliar Sistema Gestión,Opseplant S.A.,,,
Auxiliar Sistema Gestión,SYSTEMBASE TELECOMUNICACIONES E.I.R.L,,,
Auxiliar Sistema Gestión,PROINAM S.A.C.,,,1200.0
Auxiliar Sistema Gestión,,,,
Auxiliar Sistema Gestión,Manpower,,,
Auxiliar Sistema Gestión,Grupo Perú Alfa,,,
Auxiliar Sistema Gestión,HTE100608CN6,,,
Auxiliar Sistema Gestión,Opseplant S.A.,,,
Auxiliar Sistema Gestión,HTE100608CN6,,,
Auxiliar Sistema Gestión,Adecco Perú S.A.,,,10000.0
Auxiliar Sistema Gestión,,,,
Auxiliar Sistema Gestión,CONSTRUCTORA RIVERA FEIJOO SAC,,,2250.0
Auxiliar Sistema Gestión,,,,
Auxiliar Sistema Gestión,Grupo Miner Cejuro S.R.L.,,,2000.0
Auxiliar Sistema Gestión,PROINAM S.A.C.,,,1200.0
Auxiliar Sistema Gestión,Adecco Perú S.A.,,,10000.0
Auxiliar Sistema Gestión,Grupo Perú Alfa,,,
Auxiliar Sistema Gestión,ESTACION GASOLINERA S.R.LTDA,,,2000.0
Auxiliar Sistema Gestión,CONSTRUCTORA RIVERA FEIJOO SAC,,,2250.0
Auxiliar Sistema Gestión,Manpower,,,
Auxiliar Sistema Gestión,Grupo Perú Alfa,,,
Auxiliar Sistema Gestión,MARINSA POWER S.A.C.,,,
Auxiliar Sistema Gestión,Grupo Perú Alfa,,,
Auxiliar Sistema Gestión,ESTACION GASOLINERA S.R.LTDA,,,2000.0
Auxiliar Sistema Gestión,Agrovision Peru Sac,,,
Auxiliar Sistema Gestión,Adecco Perú S.A.,,,
Auxiliar Sistema Gestión,Corporación de Industrias Plásticas S. A.,,,1300.0
Auxiliar Sistema Gestión,LAZBAR CONSULTORA E.I.R.L.,,,
Auxiliar Sistema Gestión,SYSTEMBASE TELECOMUNICACIONES E.I.R.L,,,
Auxiliar Sistema Gestión,Opseplant S.A.,,,
Auxiliar Sistema Gestión,Baterías Enerjet,,,
Auxiliar Sistema Gestión,LAZBAR CONSULTORA E.I.R.L.,,,
Auxiliar Sistema Gestión,,,,
Auxiliar Sistema Gestión,Grupo Perú Alfa,,,
Auxiliar Sistema Gestión,Adecco Perú S.A.,,,
Auxiliar Sistema Gestión,Baterías Enerjet,,,
Auxiliar Sistema Gestión,Baterías Enerjet,,,
Auxiliar Sistema Gestión,PROCOMSAC,,,
Motorizado Huaycan Este,,,,1800.0
Motorizado Huaycan Este,Apuesta Total,,,
Motorizado Huaycan Este,SECURITAS SAC,,,
Motorizado Huaycan Este,Afe Service Sac,,,
Almacenero Responsable Proactivo,JB CONSULTING GROUP S.A.C,,,600.0
Almacenero Responsable Proactivo,SARRIA ARENAZA CAROLINA VALERIE,,,
Almacenero Responsable Proactivo,JB CONSULTING GROUP S.A.C,,,600.0
Almacenero Responsable Proactivo,Dominion Perú SAC,,,
Almacenero Responsable Proactivo,AyB International S.A.C,,,2500.0
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,CGM RENTAL S.A.C.,,,
Almacenero Responsable Proactivo,AyB International S.A.C,,,2500.0
Almacenero Responsable Proactivo,ZONORA SOCIEDAD ANONIMA CERRADA,,,
Almacenero Responsable Proactivo,INVERSIONES RECREATIVOS GUERRERO S.A.C,,,2200.0
Almacenero Responsable Proactivo,CIEMSA,,,3400.0
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,Gate Gourmet Perú,,,
Almacenero Responsable Proactivo,Cooperativa de Ahorro y Credito Los Andes,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,TRANSARCALI,,,
Almacenero Responsable Proactivo,CIEMSA,,,3400.0
Almacenero Responsable Proactivo,Prosegur,,,2000.0
Almacenero Responsable Proactivo,AD & D ASOCIADOS S.A.C.,,Presencial y remoto,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,,,,
Almacenero Responsable Proactivo,AICASA,,,
Almacenero Responsable Proactivo,S.J. ROXFARMA S.A.,,,
Almacenero Responsable Proactivo,SARRIA ARENAZA CAROLINA VALERIE,,,
Almacenero Responsable Proactivo,CONSULTORIA DE PROCESOS EMPRESARIALES Y SOLUCIONES DE TECNOLOGIA DE INFORMACION E.I.R.L.,,,1200.0
Recepcionista Asistente Administrativo,Corporación Estrategias & Salud EIRL,,,
Recepcionista Asistente Administrativo,MONTALVO,,,1200.0
Recepcionista Asistente Administrativo,Aviation Security Group,,,
Recepcionista Asistente Administrativo,Aviation Security Group,,,
Recepcionista Asistente Administrativo,Hotel Las Lomas,,,
Recepcionista Asistente Administrativo,Grupo Inmobiliario del Pacífico SAC,,,1190.0
Recepcionista Asistente Administrativo,Universidad San Ignacio de Loyola,,,
Recepcionista Asistente Administrativo,OASIS SUITES S.A.C,,,1200.0
Recepcionista Asistente Administrativo,Corporación Estrategias & Salud EIRL,,,
Recepcionista Asistente Administrativo,HOTELES PALMETTO,,,
Recepcionista Asistente Administrativo,ECOGRAPET S.A.C,,,
Recepcionista Asistente Administrativo,,,,
Recepcionista Asistente Administrativo,GRUPO ANSA PERU S.A.C.,,,
Recepcionista Asistente Administrativo,Copper Cave,,,1500.0
Recepcionista Asistente Administrativo,HOSPEDAJE TAMBO,,,
Recepcionista Asistente Administrativo,SVC,,,1500.0
Recepcionista Asistente Administrativo,BDO OUTSOURCING,,,
Recepcionista Asistente Administrativo,Hotel Olaya,,,1600.0
Recepcionista Asistente Administrativo,Grupo Dionys,,,1600.0
Recepcionista Asistente Administrativo,novamedic,,,
Recepcionista Asistente Administrativo,ODONTIX,,,
Recepcionista Asistente Administrativo,CORPORACIÓN DRAVI SERVICIOS MEDICOS E.I.R.L.,,,
Recepcionista Asistente Administrativo,Salus Laboris SAC,,,
Recepcionista Asistente Administrativo,EPIQUS HOTEL,,,
Recepcionista Asistente Administrativo,INSTITUTO DE CIENCIAS MEDICAS DEL SUR S.A.C.,,,
Recepcionista Asistente Administrativo,,,,
Recepcionista Asistente Administrativo,AVA SPOT,,,
Recepcionista Asistente Administrativo,TAYPIKALA VALLE SAGRADO,,,
Recepcionista Asistente Administrativo,Universidad San Ignacio de Loyola,,,
Recepcionista Asistente Administrativo,QuiroVida Centro Quiropráctico,,,1200.0
Recepcionista Asistente Administrativo,,,,
Recepcionista Asistente Administrativo,BELMOND   PERÚ,,,
Recepcionista Asistente Administrativo,RG Odontología,,,1650.0
Recepcionista Asistente Administrativo,STARLIGHT INN,,,1500.0
Recepcionista Asistente Administrativo,Salus Laboris SAC,,,
Recepcionista Asistente Administrativo,,,,1200.0
Recepcionista Asistente Administrativo,North Dent Piura,,,
Recepcionista Asistente Administrativo,PROBAL SRL,,,
Recepcionista Asistente Administrativo,EO STETICS S.A.C,,,
Recepcionista Asistente Administrativo,D'LUXE ESTHETIC MEDICAL CENTER S.A.C,,,1500.0
Recepcionista Asistente Administrativo,Viajero Hostels Perú,,,
Recepcionista Asistente Administrativo,PIURAY OUTDOOR CENTER S.A.C.,,,1300.0
Recepcionista Asistente Administrativo,CORPORACIÓN DRAVI SERVICIOS MEDICOS E.I.R.L.,,,
Recepcionista Asistente Administrativo,HOTELES BAYOVAR CONFORT DIFERENCIADO S.R.L.,,,
Recepcionista Asistente Administrativo,ARBRAYSS LASER,,,
Recepcionista Asistente Administrativo,Clínica Dental Prodent,,,1600.0
Recepcionista Asistente Administrativo,,,,1200.0
Recepcionista Asistente Administrativo,SINNA ODONTOLOGIA ESPECIALIZADA S.A.C.,,,1300.0
Recepcionista Asistente Administrativo,BUSINESS BEANS PERU,,,1130.0
Recepcionista Asistente Administrativo,DENTAL LA MERCED,,,1200.0
Recepcionista Asistente Administrativo,,,,
Recepcionista Asistente Administrativo,MONTALVO,,,1200.0
Recepcionista Asistente Administrativo,HOTELES PALMETTO,,,
Recepcionista Asistente Administrativo,Kokovet E.I.R.L. / veterinaria - estetica,,,1400.0
Recepcionista Asistente Administrativo,Enelya wellness spa,,,
Recepcionista Asistente Administrativo,REGENERA SKIN SOCIEDAD ANONIMA CERRADA,,,1700.0
Recepcionista Asistente Administrativo,CORRECTIVA BIOMECANICA Y ORTOPODOLOGIA S.A.C.,,,
Recepcionista Asistente Administrativo,Aviation Security Group,,,
Recepcionista Asistente Administrativo,Esthetic Fit,,,
Recepcionista Asistente Administrativo,North Dent Piura,,,
Recepcionista Asistente Administrativo,Consulting Advisers,,,
Recepcionista Asistente Administrativo,BELMOND   PERÚ,,,
Recepcionista Asistente Administrativo,MO MEDIC SAC,,,
Recepcionista Asistente Administrativo,,,,
Recepcionista Asistente Administrativo,Valsa,,,
Recepcionista Asistente Administrativo,BUSINESS BEANS PERU,,,1130.0
Recepcionista Asistente Administrativo,Medi Esthetic,,,
Recepcionista Asistente Administrativo,,,,
Recepcionista Asistente Administrativo,CIRCUITO VIAL LIMA NORTE,,,1200.0
Recepcionista Asistente Administrativo,Esthetic Fit,,,
Recepcionista Asistente Administrativo,GRUPO METALINDUSTRIAS,,,
Recepcionista Asistente Administrativo,BDO OUTSOURCING,,,
Recepcionista Asistente Administrativo,EIR GROUP S.A.C.,,,
Recepcionista Asistente Administrativo,HOTEL DE TURISTAS,,,
Recepcionista Asistente Administrativo,CIRCUITO VIAL LIMA NORTE,,,1200.0
Recepcionista Asistente Administrativo,Valsa,,,
Recepcionista Asistente Administrativo,Hotel Olaya,,,1600.0
Almacenero Estibador Virú,LARI CONTRATISTAS S.A.C.,,,
Almacenero Estibador Virú,KOMATSU - MITSUI MAQUINARIAS,,,
Almacenero Estibador Virú,IMPULSO RH,,,1130.0
Almacenero Estibador Virú,Ransa Comercial  S.A.,,,1500.0
Almacenero Estibador Virú,Tai Loy,,,1250.0
Almacenero Estibador Virú,LLAMPAYEC,,,
Almacenero Estibador Virú,Pos Solutions S.A.C.,,,1500.0
Almacenero Estibador Virú,FOOTLOOSE,,,
Almacenero Estibador Virú,IMPULSO RH,,,1130.0
Almacenero Estibador Virú,Grupo Marathon,,,1500.0
Almacenero Estibador Virú,Mantenimiento e Ingenieria Industrial S.R.L.,,,
Almacenero Estibador Virú,LAIDASAC,,,1200.0
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,MOTOREPUESTOS JOCHI,,,1350.0
Almacenero Estibador Virú,TEJIDOS JORGITO SAC,,,
Almacenero Estibador Virú,CORPORACION BELMOND & PERURAIL,,,
Almacenero Estibador Virú,ABA Company SAC,,,1250.0
Almacenero Estibador Virú,DP World Logistics S.R.L,,,
Almacenero Estibador Virú,INVERSIONES CULTURPISCO Y FLORA S.A.C,,,
Almacenero Estibador Virú,,,,1650.0
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,medicfic,,,1500.0
Almacenero Estibador Virú,KOMATSU - MITSUI MAQUINARIAS,,,
Almacenero Estibador Virú,NOGASA S.A.C.,,,
Almacenero Estibador Virú,LC CONSULTING CORP S.A.C.,,,
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,DP World Logistics S.R.L,,,
Almacenero Estibador Virú,MAGSA EIRL,,,1200.0
Almacenero Estibador Virú,Multiservicios e Inversiones Inmobitec SAC,,,1500.0
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,Agromar Industrial S.A.,,,
Almacenero Estibador Virú,Representaciones Huadel S.R.L,,,
Almacenero Estibador Virú,Ransa Comercial  S.A.,,,
Almacenero Estibador Virú,La Preferida,,,1700.0
Almacenero Estibador Virú,CREAMOS VALOR S.A.C.,,,
Almacenero Estibador Virú,Soler & Palau Perú,,,1400.0
Almacenero Estibador Virú,IMPULSO RH,,,1130.0
Almacenero Estibador Virú,La Preferida,,,1700.0
Almacenero Estibador Virú,Lavoro Perú,,,
Almacenero Estibador Virú,FOOTLOOSE,,,
Almacenero Estibador Virú,FOOTLOOSE,,,
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,COMERCIALIZADORA Y SERVICIOS GENERALES MIKELA E.I.R.L.,,,
Almacenero Estibador Virú,Royal Knit  Sac,,,1600.0
Almacenero Estibador Virú,Consultora Valora,,,
Almacenero Estibador Virú,INGENIERIA Y CONSTRUCCION MONTE GRANDE S.A.C.,,,1400.0
Almacenero Estibador Virú,GAEL CONSTRUCCIONES E.I.R.L.,,,1400.0
Almacenero Estibador Virú,Adecco Perú S.A.,,,1700.0
Almacenero Estibador Virú,FOOTLOOSE,,,
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,INVERSIONES CULTURPISCO Y FLORA S.A.C,,,
Almacenero Estibador Virú,CREAMOS VALOR S.A.C.,,,
Almacenero Estibador Virú,IMPORT EXPORT TOOLS SAC,,,
Almacenero Estibador Virú,SKY ANDAMIOS & ELEVADORES,,,2500.0
Almacenero Estibador Virú,HVAC SUPPORT PERU SAC,,,1200.0
Almacenero Estibador Virú,OP SERVICE,,,1300.0
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,medicfic,,,1500.0
Almacenero Estibador Virú,RAMPERU S.A.C.SERVICIOS GENERALES,,,
Almacenero Estibador Virú,PREFABRICADOS CALYTEC,,,1200.0
Almacenero Estibador Virú,KOMATSU - MITSUI MAQUINARIAS,,,
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,Pos Solutions S.A.C.,,,1500.0
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,FOOTLOOSE,,,
Almacenero Estibador Virú,Ransa Comercial  S.A.,,,1500.0
Almacenero Estibador Virú,Ransa Comercial  S.A.,,,
Almacenero Estibador Virú,FOOTLOOSE,,,
Almacenero Estibador Virú,MMOTORS,,,
Almacenero Estibador Virú,Radiadores Industriales Tubillas SAC,,,
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,Arenera Jaen SAC,,,1130.0
Almacenero Estibador Virú,Pos Solutions S.A.C.,,,1500.0
Almacenero Estibador Virú,LA CUADRA DE SALVADOR,,,
Almacenero Estibador Virú,FOOTLOOSE,,,
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,Neumaticos Chiclayo EIRL,,,1500.0
Almacenero Estibador Virú,Ransa Comercial  S.A.,,,1500.0
Almacenero Estibador Virú,La Antojería,,,
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,MMOTORS,,,
Almacenero Estibador Virú,INSIDE EMPRESARIAL,,,
Almacenero Estibador Virú,PASTIPAN,,,
Almacenero Estibador Virú,IMPORT EXPORT TOOLS SAC,,,
Almacenero Estibador Virú,CORPORACION ENERJET S.A.,,,
Almacenero Estibador Virú,INVERSIONES CULTURPISCO Y FLORA S.A.C,,,
Almacenero Estibador Virú,FOOTLOOSE,,,
Almacenero Estibador Virú,UPGRADE,,,1200.0
Almacenero Estibador Virú,,,,
Almacenero Estibador Virú,SOLTRAK,,,
Almacenero Estibador Virú,Arenera Jaen SAC,,,1130.0
Almacenero Estibador Virú,BOCASIÓN S.A.C.,,,
Almacenero Estibador Virú,AMERICAN TARCTO,,,1500.0
Básico Fijo 1300,Estilos S.R.L.,,,1130.0
Básico Fijo 1300,Salesland Pacífico,,,1600.0
Básico Fijo 1300,Salesland Pacífico,,,1300.0
Básico Fijo 1300,Estilos S.R.L.,,,
Básico Fijo 1300,Salesland Pacífico,,,1300.0
Básico Fijo 1300,Salesland Pacífico,,,1300.0
Básico Fijo 1300,Salesland Pacífico,,,1300.0
Básico Fijo 1300,Salesland Pacífico,,,1300.0
Básico Fijo 1300,Salesland Pacífico,,,1300.0
Básico Fijo 1300,Salesland Pacífico,,,1300.0
Básico Fijo 1300,Salesland Pacífico,,,1600.0
Básico Fijo 1300,Estilos S.R.L.,,,1130.0
Básico Fijo 1300,Salesland Pacífico,,,1300.0
Básico Fijo 1300,Salesland Pacífico,,,1300.0
Básico Fijo 1300,Estilos S.R.L.,,,
Director Técnico Droguería,WELLNESS AND CARE,,Presencial y remoto,
Director Técnico Droguería,Universidad César Vallejo,,,
Director Técnico Droguería,Adecco Perú S.A.,,,
Director Técnico Droguería,GEOMEDIC PERU E.I.R.L,,,
Director Técnico Droguería,Universidad César Vallejo,,,
Director Técnico Droguería,,,,
