puesto_estandarizado,empresa,ubicacion,modalidad,salario_estimado
Otro,Atención al Cliente,No disponible,No disponible,
Otro,Control Interno,No disponible,No disponible,
Otro,Asistente de Administración con conocimientos en Licitaciones,No disponible,No disponible,
Otro,Teleoperador Ventas y ATC,No disponible,Presencial y remoto,
Otro,asesor/a de ventas,No disponible,Presencial y remoto,
Otro,Practicante Pre de Análisis de datos,No disponible,Presencial y remoto,
Otro,Asistente Contable,No disponible,No disponible,
Desarrollador de Software,Analista Programador Odoo,No disponible,Presencial y remoto,
Otro,Ejecutiva de Ventas Corporativas (Empresa de Computo),No disponible,No disponible,
Otro,Asistente Contable,No disponible,No disponible,
Otro,Recepcionista salud ocupacional,No disponible,No disponible,
Otro,asistente contabilidad,No disponible,No disponible,
Otro,Asesor Comercial/Técnologo Medico,No disponible,No disponible,
Otro,Tecnico en instalaciones,No disponible,No disponible,
Otro,Secretaria Administrativa,No disponible,No disponible,
Otro,auditor interno,No disponible,No disponible,
Otro,Auxiliar de ventas,No disponible,No disponible,
Otro,Analista de sistema,No disponible,No disponible,
Otro,Tecnicos de telecomunicaciones con exp en Swap de antenas y gabinetes,No disponible,No disponible,
Otro,ingeniero software,No disponible,No disponible,
Desarrollador de Software,Desarrollador de páginas web,No disponible,Presencial y remoto,
Otro,Técnico en Redes y Sistemas,No disponible,No disponible,
Otro,Auxiliar de Soporte TI,No disponible,No disponible,
Otro,"¡Buscamos Docentes para las área de Negocios y Tecnologías, y Diseñador Gráfico/Community Managers!",No disponible,No disponible,
Otro,Asistente de Sistemas y Proyectos,No disponible,Presencial y remoto,
Otro,Tecnico para telecomunicaciones,No disponible,No disponible,
Otro,Técnico telecomunicaciones,No disponible,No disponible,
Otro,Asesor de Ventas RRSS y Tienda,No disponible,Presencial y remoto,
Otro,técnico mecatrónico,No disponible,No disponible,
Otro,Agente de ventas,No disponible,No disponible,
Otro,Operador de monitoreo  GPS,No disponible,No disponible,
Otro,Ejecutiva comercial,No disponible,No disponible,
Otro,Digitador/a de Reportes Medicos,No disponible,No disponible,
Otro,Jefe de Mantenimiento,No disponible,No disponible,
Otro,Ejecutivo de Ventas,No disponible,No disponible,
Otro,Administrador de Servidores y Soporte Técnico Avanzado,No disponible,No disponible,
Otro,Coordinador de Soporte Técnico y Desarrollo,No disponible,No disponible,
Otro,Técnico de Telecomunicaciones,No disponible,No disponible,
Otro,Técnico Telecomunicaciones,No disponible,No disponible,
Otro,Analista Integrador de Datos,No disponible,No disponible,
Otro,Gestor Logístico,No disponible,No disponible,
Otro,Asistente de Asuntos Regulatorios,No disponible,No disponible,
Otro,asistente/a administrativo,No disponible,No disponible,
Otro,Tecnico en instalaciones c/s experiencia,No disponible,No disponible,
Otro,Srtas. Ejecutivas de ventas para equipos de computo,No disponible,No disponible,
Otro,#Trabaja MINI Full! Lunes a Viernes de 6am a 3pm! Fijo S/1400 + Comisiones + Planilla Completa,No disponible,No disponible,
Analista de Datos,Analista de datos,No disponible,No disponible,
Otro,Operador de camión grúa International 7600 hasta 30 T para servicio minero de Cusco sistema 14 x 7,No disponible,No disponible,
Otro,Genera ingreso desde CASA/ Asesor de Atención /Tuno Tarde/ Planilla Completa/ Sueldo Fijo,No disponible,No disponible,
Otro,Agente de seguridad para fundo en VIRÚ,No disponible,No disponible,
Otro,Content manager,No disponible,No disponible,
Desarrollador de Software,Analista Programador Senior,No disponible,No disponible,
Otro,LIMA SUR Venta en Campo / Internet Hogar Movistar/ Pago de S/1530/ Bono de Pasajes,No disponible,No disponible,
Otro,"Gana más de S/.1500 Asesor de ventas Internet Claro Hogar Vertical / Lince, Jesús María, San Miguel",No disponible,No disponible,
Desarrollador de Software,Work From Home Python Developer / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Work From Home Python + Django Junior Developer / Ref. 0071,No disponible,No disponible,
Ingeniero de Datos,Work From Home Python Developer and Data Engineer / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Java Junior / Ref. 0003,No disponible,No disponible,
Desarrollador de Software,Work From Home Lead Ruby Developer / Ref. 0026,No disponible,No disponible,
Otro,Agente de seguridad para fundo en CHAO,No disponible,No disponible,
Desarrollador de Software,Work From Home Junior Angular Developer / Ref. 0615,No disponible,No disponible,
Desarrollador de Software,Work From Home Junior JavaScript Developer / Ref. 0289,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador de Software Java / Ref. 0003,No disponible,No disponible,
Desarrollador de Software,Work From Home Flutter Developer / Ref. 0490,No disponible,No disponible,
Analista de Datos,Analista de Datos Sector Seguros,No disponible,Presencial y remoto,
Otro,Auxiliar Administrativo de Seguros,No disponible,Presencial y remoto,
Desarrollador de Software,Work From Home Junior Backend Developer (Node.js) / Ref. 0111,No disponible,No disponible,
Otro,Técnico Electrónico,No disponible,No disponible,
Otro,Técnico Electrónico Junior / ATE,No disponible,No disponible,
Otro,"Gana más de S/.1500 Asesor de ventas Internet Claro Hogar / Lima Sur/ Chorrillos,Ves,Sjm,Vmt,Surco",No disponible,No disponible,
Otro,"Promotor de ventas Internet Claro hogar / Edificios y Condominios– Lince, Jesús María, Pueblo Libre",No disponible,No disponible,
Desarrollador de Software,Work From Home Java Spring Boot Junior Developer / Ref. 0003,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Golang Developer / Ref. 0138,No disponible,No disponible,
Otro,Ejecutivo de Ventas de Internet / Entel Perú / Ruc20/ Planilla + Comisiones Ilimitadas + Incentivos.,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Python Developer / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Node Backend / Ref. 0111,No disponible,No disponible,
Desarrollador de Software,Work From Home Junior .NET Developer / Ref. 0001,No disponible,No disponible,
Desarrollador de Software,Work From Home Fullstack Node + Nest + React Developer / Ref. 0111,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador iOS Junior / Ref. 0047,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Kotlin / Ref. 0271,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Java Backend / Ref. 0003,No disponible,No disponible,
Desarrollador de Software,Work From Home Junior Java Developer / Ref. 0003,No disponible,No disponible,
Desarrollador de Software,Work From Home Junior Front End React Developer / Ref. 0169,No disponible,No disponible,
Otro,Community Manager,No disponible,No disponible,
Desarrollador de Software,Work From Home Junior Developer (Python) / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Work From Home FullStack Python + React + ML/DS Senior Developer / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Work From Home Python Developer / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador PHP / Ref. 0021,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Fullstack Node + Nest + React / Ref. 0111,No disponible,No disponible,
Desarrollador de Software,Work From Home Node.js Junior Developer / Ref. 0111,No disponible,No disponible,
Otro,Técnico de mantenimiento Electrónico  / Planta Industrial Cercado de Lima,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Java / Ref. 0003,No disponible,No disponible,
Otro,instalador técnico,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Fullstack Android / Ref. 0046,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador React Junior/MidLevel / Ref. 0169,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Junior/MidLevel Java / Ref. 0003,No disponible,No disponible,
Desarrollador de Software,Work From Home Full Stack Developer (React + Node) / Ref. 0111,No disponible,No disponible,
Desarrollador de Software,Work From Home Python + Django Senior Developer / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Work From Home Full Stack Developer (ReactJS + .NET) / Ref. 0001,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Python Junior / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Node Junior/MidLevel / Ref. 0111,No disponible,No disponible,
Desarrollador de Software,Work From Home Python Junior Developer / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Frontend Junior / Ref. 0054,No disponible,No disponible,
Desarrollador de Software,Work From Home Mobile NativeScript Developer Senior / Ref. 0446,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Angular Junior / Ref. 0615,No disponible,No disponible,
Desarrollador de Software,Work From Home Node Fullstack Developer / Ref. 0111,No disponible,No disponible,
Desarrollador de Software,Work From Home Junior Frontend Developer / Ref. 0054,No disponible,No disponible,
Otro,¡Trabaja de Casa! Brindamos PC + Sueldo fijo + internet + Bono de Luz (hasta S/90),No disponible,No disponible,
Otro,LIMA SUR Venta en Campo / Internet Hogar Movistar/ Pago de S/1530/ Bono de Pasajes,No disponible,No disponible,
Otro,Trabaja en LIMA ESTE / Ventas Internet Hogar / Sueldo de S/1530 / Semanales Pasajes,No disponible,No disponible,
Otro,Venta en Campo Movistar/ Internet Hogar / Sueldo de S/1530/ Pagos de Pasajes Semanales,No disponible,No disponible,
Otro,Ejecutivo de Ventas en Planilla Chiclayo  / Win Internet  / Sueldo + Comisiones + Movilidad + Bonos.,No disponible,No disponible,
Otro,Plaza Chiclayo  / Vendedores en Planilla / Win Internet  / Sueldo + Comisiones + Movilidad + Bonos.,No disponible,No disponible,
Otro,Analista Senior de Sistema Integrado de Gestión,No disponible,No disponible,
Otro,cocinero/a,No disponible,No disponible,
Otro,Ejecutivo de Ventas Portabilidad Internet B2B San Isidro,No disponible,No disponible,
Otro,Atencion al Cliente WIN Internet Turno mañana Rango 7am a 6pm / Presencial Santa Anita,No disponible,No disponible,
Otro,Conductor de camioneta Pickup 4x4,No disponible,No disponible,
Otro,Ayudante Perforista DDH,No disponible,No disponible,
Otro,Perforista DDH,No disponible,No disponible,
Otro,Asesor de ventas de Internet Movistar / Proceso inmediato/ Lima Centro,No disponible,No disponible,
Otro,Asesor de ventas de Internet Movistar / Proceso inmediato,No disponible,No disponible,
Otro,Asistente de Sistemas de Gestión,No disponible,No disponible,
Otro,Pago de S/1530/  Bono de Pasajes / Venta en Campo / Internet Hogar Movistar,No disponible,No disponible,
Desarrollador de Software,Analista programador/a de sistemas  SAP Bussiness One Lurin,No disponible,No disponible,
Otro,Promotor/a asesor de venta / Internet Hogar /  Pago s/1530 + Comisiones,No disponible,No disponible,
Otro,Venta en Campo / Internet Hogar Movistar/ Pago de S/1530/ Bono de Pasajes,No disponible,No disponible,
Otro,Huancayo trabajo Inmediato / CON o SIN Experiencia / Ventas en Campo Internet Hogar/ Sueldo s/1530.,No disponible,No disponible,
Otro,Villa Maria del Triunfo/ Asesor de Campo Internet Hogar /  Sueldo Fijo s/1530 + Comisones,No disponible,No disponible,
Otro,Asesor de Venta en Campo/ Internet de Fibra Optica Movistar/ Sueldo Fijo s/1130 + Pasajes semanales,No disponible,No disponible,
Otro,Contrato Inmediato/ Ventas en Campo Internet Hogar/ Sueldo Fijo s/1530 + Bonos y Comisiones,No disponible,No disponible,
Otro,Agentes de Seguridad para Planta Chorrillos / Línea de Carrera a Traslado de Valores,No disponible,No disponible,
Otro,Agentes de Seguridad para Agencias en SJL / SJM / Ate / Callao / Ventanilla / Breña / Puente Piedra,No disponible,No disponible,
Otro,Personal Sin Experiencia para Seguridad de Planta / Capacitación Pagada,No disponible,No disponible,
Otro,Agentes de Seguridad para Agencias en SJL,No disponible,No disponible,
Otro,100 Agentes de Seguridad Con o Sin Experiencia,No disponible,No disponible,
Analista de Datos,Analista de datos,No disponible,No disponible,
Otro,Analista de Sistema Integrado de Gestión,No disponible,No disponible,
Otro,¡Home Office! / Brindamos PC + Sueldo fijo + internet + Bono de Luz (hasta S/90),No disponible,No disponible,
Otro,Técnico Electrónico / Huacho,No disponible,No disponible,
Project Manager,Jefe de proyectos de TI,No disponible,No disponible,
Otro,Home Office !! Desde Casa / Damos Laptop + Internet / Bono de Luz / Descansa Domingos,No disponible,No disponible,
Otro,Home Office !! Damos Laptop + Internet / Bono de Luz / Descansa Domingos,No disponible,No disponible,
Otro,Tornero CNC,No disponible,No disponible,
Otro,Ingeniero de Sistemas con Dominio del Software Arduino,No disponible,Presencial y remoto,
Otro,Trabaja desde CASA!!! Ejecutivos Comerciales C/SIN EXP // Pago de Luz e Internet /Turno tarde,No disponible,No disponible,
Otro,Técnico Electrónico,No disponible,No disponible,
Otro,Todo Remoto/ Trabaja desde casa/ Fidelización/ Tuno Tarde/ Planilla Completa,No disponible,No disponible,
Otro,Trabaja desde CASA/ Remoto/ Fidelización/ Tuno Tarde/ Planilla Completa,No disponible,No disponible,
Otro,Trabaja en CASA/ Fidelización/ ATC/ Turno Fijo/ Todo Remoto,No disponible,No disponible,
